Geneid,PD_117_R11_S05#,PD_117_R12_S05#,PD_117_R13_S05#,PD_117_R5_S05#1,PD_117_R6_S05#1,PD_117_R7_S05#1,PD_121_R11_S05#,PD_121_R13_S05#,PD_121_R15_S05#,PD_121_R5_S05#2,PD_121_R7_S05#2,PD_121_R9_S05#2,PD_122_R11_S05#,PD_122_R13_S05#,PD_122_R15_S05#,PD_122_R5_S05#2,PD_122_R7_S05#2,PD_122_R9_S05#2,PD_123_R11_S05#,PD_123_R13_S05#,PD_123_R5_S05#1,PD_123_R7_S05#1,PD_123_R9_S05#1
b0099,5.373259998,5.030290463,4.897336404,4.672856731,4.714441576,4.494051534,5.363787552,4.562577403,5.208469846,4.558148435,4.615323958,4.729408831,5.561469885,4.697587075,4.715613237,4.727684785,4.997054762,4.973303183,5.366444838,4.597078484,4.743795307,4.752293375,4.612409731
b0101,7.20267928,7.274112169,7.23711301,6.772130075,6.862546996,6.969001779,7.136301875,6.621791275,7.471710855,6.900706782,6.644373155,6.841458958,7.011813116,6.576973149,7.399222719,6.875487488,6.756318002,6.390804323,6.900301452,6.399804433,6.901404331,6.410540632,6.532033176
b0102,7.172737901,7.02443199,6.979408463,6.715817131,6.723536709,6.701282736,6.589182887,6.430563297,6.903841859,6.448847629,6.248729841,6.397682755,6.492151854,6.487468661,7.141001367,6.449302927,6.114443679,6.492971229,6.715686215,6.506778466,6.822853643,6.543838473,6.663569968
b0103,6.763078079,6.701522004,6.724661653,6.762946742,6.846536247,6.678490748,6.389583986,6.582522402,7.044815807,6.75922177,6.434963077,6.625321503,6.532815708,6.634181451,7.085177305,6.662375458,6.585160475,6.686581624,6.531782395,6.663866899,6.719610353,6.638021803,6.694550203
b4727,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
b0104,6.054795016,5.892998795,5.947215654,7.024663168,7.017756327,7.04135186,6.924012249,6.40647026,7.401105032,6.900706782,6.448703731,6.576652969,6.892727128,6.287807706,7.359276463,6.87809642,6.270489833,6.602280148,6.823185134,6.389889247,6.927548661,6.522561697,6.613333039
b0106,3.471591607,3.258790557,3.06901984,3.020779554,3.063739019,2.878311542,3.157843013,2.814306726,3.179165436,3.029513947,2.598381672,2.725323193,3.093027855,3.195003104,3.097295053,3.188266258,3.091113977,2.619219505,3.121691519,2.890997826,3.026253347,3.028861183,2.635848705
b0107,4.457458879,4.245523638,4.28578466,3.372212397,3.341453935,3.21745267,3.572496166,3.293946722,3.689514915,3.26176719,3.470795014,3.148949244,3.779126069,3.586695207,3.681771977,3.120328698,3.151944175,3.129559643,3.639603903,3.183668676,3.312187678,3.276559515,2.996172582
b0108,1.059336135,0.527258146,0.710859123,1.430916803,0.807925291,1.222233608,0.51408366,1.085590679,1.108951642,1.685531508,1.02097082,0.836105678,1.458819702,1.221204914,1.549369643,1.156944634,0.891352405,1.355689877,1.322582798,1.325381483,1.461863711,0.962259944,0.991310739
b0109,6.655024156,6.556840812,6.501879307,6.763626708,6.826306877,6.706388774,7.006150772,6.596504591,6.992207501,6.570371,6.327472936,6.528508312,7.028014354,6.299765986,7.04418453,6.676856853,6.300256037,6.570257994,7.032360619,6.419478479,6.783387149,6.496000369,6.58257262
b0110,6.818737519,6.839147222,6.770697664,6.59184826,6.574536646,6.520898762,6.557595773,6.532942376,6.788216181,6.296382873,6.096542137,6.493140191,6.634093246,6.343978679,6.857914162,6.398353836,6.224276132,6.517619523,6.783117806,6.54213179,6.603733949,6.598712879,6.551882632
b0111,5.754962967,5.75546077,5.577382935,5.728091029,5.68461325,5.782006916,5.873554708,5.68525916,5.896686585,5.782581178,5.696540104,5.71805624,5.870473668,5.714374138,6.07234549,5.784779381,5.613352886,5.607340254,5.921692259,5.697071303,5.697176192,5.683214992,5.584501369
b0112,5.272177564,5.148956267,5.042274177,8.824455439,8.837330135,8.75196822,8.19293117,8.499992315,8.469611724,8.660048078,8.53142753,8.39720416,8.190357106,8.585462604,8.610563857,8.53321146,8.325865857,8.521639275,8.33131466,8.49507202,8.69628989,8.654754957,8.539459415
b0113,8.773270756,8.658170564,8.701884569,6.845085711,6.805971637,6.706190273,6.743018879,7.273853945,6.650779988,6.746927341,7.27091033,7.760255242,6.687555078,7.257096493,6.698493209,6.741346932,7.241401862,7.721792869,6.842137028,7.335399619,6.807870492,7.236456089,7.674746
b0114,10.4301596,10.35944311,10.46512231,8.916861439,9.091816608,8.96410252,8.871253949,9.286196104,9.471758741,8.661406501,8.892568986,9.776826385,8.806981037,9.056514155,9.289373302,8.573003967,8.56567962,9.817856174,8.775614049,9.324651246,8.898839379,9.236392973,9.75171755
b0115,9.774042798,9.864165939,9.842469969,8.330880945,8.454012592,8.346661551,8.347693315,8.704197393,8.932358797,8.222418807,8.430638514,9.189357461,8.205320649,8.370975314,8.706512363,8.076478441,8.174880258,9.212068062,8.128605279,8.540914673,8.204765878,8.544085253,9.079156065
b0116,11.0972564,11.10336409,11.11986033,9.868662784,9.89569696,9.88224636,10.7790974,9.843079638,10.08075929,9.667790221,9.677609681,10.23274958,10.7465263,9.644598099,10.01901703,9.694908732,9.581725277,10.20449866,10.74167447,9.854357896,9.860303412,9.91894851,10.18241982
b0117,4.086270948,4.087781813,4.367384128,2.723256028,2.658151861,2.716275851,3.049734012,3.029087527,3.293639958,2.356738715,3.052402866,3.323655152,2.936544844,2.927016957,3.074690884,2.455638374,2.817574661,3.266468167,2.862780735,3.021417116,2.69424042,3.437669496,3.391533937
b0118,11.65770301,11.52571699,11.58975886,10.8868124,10.97454314,10.92058902,12.24087035,10.83751824,10.75524786,10.75427544,10.7591745,10.3142141,12.18233891,10.60690717,10.7385972,10.73347779,10.52429948,10.48889454,12.15736601,10.85429269,10.86856572,11.02399356,10.42182597
b0119,7.320278678,7.621346435,7.428150846,7.186889841,7.169480524,7.192729951,7.098020791,7.637680255,7.30754996,7.314202847,7.311131679,7.18510861,7.058071469,7.317550385,7.184237677,7.300422911,7.700051092,7.241786458,6.869559884,7.27106242,7.325544169,7.378920821,7.047792071
b0120,8.430714472,8.281701347,8.347045863,7.051170134,7.151442023,7.02923542,7.197754792,7.138131212,7.641887457,6.637927746,6.663558155,7.417718457,7.256851574,7.028614676,7.527685552,6.74719728,6.562897676,7.347369879,7.21554942,7.298552628,7.042847995,7.22764613,7.43171346
b0121,8.389034606,8.231103788,8.315275206,7.136188465,7.308420477,7.224910508,7.544870355,7.293993504,7.514372094,6.903179784,6.923809381,7.529245308,7.581003748,7.281703857,7.455807521,6.936206077,6.887649308,7.455967221,7.466262841,7.479989625,7.276176246,7.493885376,7.485437455
b0122,7.68614519,7.386549105,7.582779368,7.581850525,7.554067045,7.484650656,7.65815637,7.197421317,7.550235709,7.73262816,7.857173523,7.391654877,7.639155578,7.423330116,7.705980532,7.63235275,7.665697248,7.293216121,7.772660863,7.3379546,7.320669278,7.128542261,7.355464654
b0123,6.349891984,6.105703949,6.111402076,5.165304092,5.312538074,5.38825402,4.364346202,5.007398538,5.369819785,4.989483879,4.696803732,4.945134051,4.480240601,4.836990519,5.189924322,4.913630108,4.480928986,5.028687563,4.473730763,5.144179295,5.112395666,4.802763584,5.154173704
b0124,6.016531398,6.04299339,6.035550615,6.870749335,6.947980226,6.923307216,4.655370819,5.919905298,8.523744183,6.691485204,5.630051092,6.218472698,4.605560794,5.887516571,8.371255296,6.775818969,5.484031558,6.166247133,4.588532612,6.108181701,6.895890411,5.89208247,6.252156932
b0125,7.826104271,7.896738237,7.651856065,7.542392905,7.4689257,7.530756457,8.018026782,7.639922438,8.089601283,7.685586582,7.568602931,7.632886976,7.850442557,7.402813409,8.158242799,7.580314016,7.639070714,7.457645466,7.912068304,7.257080092,7.436919036,7.367854545,7.494351327
b0126,9.010677704,8.922024325,8.854747512,9.229937087,9.119923521,9.087245417,9.569024004,8.470465404,10.24419312,9.020086719,8.491947633,8.931252221,9.496576826,8.698130534,10.38951288,9.337580065,8.436531978,8.886928781,9.497387494,8.597734415,9.322354299,8.665711581,8.945704038
b0127,7.35077764,7.330313217,7.308570264,6.216068998,6.307618777,6.302205545,6.778085929,6.491540926,6.774965266,5.98656689,6.272189977,6.630198589,6.782565829,6.295450153,6.627914562,6.266073432,6.050423972,6.602137717,6.596871308,6.509262711,6.365144899,6.548102235,6.575599377
b0128,7.070682293,7.014815176,7.0404128,5.964520498,6.184025365,6.157200694,6.610571587,6.098182401,6.705134128,6.089180693,6.064759124,6.358767299,6.52595704,6.164206093,6.70572767,5.945191512,6.001817726,6.430983171,6.462900431,6.194761424,6.104348369,6.220248698,6.354231008
b0129,6.381662314,6.276981372,6.359013881,6.423057046,6.417056701,6.336178932,5.939232159,7.002113769,4.286157923,6.502570747,7.332319445,6.33450227,5.831945191,7.282015031,4.08688614,6.481298935,7.320126312,6.379335343,5.826712052,6.895206616,6.245355588,7.262059291,6.311910526
b0130,5.028374692,4.911953685,4.946370487,3.852668884,3.85374892,4.020265244,3.989867736,4.123494783,4.175955114,3.829990257,3.998453785,4.043016184,4.099782348,4.09540688,4.124534984,3.938353132,4.035846387,3.950921668,4.040398494,4.132252852,3.807504682,4.153567592,3.839866246
b0131,8.775213041,8.7028033,8.685755637,9.45511407,9.415484199,9.419947963,9.72084098,9.266938619,9.620697539,9.193534016,9.042616782,9.25093641,9.651716442,9.329599623,9.591259382,9.183785095,9.205242968,9.239500603,9.78167474,9.303334116,9.395477976,9.29766783,9.275903676
b0132,3.983923136,4.026616269,4.057701938,4.049185588,3.952461463,4.079285305,4.130616744,4.240597493,3.92779859,3.923260658,4.086191066,4.038712174,4.418945458,4.1846392,3.890767105,4.316118286,4.187652437,3.994922964,4.035215581,4.04763466,4.020953941,4.089588915,3.749392475
b0133,8.965829961,8.904105155,8.895676518,8.248810885,8.219909533,8.332468677,8.912377093,8.195655685,8.560153847,8.150127292,8.02901969,8.27656708,8.820961745,8.092842854,8.578917584,8.02696029,7.911265606,8.220602183,8.866173873,8.112447529,8.171414831,8.146451675,8.226156054
b0134,9.026810278,8.936936483,8.934528818,7.929271179,7.960483721,7.934315364,8.450547486,7.863515105,7.799107714,7.66444435,7.638347411,7.867213736,8.450695885,7.838559789,7.914589592,7.610521629,7.354582084,7.833822699,8.507086761,7.957632491,7.986597662,7.929758123,7.858354017
b0135,1.109335148,1.317195409,1.238725668,1.590921454,1.38027105,1.632868468,1.612113393,1.706424242,1.477342412,1.897427109,1.425048116,1.976221002,1.703295765,1.428932847,1.327028874,1.915469905,1.29006132,1.74786524,1.783466869,1.74206442,1.590905477,1.313377931,1.957391685
b0136,1.465499794,0.724043208,1.068714134,2.483925621,2.203029868,1.500186803,2.440194468,1.743651822,1.77455603,1.47831557,1.842015924,2.495777755,2.236974675,1.875590398,1.581464932,1.954885971,1.682716303,2.487246459,1.945383614,2.24931574,1.59274134,1.633031727,2.304814388
b0137,1.177681955,1.467718983,1.257128144,2.23359556,2.0500489,1.68589287,2.581220131,2.138435874,1.346799562,2.352186851,2.152363162,2.652071026,1.889246001,2.244030155,2.300499059,2.637091036,1.736832925,2.856116816,2.198288894,2.189609158,1.88583187,1.681879699,2.592847228
b0138,1.420781275,1.524750423,1.40174967,2.122233763,1.732570597,2.181471783,2.616748632,2.455760819,2.491727369,2.095578761,2.171174665,2.759454484,2.476777579,2.688131231,1.938297698,2.114465593,2.05026118,2.782582777,1.802699235,2.537617226,2.110504948,2.029159345,2.76752411
b0139,1.217106273,1.20824987,1.176997223,1.882545429,1.890572112,2.002288167,1.377763478,1.849379251,1.451364058,1.888386446,1.976452491,2.126160184,1.416744263,2.368739067,1.484886724,1.958979197,1.923539319,2.015665398,1.419256241,1.918401905,2.050988695,1.785299058,2.054118601
b0140,0.928399891,0.608940053,0.706307241,0.153368309,0.739979553,0.422249647,0.466923015,0.289989574,0.298076674,0.782035375,0.451585052,0.302944819,0.333653844,0.29442278,0.426567683,0.449922183,0.326994619,0.947061464,0.920970008,0.534200237,0.550029137,0.645617115,0.435944882
b0141,0.575592158,0.873001237,0.848041046,0.512196119,0.359468474,0.654663142,0,0.645240193,0.522114016,0.382736045,0.20812312,0.374031557,0.410979175,0.363749708,0.195672681,0.549479588,0,0.666935104,0.216188705,0.360444585,0.197827448,0.65254043,0.200326742
b0142,5.785993491,5.83642266,5.781850628,5.269553866,5.393589431,5.097762264,5.555099978,4.989139569,5.593911436,5.06969594,4.495754481,5.140275464,5.66701142,5.07372944,5.560888318,4.951537806,4.64133198,5.092833048,5.37805833,5.00592391,5.284415331,5.177947122,5.221438044
b0143,8.282368167,8.232557419,8.195422067,7.597098953,7.619134059,7.630549116,7.872933869,7.474828017,7.934629152,7.686944712,7.475896087,7.404067169,7.842969854,7.349773657,7.896270152,7.523451444,7.343455826,7.384226876,7.848802316,7.480232038,7.621160324,7.477053357,7.364111119
b0144,4.669199733,4.55199175,4.574161368,4.422366753,4.422597972,4.466575019,3.78974335,4.593051171,4.722930056,4.514550164,4.513415533,4.588980139,3.549867175,4.642607408,4.887540836,4.308873488,4.577564979,4.617689382,3.904636781,4.450643062,4.579466468,4.596320559,4.751935931
b0145,9.707872752,9.81104905,9.751088197,10.04332877,9.988864954,10.00349912,9.73047561,10.37660492,10.04829153,9.980819187,10.34587596,10.06344663,9.701652887,10.51923895,9.944426189,10.09389457,10.74949578,10.0594649,9.74927707,10.30057599,9.994755275,10.21051876,10.08208662
b0146,6.772860545,6.935811507,6.958240249,7.215279966,7.315141116,7.252932681,6.01939046,7.189458019,7.470328873,6.91283119,6.794020484,7.10122264,6.38767398,7.344928596,7.047240861,7.050411875,7.162395722,7.111418817,5.913885818,7.634534044,7.325471646,7.447735024,7.193359593
b0147,4.206706941,4.285676464,4.362290934,4.437015535,4.300393344,4.320440929,4.612645058,4.006106978,4.826953356,4.20201273,4.257189997,4.303700648,4.943669941,4.162063516,4.834163382,4.013528415,3.765825214,4.352184034,4.838226407,4.2815792,4.483680449,4.106430856,4.533216164
b0148,5.580715941,5.578920104,5.507539418,5.143214512,5.151209492,5.058089666,5.10135319,4.990391837,5.492504536,5.194526936,5.023750529,4.842041132,5.19791875,5.140635577,5.636552691,5.208341765,5.022175589,4.853367875,5.153739546,4.993213141,5.208794814,4.904428758,4.905697229
b0149,5.898356171,5.985504318,5.918557299,5.729671353,5.728164421,5.693618487,6.139950782,5.696483094,6.174829198,5.762454603,5.761607382,5.766733695,6.1068605,5.553353263,6.207011145,5.79775198,5.758407168,5.724527846,6.141111163,5.571936213,5.69127387,5.620803888,5.70078846
b0150,0,0.061225955,0.058959384,0,0.052252083,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
b0151,0.969719486,0.6866444,1.336235962,1.890616519,2.075578772,2.126897612,1.984472138,4.149345947,5.439925582,2.041969143,3.029818124,3.17438875,2.091464658,4.261854645,5.439007643,1.804077568,3.266375634,3.147738025,1.897528826,4.239822364,2.117685852,3.164499947,3.03687771
b0152,2.313299723,2.202584499,2.738360968,2.270378114,2.566352148,2.254085247,2.605293341,3.895918652,4.684666958,2.34743578,3.193944843,2.832117031,2.579448201,3.716344016,4.651279813,2.395332822,3.465916864,2.918317935,2.681040567,3.702592045,2.518099981,3.225759785,3.109106922
b0153,2.013433113,1.724965622,1.973308744,1.929089812,1.720504458,2.032696404,1.929211357,2.975143478,3.811014858,2.168465096,2.514853919,2.110330189,2.303883769,3.155413399,3.878991088,2.098309192,2.649835783,2.367649932,2.085083369,3.149026968,1.865835685,2.451859102,2.216406259
b0154,7.563976857,7.416861194,7.433523419,6.972369923,6.971555478,6.956397998,7.202308348,6.919160546,7.220693659,6.799220283,6.723464713,6.965908875,7.135474277,6.983266351,7.242058299,6.812781981,6.773223479,6.94779583,7.191960661,6.876003552,6.979269673,6.910461817,6.897584473
b0155,5.76331453,5.528318796,5.598767002,5.870677094,5.811878449,5.941993618,5.134204546,5.854149478,6.090684338,5.923168768,5.830998132,5.734298759,5.279084953,5.791441999,6.059054504,5.719205668,5.804317971,5.714185902,5.236924824,5.63826252,5.832587908,5.583163927,5.815990677
b4728,4.595581215,3.500518291,4.171475333,3.29498767,4.004318219,3.308502823,3.794082208,3.754643784,4.671220348,2.333229321,2.357972315,4.369831663,3.287478546,3.636688704,3.794430815,2.695639496,1.279824989,2.634390569,3.796609419,3.46763958,3.669501288,3.105027541,3.687377547
b0156,7.887702087,7.989904378,7.93296324,8.391717646,8.298212571,8.449535404,8.546590817,8.516037053,8.864447085,8.482800441,8.24981946,8.395512777,8.687640642,8.332774161,8.617020302,8.493770968,8.162365437,8.414958182,8.247466585,8.436904974,8.315118675,8.329848315,8.411384045
b0157,5.268200586,5.191613865,5.244222634,5.025333957,5.007601722,5.175039391,5.185764541,5.405129959,4.888319806,5.221685646,5.422898288,4.886527553,5.250910068,5.36899413,5.191516254,5.160550141,5.624555101,4.993405505,5.030132421,5.064455211,5.078637337,5.163990301,4.888887866
b0158,6.081542937,5.776171916,5.756365172,4.963221846,5.219837621,5.119409532,5.475230149,5.063412402,5.66639789,5.027625347,4.664905601,5.204849769,5.481845113,5.117660523,5.803411702,4.840388884,4.723388475,5.248683718,5.54144598,5.275228036,5.265316648,4.92828327,5.272072527
b0159,8.372650048,8.303544705,8.346998844,8.279016217,8.253505542,8.282363999,8.553059641,8.039398188,8.952727807,8.172151328,7.882303519,8.104355011,8.552993509,8.039999427,9.075926412,8.108166217,7.863737566,8.115283774,8.599204607,8.06474029,8.17034161,7.983749406,8.184110822
b0160,5.32595096,5.290236491,5.349559501,5.088106441,5.232046536,5.181800153,5.594576428,5.156541729,5.272109765,5.022145605,5.125527552,5.152182363,5.752261321,5.139915608,5.20486321,4.987626807,4.973824171,5.118778618,5.709711062,5.206745548,5.176823537,5.204438376,5.138051117
b0161,7.006098711,7.012780857,6.946174297,6.779947461,6.758536262,6.863636827,7.962334966,7.31414876,6.657483998,6.87564269,7.344277419,7.591816211,7.940346249,7.005581417,6.699402471,6.718167549,7.238530211,7.531574599,8.052035312,7.059838033,6.744020757,7.095603262,7.536177895
b0162,4.659531734,4.730019824,4.743419691,5.022732991,4.978115767,5.005093471,4.96539967,5.318022752,3.705140864,5.051115838,5.354159067,5.011195887,4.805977011,5.307703293,3.671413827,5.048007425,5.598505686,5.011138577,4.753305513,5.303703367,4.967746807,5.211169977,4.94483158
b0163,8.626744281,8.754405202,8.811208637,9.099722848,8.988253045,9.039980452,8.70681386,9.337678837,8.85097143,8.951064356,9.082623836,9.035899057,8.81662372,9.412257155,8.856199089,8.956756358,9.264424709,8.986910488,8.734576794,9.376588171,8.874431466,9.346829235,9.058807894
b0164,4.096834382,4.038775752,4.200512089,3.816129965,3.996810919,3.754827311,4.299600736,4.12400675,3.703521463,3.819322172,3.945294874,3.817363465,4.213319623,4.357520905,3.581924058,3.907790806,4.016794434,3.882020758,4.352343574,4.364969781,3.532980191,4.224671579,3.910840955
