Batch ID,Time,Acid flow rate,Acid volume pumped,Air flow,Base flow rate,Base volume pumped,Bioreactor pressure reading,CER - unnormalized,"CER - unnormalized, integrated",DO,Feed#1 flow rate,Feed#1 volume pumped,Inlet O2%,O2 flow,Off-gas CO2%,Off-gas O2%,Optical density,OUR - unnormalized,"OUR - unnormalized, integrated",pH,Reflectance,Reflectance (baseline subtracted),RQ,Stir speed,Temperature,Volume
Bioreactor 6,0,NaN,NaN,99.99714558,0,0.892802662,4.091890225,0,,95.43291162,0,NaN,20.95,0,0,20.71643229,2.728220095,NaN,,6.494567466,6.1347526,0.990228979,NaN,999.5975696,29.87000084,99.8200097
Bioreactor 6,0.033333333,NaN,NaN,99.940289,0,0.892802662,4.113640424,0,0,93.72519032,0,NaN,20.95,0,0,20.71671341,2.595042872,NaN,,6.493214296,5.648186606,0.503662985,NaN,998.9285842,29.88071333,103.5280729
Bioreactor 6,0.066666667,NaN,NaN,100.0260359,0,0.892802662,3.957790127,0.000284578,8.59E-09,92.65445004,0,NaN,20.95,0,0.000104916,20.70910449,2.606890009,NaN,,6.494210252,5.691455001,0.54693138,NaN,998.2098327,29.88999939,103.5259624
Bioreactor 6,0.1,NaN,NaN,100.0572215,0,0.892802662,1.929151345,0.002979618,7.47E-08,91.76191928,0,NaN,20.95,0,0.001,20.71328387,2.618561288,NaN,,6.497431372,5.734078407,0.589554787,NaN,999.1422036,29.91857801,101.2838498
Bioreactor 6,0.133333333,NaN,NaN,100.0750817,0,0.892802662,4.068780094,0.003911222,2.10E-07,91.44905464,0,NaN,20.95,0,0.001,20.70590696,2.586138528,NaN,,6.495424048,5.615680077,0.471156457,NaN,1000.788142,29.94000053,101.2817146
Bioreactor 6,0.166666667,NaN,NaN,100.1615921,0,0.892802662,4.044789981,0.004842826,3.46E-07,91.29501823,0,NaN,20.95,0,0.001,20.70748438,2.582775482,NaN,,6.496258067,5.603396093,0.458872473,NaN,999.7110205,29.95999908,101.2796021
Bioreactor 6,0.2,NaN,NaN,99.97133407,0,0.892802662,3.8952108,0.005425439,4.99E-07,90.97892048,0,NaN,20.95,0,0.002,20.70887901,NaN,NaN,,6.498472728,5.098194122,-0.046329498,NaN,996.878971,29.96999931,101.2774884
Bioreactor 6,0.233333333,NaN,NaN,99.98172435,0,0.892802662,4.013618602,0.00542524,6.79E-07,90.59662992,0,NaN,20.95,0,0.002,20.70766095,2.577405785,NaN,,6.497669877,5.583773775,0.439250155,NaN,1000.660583,29.97999954,101.2753922
Bioreactor 6,0.266666667,NaN,NaN,100.2399945,0,0.892802662,4.127436804,0.005426402,8.60E-07,90.13503293,0,NaN,20.95,0,0.002,20.71549215,2.68975916,NaN,,6.495508054,5.994203111,0.84967949,NaN,1001.238408,29.98999977,101.2732796
Bioreactor 6,0.3,NaN,NaN,100.2084495,0,0.892802662,4.213923971,0.005428946,1.04E-06,89.63404217,0,NaN,20.95,0,0.002,20.717446,2.597051448,NaN,,6.496407867,5.655516624,0.510993004,NaN,998.815213,29.98999977,101.2711676
Bioreactor 6,0.333333333,NaN,NaN,99.88867683,0,0.892802662,3.971994104,0.008142267,1.28E-06,89.34405582,0,NaN,20.95,0,0.003,20.71893363,2.507866649,NaN,,6.49600029,5.329891884,0.185368263,NaN,1000.066269,29.98999977,101.2690493
Bioreactor 6,0.366666667,NaN,NaN,99.98758001,0,0.892802662,4.017202507,0.008143168,1.55E-06,89.08620718,0,NaN,20.95,0,0.003,20.73505665,2.584385885,NaN,,6.495057331,5.60926199,0.464738369,NaN,1002.58546,30,101.2669148
Bioreactor 6,0.4,NaN,NaN,100.0215363,0,0.892802662,3.961425566,0.008144241,1.82E-06,89.12437541,0,NaN,20.95,0,0.003,20.73290726,2.604917231,NaN,,6.49600029,5.684246754,0.539723134,NaN,1001.185176,30,101.2648236
Bioreactor 6,0.433333333,NaN,NaN,100.0155854,0,0.892802662,4.221102808,0.010850128,2.13E-06,88.89803897,0,NaN,20.95,0,0.004,20.73703306,2.607773023,NaN,,6.495516617,5.694674492,0.550150871,NaN,1002.483708,29.98999977,101.2627131
Bioreactor 6,0.466666667,NaN,NaN,100.0638609,0,0.892802662,4.198591229,0.010849394,2.49E-06,88.90195257,0,NaN,20.95,0,0.004,20.71699905,2.542085242,NaN,,6.495223698,5.454808227,0.310284606,NaN,998.6116759,30,101.2605996
Bioreactor 6,0.5,NaN,NaN,100.1056009,0,0.892802662,4.235592664,0.010850099,2.85E-06,88.86145279,0,NaN,20.95,0,0.004,20.72798719,2.560189771,NaN,,6.493931491,5.520922729,0.376399109,NaN,999.6437404,30,101.2584881
Bioreactor 6,0.533333333,NaN,NaN,99.9487019,0,0.892802662,3.941688402,0.01085349,3.21E-06,88.83762525,0,NaN,20.95,0,0.004,20.74278557,2.689588061,NaN,,6.494303912,5.993570465,0.849046845,NaN,996.696501,29.99696494,101.256373
Bioreactor 6,0.566666667,NaN,NaN,100.095931,0,0.892802662,3.976234413,0.010854877,3.57E-06,88.95575822,0,NaN,20.95,0,0.004,20.74430172,2.515738044,NaN,,6.493739948,5.358619976,0.214096355,NaN,1002,29.99260365,101.254259
Bioreactor 6,0.6,NaN,NaN,100.1658972,0,0.892802662,3.996795575,0.010859679,3.95E-06,88.83762525,0,NaN,20.95,0,0.004,20.73999772,2.600057761,NaN,,6.492399198,5.666496568,0.521972947,NaN,1000.199514,30,101.2521401
Bioreactor 6,0.633333333,NaN,NaN,100.2091976,0,0.892802662,4.036123885,0.013570602,4.33E-06,88.68558871,0,NaN,20.95,0,0.005,20.73920098,2.575598881,NaN,,6.493840585,5.577174434,0.432650814,NaN,999,30,101.250026
Bioreactor 6,0.666666667,NaN,NaN,100.0607841,0,0.892802662,3.990869314,0.013574153,4.78E-06,88.76051317,0,NaN,20.95,0,0.005,20.75940329,2.634831823,NaN,,6.494801367,5.79358937,0.649065749,NaN,997.0994812,29.98999977,101.2479077
Bioreactor 6,0.7,NaN,NaN,99.97469223,0,0.892802662,4.142978898,0.013573722,5.24E-06,88.60366965,0,NaN,20.95,0,0.005,20.74509525,2.563155742,NaN,,6.492905576,5.531738239,0.387214619,NaN,998.9527694,29.99047209,101.2457913
Bioreactor 6,0.733333333,NaN,NaN,100.1673474,0,0.892802662,4.178496293,0.013572096,5.69E-06,88.58992849,0,NaN,20.95,0,0.005,20.74785508,2.535996093,NaN,,6.492228985,5.432660013,0.288136392,NaN,1000.686696,30,101.2437085
Bioreactor 6,0.766666667,NaN,NaN,99.99120466,0,0.892802662,4.080805815,0.01356843,6.14E-06,88.49887462,0,NaN,20.95,0,0.005,20.72526438,2.624904091,NaN,,6.49289442,5.757266834,0.612743214,NaN,999,30,101.2417714
Bioreactor 6,0.8,NaN,NaN,100.2079029,0,0.892802662,4.337852747,0.013573737,6.59E-06,88.51260673,0,NaN,20.95,0,0.005,20.73178928,2.572289508,NaN,,6.493211055,5.56509438,0.420570759,NaN,999,29.98999977,101.2396538
Bioreactor 6,0.833333333,NaN,NaN,99.84866332,0,0.892802662,4.343098472,0.013569748,7.05E-06,88.39955653,0,NaN,20.95,0,0.005,20.72562695,2.590492571,NaN,,6.492843389,5.631573275,0.487049654,NaN,998,30,101.2375377
Bioreactor 6,0.866666667,NaN,NaN,99.84452066,0,0.892802662,4.194632262,0.013573168,7.50E-06,88.19594724,0,NaN,20.95,0,0.005,20.74358762,2.630419945,NaN,,6.491206202,5.777394772,0.632871151,NaN,1000.969793,30,101.2354231
Bioreactor 6,0.9,NaN,NaN,99.95393009,0,0.892802662,4.097729132,0.013575768,7.95E-06,88.30377055,0,NaN,20.95,0,0.005,20.74452103,2.631062976,NaN,,6.490240039,5.779743671,0.635220051,NaN,1000.438848,30,101.2333106
Bioreactor 6,0.933333333,NaN,NaN,99.83431465,0,0.892802662,4.253760344,0.014347704,8.42E-06,88.1185887,0,NaN,20.95,0,0.005285942,20.74928633,2.613324644,NaN,,6.491714181,5.714952277,0.570428656,NaN,999.2859423,30.01000023,101.2311937
Bioreactor 6,0.966666667,NaN,NaN,99.98623526,0,0.892802662,4.014049574,0.016288487,8.90E-06,87.94629317,0,NaN,20.95,0,0.006,20.75932176,2.621013345,NaN,,6.490642524,5.74303484,0.598511219,NaN,999.0365163,30.01000023,101.2290807
Bioreactor 6,1,NaN,NaN,99.81982209,0,0.892802662,4.234106351,0.015277848,9.42E-06,87.75699907,0,NaN,20.95,0,0.005627964,20.76348788,2.536835733,NaN,,6.490884076,5.435639381,0.291115761,NaN,999.627964,30.01000023,101.2269647
Bioreactor 6,1.033333333,NaN,NaN,99.98223687,0,0.892802662,4.263330128,0.016289453,9.95E-06,87.45350156,0,NaN,20.95,0,0.006,20.75683347,2.658048977,NaN,,6.491000175,5.87832918,0.733805559,NaN,1000.833408,29.98999977,101.2248497
Bioreactor 6,1.066666667,NaN,NaN,99.97989184,0,0.892802662,4.037153383,0.01629067,1.05E-05,87.3781257,0,NaN,20.95,0,0.006,20.75756122,2.547270884,NaN,,6.490438661,5.473737717,0.329214096,NaN,998.5075554,29.98999977,101.222739
Bioreactor 6,1.1,NaN,NaN,99.95857781,0,0.892802662,4.168090586,0.016290797,1.10E-05,87.10859873,0,NaN,20.95,0,0.006,20.75149259,2.623789412,NaN,,6.489005346,5.75322492,0.608701299,NaN,1001.989948,29.97999954,101.2206216
Bioreactor 6,1.133333333,NaN,NaN,99.96475652,0,0.892802662,4.228564478,0.016289854,1.16E-05,87.05496681,0,NaN,20.95,0,0.006,20.74524839,2.72518321,NaN,,6.491375867,6.123646877,0.979123256,NaN,997.9171455,29.98999977,101.2185067
Bioreactor 6,1.166666667,NaN,NaN,100.011415,0,0.892802662,4.117812771,0.016288299,1.21E-05,86.62079999,0,NaN,20.95,0,0.006,20.74261594,2.606093561,NaN,,6.490192201,5.688540659,0.544017039,NaN,1002.808033,29.98999977,101.2163897
Bioreactor 6,1.2,NaN,NaN,100.1852276,0,0.892802662,4.100783912,0.01900866,1.27E-05,86.3477726,0,NaN,20.95,0,0.007,20.73934812,2.542995744,NaN,,6.491652141,5.458131384,0.313607763,NaN,1001,30,101.2142718
Bioreactor 6,1.233333333,NaN,NaN,99.82867578,0,0.892802662,4.436649046,0.018994342,1.33E-05,86.20330638,0,NaN,20.95,0,0.007,20.74010882,2.659772194,NaN,,6.489594204,5.884714705,0.740191085,NaN,1000.515184,30.01000023,101.2121538
Bioreactor 6,1.266666667,NaN,NaN,99.98557401,0,0.892802662,4.318372817,0.018996186,1.39E-05,85.94766276,0,NaN,20.95,0,0.007,20.74077195,2.629405765,NaN,,6.490000248,5.773690994,0.629167374,NaN,998.5147424,30.012574,101.2100415
Bioreactor 6,1.3,NaN,NaN,100.0375558,0,0.892802662,4.219637002,0.018987699,1.46E-05,85.67528295,0,NaN,20.95,0,0.007,20.7443637,2.61219128,NaN,,6.490000248,5.710829805,0.566306185,NaN,997.8494456,30.02000046,101.2079275
Bioreactor 6,1.333333333,NaN,NaN,100.0204099,0,0.892802662,4.044666108,0.018995873,1.52E-05,85.28845107,0,NaN,20.95,0,0.007,20.74531974,2.575098373,NaN,,6.491681048,5.57534618,0.430822559,NaN,1000.159539,30.02000046,101.2058118
Bioreactor 6,1.366666667,NaN,NaN,99.69129987,0,0.892802662,4.153640923,0.019000436,1.58E-05,85.06259976,0,NaN,20.95,0,0.007,20.75062169,2.605971686,NaN,,6.486503726,5.688130589,0.543606968,NaN,1000.748179,30.01000023,101.2036999
Bioreactor 6,1.4,NaN,NaN,99.70723568,0,0.892802662,4.153668066,0.021713302,1.65E-05,84.89235673,0,NaN,20.95,0,0.008,20.74985146,2.663621254,NaN,,6.489148791,5.898686423,0.754162803,NaN,1000.925759,30.01000023,101.2015837
Bioreactor 6,1.433333333,NaN,NaN,99.99191038,0,0.892802662,4.291340034,0.021713192,1.72E-05,84.5881394,0,NaN,20.95,0,0.008,20.74898262,2.614783509,NaN,,6.490964373,5.720287912,0.575764292,NaN,1000.964195,30,101.1994667
Bioreactor 6,1.466666667,NaN,NaN,99.87262442,0,0.892802662,3.994774534,0.021712299,1.79E-05,84.27978299,0,NaN,20.95,0,0.008,20.75209306,2.588470064,NaN,,6.488000393,5.624177774,0.479654154,NaN,1000.023065,30,101.1975631
Bioreactor 6,1.5,NaN,NaN,99.99936441,0,0.892802662,4.054309144,0.021719593,1.86E-05,84.19495999,0,NaN,20.95,0,0.008,20.75285187,2.563582686,NaN,,6.488074553,5.533351848,0.388828227,NaN,1004.332511,30,101.1954488
Bioreactor 6,1.533333333,NaN,NaN,99.97883425,0,0.892802662,4.205934353,0.02171036,1.94E-05,83.83638935,0,NaN,20.95,0,0.008,20.76332023,2.663016547,NaN,,6.486999989,5.896519369,0.751995749,NaN,996.8157851,30,101.1933286
Bioreactor 6,1.566666667,NaN,NaN,99.91141688,0,0.892802662,4.279442205,0.021718578,2.01E-05,83.62745763,0,NaN,20.95,0,0.008,20.75508664,2.519657484,NaN,,6.488000393,5.372928478,0.228404857,NaN,1001.817262,30,101.1912152
Bioreactor 6,1.6,NaN,NaN,100.0845232,0,0.892802662,4.116181722,0.021703346,2.09E-05,83.26113109,0,NaN,20.95,0,0.008,20.7575065,2.663111456,NaN,,6.487246686,5.896823615,0.752299994,NaN,998.2465978,30,101.1890963
Bioreactor 6,1.633333333,NaN,NaN,100.031344,0,0.892802662,4.077561831,0.024430709,2.17E-05,83.24572299,0,NaN,20.95,0,0.009,20.75454715,2.764039365,NaN,,6.487618952,6.265678696,1.121155075,NaN,999.6188608,29.98999977,101.1869787
Bioreactor 6,1.666666667,NaN,NaN,100.0206936,0,0.892802662,4.151799787,0.024443538,2.25E-05,82.72701774,0,NaN,20.95,0,0.009,20.75692959,2.589514911,NaN,,6.487426446,5.627996661,0.483473041,NaN,999.0697385,30,101.1848624
Bioreactor 6,1.7,NaN,NaN,100.0368759,0,0.892802662,4.144390342,0.024436602,2.33E-05,82.70355003,0,NaN,20.95,0,0.009,20.75699997,2.630725053,NaN,,6.486597096,5.778510343,0.633986723,NaN,1000.014611,30,101.1827451
Bioreactor 6,1.733333333,NaN,NaN,99.9273576,0,0.892802662,4.107622865,0.027149031,2.42E-05,82.43420713,0,NaN,20.95,0,0.01,20.75399971,2.707250631,NaN,,6.487454945,6.05810884,0.913585219,NaN,1001.909545,30.01000023,101.1806284
Bioreactor 6,1.766666667,NaN,NaN,100.0056854,0,0.892802662,4.164114319,0.025766786,2.50E-05,82.24828732,0,NaN,20.95,0,0.009492056,20.75750763,2.563518808,NaN,,6.485984175,5.533088721,0.3885651,NaN,1001.492057,30.01000023,101.1785162
Bioreactor 6,1.8,NaN,NaN,99.81084757,0,0.892802662,4.199415108,0.027154756,2.59E-05,81.87538652,0,NaN,20.95,0,0.01,20.75792069,2.652178502,NaN,,6.485699467,5.856922464,0.712398843,NaN,1001,30.01000023,101.1763992
Bioreactor 6,1.833333333,NaN,NaN,99.99514487,0,0.892802662,4.076349527,0.028271717,2.69E-05,81.61188018,0,NaN,20.95,0,0.010414853,20.76141431,2.584119655,NaN,,6.485414957,5.608290997,0.463767376,NaN,1003,30.01000023,101.1742849
Bioreactor 6,1.866666667,NaN,NaN,100.061383,0,0.892802662,4.209022126,0.028872426,2.78E-05,81.40203086,0,NaN,20.95,0,0.010636564,20.7752726,2.57387949,NaN,,6.484363615,5.570902136,0.426378516,NaN,1000.909694,30,101.1721687
Bioreactor 6,1.9,NaN,NaN,100.0494774,0,0.892802662,4.371436419,0.029867758,2.88E-05,80.72434614,0,NaN,20.95,0,0.011,20.77899933,2.706200253,NaN,,6.484677051,6.05427455,0.90975093,NaN,1000.353788,30.01000023,101.1700545
Bioreactor 6,1.933333333,NaN,NaN,100.1431251,0,0.892802662,3.995805166,0.029871644,2.97E-05,80.68383774,0,NaN,20.95,0,0.011,20.78754222,2.604944468,NaN,,6.48541707,5.684344018,0.539820398,NaN,1001.291517,30.01000023,101.1679414
Bioreactor 6,1.966666667,NaN,NaN,100.1153994,0,0.892802662,4.141651242,0.029860662,3.07E-05,80.18990624,0,NaN,20.95,0,0.011,20.78328822,2.67676479,NaN,,6.482237705,5.946716703,0.802193082,NaN,998.1868587,30,101.1658238
Bioreactor 6,2,NaN,NaN,100.0475982,0,0.892802662,4.231413143,0.030350672,3.18E-05,79.83955598,0,NaN,20.95,0,0.011179923,20.7791795,2.626189933,NaN,,6.484000206,5.762025862,0.617502242,NaN,1000.460231,30,101.163706
Bioreactor 6,2.033333333,NaN,NaN,99.99545668,0,0.892802662,4.232079436,0.032572995,3.28E-05,79.5050752,0,NaN,20.95,0,0.012,20.77899933,2.643516167,NaN,,6.482877273,5.825236359,0.680712739,NaN,999.8769861,30,101.161588
Bioreactor 6,2.066666667,NaN,NaN,100.0044514,0,0.892802662,4.176777553,0.032581686,3.39E-05,79.28429536,0,NaN,20.95,0,0.012,20.78315377,2.660710299,NaN,,6.483000278,5.888128292,0.743604671,NaN,1001.076455,30,101.1594726
Bioreactor 6,2.1,NaN,NaN,100.0339481,0,0.892802662,3.970450555,0.032577009,3.50E-05,78.93699342,0,NaN,20.95,0,0.012,20.78493748,2.549469455,NaN,,6.480093628,5.48191372,0.337390099,NaN,1000.0936,30,101.1573574
Bioreactor 6,2.133333333,NaN,NaN,100.1463334,0,0.892802662,4.206817342,0.035300973,3.62E-05,78.36465741,0,NaN,20.95,0,0.013,20.78498612,2.674542789,NaN,,6.481986609,5.938589573,0.794065952,NaN,999.020609,30,101.1554543
Bioreactor 6,2.166666667,NaN,NaN,100.0416989,0,0.892802662,4.174992157,0.035324809,3.73E-05,78.1658107,0,NaN,20.95,0,0.013,20.77971385,2.658764566,NaN,,6.479123034,5.880942161,0.73641854,NaN,1001.918046,29.98999977,101.1533414
Bioreactor 6,2.2,NaN,NaN,100.0051196,0,0.892802662,4.064064263,0.03803567,3.85E-05,77.83393486,0,NaN,20.95,0,0.014,20.7810995,2.66906189,NaN,,6.480099472,5.918563843,0.774040222,NaN,1000.099413,29.97999954,101.1512205
Bioreactor 6,2.233333333,NaN,NaN,99.94484625,0,0.892802662,4.049712443,0.038037411,3.98E-05,77.56403943,0,NaN,20.95,0,0.014,20.77345618,2.659526767,NaN,,6.480592365,5.883726597,0.739202976,NaN,1000.408023,29.98999977,101.1491042
Bioreactor 6,2.266666667,NaN,NaN,100.0895342,0,0.892802662,4.204438962,0.040279721,4.11E-05,77.0954466,0,NaN,20.95,0,0.014833991,20.76916171,2.750245495,NaN,,6.479668025,6.215272446,1.070748826,NaN,1000.833991,30,101.1469917
Bioreactor 6,2.3,NaN,NaN,100.2625266,0,0.892802662,4.292914622,0.04073643,4.24E-05,76.79693979,0,NaN,20.95,0,0.015,20.76722167,2.607433447,NaN,,6.479778445,5.693434238,0.548910618,NaN,1001,29.98999977,101.1448747
Bioreactor 6,2.333333333,NaN,NaN,100.0111335,0,0.892802662,4.22018541,0.04075044,4.38E-05,76.47004593,0,NaN,20.95,0,0.015,20.76625396,2.646449189,NaN,,6.478251006,5.835949898,0.691426277,NaN,1001.745701,30,101.1427601
Bioreactor 6,2.366666667,NaN,NaN,100.0099277,0,0.892802662,4.081349926,0.040735731,4.51E-05,76.22530045,0,NaN,20.95,0,0.015,20.77488967,2.624832645,NaN,,6.476722888,5.756987603,0.612463983,NaN,1001.335788,30,101.1406495
Bioreactor 6,2.4,NaN,NaN,100.0158681,0,0.892802662,4.204246619,0.043457082,4.66E-05,75.79410497,0,NaN,20.95,0,0.016000001,20.76833482,2.777280515,NaN,,6.477329506,6.314084492,1.169560871,NaN,1000.670707,30.01000023,101.1385301
Bioreactor 6,2.433333333,NaN,NaN,99.98078034,0,0.892802662,4.149850221,0.0434496,4.80E-05,75.1873846,0,NaN,20.95,0,0.016000001,20.77062967,2.600817393,NaN,,6.474740994,5.669270515,0.524746895,NaN,1000.222681,30.01000023,101.1364153
Bioreactor 6,2.466666667,NaN,NaN,99.98629373,0,0.892802662,4.18617521,0.046154996,4.95E-05,75.05337227,0,NaN,20.95,0,0.017000001,20.77576513,2.656751055,NaN,,6.475412081,5.873585701,0.72906208,NaN,1003,30.01000023,101.1343006
Bioreactor 6,2.5,NaN,NaN,100.1922803,0,0.892802662,4.338926278,0.046150982,5.10E-05,74.71962659,0,NaN,20.95,0,0.017000001,20.77032284,2.830267413,NaN,,6.475000381,6.50784994,1.363326319,NaN,1000.66118,30.01000023,101.1321893
Bioreactor 6,2.533333333,NaN,NaN,100.0468851,0,0.892802662,4.240518716,0.047541517,5.26E-05,74.23376291,0,NaN,20.95,0,0.017503047,20.77247775,2.812550389,NaN,,6.475006238,6.443043709,1.298520088,NaN,1001,30,101.1300713
Bioreactor 6,2.566666667,NaN,NaN,99.97041285,0,0.892802662,4.131165776,0.048873505,5.42E-05,73.87602901,0,NaN,20.95,0,0.017999999,20.76799965,2.706954898,NaN,,6.476000309,6.057027817,0.912504196,NaN,999.2800116,30,101.1279574
Bioreactor 6,2.6,NaN,NaN,100.0185349,0,0.892802662,4.098379174,0.048872895,5.58E-05,73.54672059,0,NaN,20.95,0,0.017999999,20.77099991,2.828687796,NaN,,6.473999977,6.502114953,1.357591332,NaN,1001.131384,30,101.1258446
Bioreactor 6,2.633333333,NaN,NaN,99.94933633,0,0.892802662,4.081435069,0.049911168,5.75E-05,73.15417017,0,NaN,20.95,0,0.018379871,20.77038012,2.665987592,NaN,,6.473620133,5.907331467,0.762807846,NaN,999.1396145,30,101.1237268
Bioreactor 6,2.666666667,NaN,NaN,99.91975448,0,0.892802662,4.185588101,0.051607692,5.92E-05,72.72349033,0,NaN,20.95,0,0.018999999,20.76401107,2.673078779,NaN,,6.471664852,5.933240414,0.788716793,NaN,999.9941155,30,101.1216118
Bioreactor 6,2.7,NaN,NaN,100.1641804,0,0.905813966,4.149920404,0.051623832,6.09E-05,72.02422409,0,NaN,20.95,0,0.018999999,20.77153547,2.640170108,NaN,,6.476411027,5.813011646,0.668488026,NaN,1000.116122,30,101.132507
Bioreactor 6,2.733333333,NaN,NaN,100.0226081,0,0.905813966,4.162146454,0.051625124,6.27E-05,71.66535017,0,NaN,20.95,0,0.018999999,20.77622854,2.758918535,NaN,,6.478508662,6.246958434,1.102434814,NaN,1002.525606,30,101.1303893
Bioreactor 6,2.766666667,NaN,NaN,99.98793674,0,0.905813966,3.944437988,0.054329407,6.45E-05,71.08858527,0,NaN,20.95,0,0.02,20.76879422,2.814809547,NaN,,6.477410196,6.451304913,1.306781292,NaN,998.8199785,30,101.1282734
Bioreactor 6,2.8,NaN,NaN,100.0533634,0,0.905813966,4.213485993,0.054328597,6.63E-05,70.87422103,0,NaN,20.95,0,0.02,20.76096792,2.827996307,NaN,,6.477000237,6.499527931,1.355004311,NaN,999.8387317,30,101.1261575
Bioreactor 6,2.833333333,NaN,NaN,100.0873046,0,0.905813966,4.222881225,0.057044225,6.81E-05,70.50323051,0,NaN,20.95,0,0.021,20.76657379,2.824648854,NaN,,6.479000092,6.487295515,1.342771894,NaN,1000.885371,29.97999954,101.1240401
Bioreactor 6,2.866666667,NaN,NaN,99.83552795,0,0.905813966,4.323225279,0.059561499,7.01E-05,70.06032088,0,NaN,20.95,0,0.021924997,20.77777485,2.758494997,NaN,,6.478700103,6.245408535,1.100884914,NaN,1000.150005,29.98999977,101.1219249
Bioreactor 6,2.9,NaN,NaN,100.0338473,0,0.905813966,4.065356456,0.059767378,7.20E-05,69.46133871,0,NaN,20.95,0,0.022,20.78863671,2.754142102,NaN,,6.476021651,6.229541417,1.085017797,NaN,1001.914626,29.99021321,101.1198066
Bioreactor 6,2.933333333,NaN,NaN,100.0136679,0,0.905813966,4.089655778,0.062479409,7.40E-05,69.25955127,0,NaN,20.95,0,0.023,20.77402615,2.840918081,NaN,,6.476948243,6.546785771,1.40226215,NaN,1002.896006,30,101.1179027
Bioreactor 6,2.966666667,NaN,NaN,99.99668811,0,0.905813966,4.036199029,0.062474217,7.61E-05,68.72066261,0,NaN,20.95,0,0.023,20.763269,2.736277533,NaN,,6.475821285,6.164200072,1.019676451,NaN,997.5369843,30,101.115782
Bioreactor 6,3,NaN,NaN,99.84038264,0,0.905813966,3.932183655,0.065175231,7.83E-05,68.25811489,0,NaN,20.95,0,0.024,20.76727418,2.843680969,NaN,,6.474137101,6.556891684,1.412368064,NaN,1000.314659,30,101.1136651
Bioreactor 6,3.033333333,NaN,NaN,99.77257384,0,0.905813966,4.101770547,0.067887496,8.05E-05,67.6834435,0,NaN,20.95,0,0.025,20.77262993,NaN,NaN,,6.475217274,2.827726126,-2.316797495,NaN,1001.825502,30,101.1115468
Bioreactor 6,3.066666667,NaN,NaN,100.0872978,0,0.905813966,4.184992925,0.067878777,8.27E-05,67.08126088,0,NaN,20.95,0,0.025,20.76476486,NaN,NaN,,6.473254983,2.827726126,-2.316797495,NaN,999.0198089,30.01000023,101.1094285
Bioreactor 6,3.1,NaN,NaN,99.85818187,0,0.905813966,4.066381354,0.069820526,8.50E-05,66.42338298,0,NaN,20.95,0,0.025690699,20.80030896,2.874271134,NaN,,6.472309401,6.668802972,1.524279351,NaN,1000.690698,30,101.1073099
Bioreactor 6,3.133333333,NaN,NaN,99.92043317,0,0.905813966,4.189143219,0.070639186,8.73E-05,65.96769619,0,NaN,20.95,0,0.026000001,20.80964257,2.848882121,NaN,,6.473642912,6.010879916,0.866356295,NaN,998.3570912,30,101.1051917
Bioreactor 6,3.166666667,NaN,NaN,99.97267505,0,0.905813966,4.105903535,0.073367375,8.97E-05,65.41762395,0,NaN,20.95,0,0.027000001,20.83509212,NaN,NaN,,6.469246282,2.877737284,-2.266786337,NaN,999.0765999,30,101.103073
Bioreactor 6,3.2,NaN,NaN,99.89508911,0,0.93236248,4.338079643,0.073422827,9.21E-05,64.92247692,0,NaN,20.95,0,0.027000001,20.87680812,2.813480018,NaN,,6.49600029,6.446459653,1.301936033,NaN,1000.931564,30.02000046,101.1275017
Bioreactor 6,3.233333333,NaN,NaN,99.87916093,0,0.93236248,4.265587698,0.073444851,9.46E-05,64.34680045,0,NaN,20.95,0,0.027000001,20.89896514,2.825579383,NaN,,6.49396514,6.490690126,1.346166505,NaN,1001.035051,30.01000023,101.1253809
Bioreactor 6,3.266666667,NaN,NaN,100.0236119,0,0.93236248,4.035505172,0.076207852,9.71E-05,64.05094104,0,NaN,20.95,0,0.028000001,20.92706678,2.873105707,NaN,,6.49456225,6.664518583,1.519994963,NaN,1000.628865,30,101.123261
Bioreactor 6,3.3,NaN,NaN,100.0180708,0,0.93236248,4.013895368,0.078909003,9.96E-05,63.65420875,0,NaN,20.95,0,0.028999999,20.94131422,2.889401217,NaN,,6.493383905,3.663685714,-1.480837906,NaN,1001.465124,29.98999977,101.1211374
Bioreactor 6,3.333333333,NaN,NaN,99.95193661,0,0.93236248,3.89694818,0.078928202,0.000102208,62.95661158,0,NaN,20.95,0,0.028999999,20.95266663,NaN,NaN,,6.492665551,2.897328138,-2.247195482,NaN,999.332669,30,101.1190171
Bioreactor 6,3.366666667,NaN,NaN,100.1033264,0,0.93236248,4.064916492,0.07972977,0.000104868,62.49433,0,NaN,20.95,0,0.029283855,20.95743224,NaN,NaN,,6.490284083,4.762803282,-0.381720339,NaN,1001,30,101.1168948
Bioreactor 6,3.4,NaN,NaN,99.99631249,0,0.93236248,4.098476818,0.082305223,0.000107588,62.06934788,0,NaN,20.95,0,0.030256073,20.88179167,2.822751966,NaN,,6.491000175,6.480354409,1.335830788,NaN,1001.975707,30,101.1147775
Bioreactor 6,3.433333333,NaN,NaN,100.082328,0,0.93236248,3.98615753,0.084353703,0.000110378,61.44907086,0,NaN,20.95,0,0.030999999,20.9307782,NaN,NaN,,6.490221909,2.969630003,-2.174893618,NaN,996.1083868,30,101.1126596
