"Batch ID","Time","Acid flow rate","Acid volume pumped","Air flow","Base flow rate","Base volume pumped","Bioreactor pressure reading","CER - unnormalized","CER - unnormalized, integrated","DO","Feed#1 flow rate","Feed#1 volume pumped","Feed#2 flow rate","Feed#2 volume pumped","Feed#3 flow rate","Feed#3 volume pumped","Feed#4 flow rate","Feed#4 volume pumped","Inlet O2%","O2 flow","Off-gas CO2%","Off-gas O2%","Optical density","OUR - unnormalized","OUR - unnormalized, integrated","pH","Reflectance","Reflectance (baseline subtracted)","RQ","Stir speed","Temperature","Volume"
"Bioreactor 1",0,NaN,NaN,99.884351432394,0,0.724980213999999,2.14683759547067,0,,98.8557027006123,0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,20.95,0,0,20.7200058349504,2.76913363484895,NaN,,6.48899706119087,3.33550072732991,1.13977981630391,NaN,1001,29.8700008392334,99.831283125561
"Bioreactor 1",0.0333333333333333,NaN,NaN,100.03097691887,0,0.724980213999999,2.30691911898024,0,0,96.8767861708853,0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,20.95,0,0,20.7201272613536,2.74937485515402,NaN,,6.48906428426662,3.26326772097234,1.06754680994634,NaN,998.12793693688,29.9302135382843,102.82917193174
"Bioreactor 1",0.0666666666666667,NaN,NaN,99.8983964589326,0,0.724980213999999,2.16628824534336,0,0,95.9047092968225,0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,20.95,0,0,20.7339204211868,2.76415870792991,NaN,,6.49094759631425,3.31731033325195,1.12158942222595,NaN,1001.0262914865,29.9897368502356,102.827269426621
"Bioreactor 1",0.1,NaN,NaN,99.9612133623612,0,0.724980213999999,1.96686773870025,0,0,95.2563325276344,0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,20.95,0,0,20.7337716651107,2.69271564843327,NaN,,6.49000024795532,3.05619321793016,0.860472306904162,NaN,1002.46867131225,30.0100002288818,101.085152691119
"Bioreactor 1",0.133333333333333,NaN,NaN,100.101280640373,0,0.724980213999999,2.21822566402122,0,0,95.2540190887523,0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,20.95,0,0.000882818544652622,20.7268821657093,2.76746671474359,NaN,,6.49264851150542,3.32942093362449,1.13370002259849,NaN,1000.23436299456,30.0300006866455,101.083039995528
"Bioreactor 1",0.166666666666667,NaN,NaN,100.047737526389,0,0.724980213999999,2.31061723801356,0,0,94.6056499062267,0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,20.95,0,0,20.7255279386435,2.63464262111205,NaN,,6.49052772128345,2.84401715260118,0.648296241575174,NaN,999.175837187258,30.0300006866455,101.080921753526
"Bioreactor 1",0.2,NaN,NaN,100.017238459252,0,0.724980213999999,2.35463066642194,0,0,94.3370413804905,0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,20.95,0,0,20.7247774288371,2.69501827853031,NaN,,6.49122323447917,3.06460513396637,0.868884222940378,NaN,1000.33077448574,30.0300006866455,101.07880542021
"Bioreactor 1",0.233333333333333,NaN,NaN,100.018157281128,0,0.724980213999999,2.35266935889402,0,0,93.9930501422276,0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,20.95,0,0,20.7274755726294,2.71954722711478,NaN,,6.49173769401239,3.15425688837186,0.958535977345859,NaN,998.262428005019,30.0200004577637,101.076692287086
"Bioreactor 1",0.266666666666667,NaN,NaN,99.7788721589231,0,0.724980213999999,2.0916358814435,0.00271472047849729,7.4505225533736E-08,93.7076086357826,0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,20.95,0,0.00100000004749745,20.7261470134201,2.69549554026392,NaN,,6.48857370888901,3.06634850158805,0.870627590562042,NaN,998.573357531717,30.0200004577637,101.074581216132
"Bioreactor 1",0.3,NaN,NaN,100.037436826834,0,0.724980213999999,2.1457188748404,0.00271385741024568,1.64968128459217E-07,93.41400360514,0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,20.95,0,0.00100000004749745,20.7219588297839,2.69079420771036,NaN,,6.49000024795532,3.0491694025342,0.853448491508202,NaN,999.277434074355,30.0200004577637,101.072469694093
"Bioreactor 1",0.333333333333333,NaN,NaN,100.059936155666,0,0.724980213999999,2.24998524830393,0.00271378568207163,2.55441114850799E-07,93.2696945081,0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,20.95,0,0.00100000004749745,20.7251226296628,2.74822401613486,NaN,,6.49064638889485,3.25907325491053,1.06335234388453,NaN,1001.64618777474,30.0200004577637,101.070357468252
"Bioreactor 1",0.366666666666667,NaN,NaN,100.071895233571,0,0.724980213999999,2.18107222312468,0.00271437002283237,3.45916304410726E-07,93.2791254047451,0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,20.95,0,0.00100000004749745,20.7276417849132,2.63887865705546,NaN,,6.49041073614529,2.85949703069794,0.66377611967194,NaN,999,30.0100002288818,101.068240467875
"Bioreactor 1",0.4,NaN,NaN,99.968102211472,0,0.724980213999999,2.19016727757807,0.00271460003352577,4.36392280684996E-07,93.274337281502,0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,20.95,0,0.00100000004749745,20.7320681357503,2.75515923653069,NaN,,6.49039848600834,3.28443155640602,1.08871064538002,NaN,1000.26262281123,30.0100002288818,101.066124031785
