,0
0,0.058670992558062046
1,0.05797080371556445
2,0.0914512427560917
3,0.04994133591466095
4,0.03242245971469265
5,0.11518585021270256
6,0.07551508423896444
7,0.08943287378671995
8,0.08705707615332711
9,0.1092269458862496
10,0.07743284911711225
11,0.09001218103477215
12,0.04679654430663591
13,0.042173772051711
14,0.078690353623544
15,0.40194387271798254
16,0.0836263408568486
17,0.045070896427546345
18,0.05223170775526295
19,0.0981003155505202
20,0.047823480697895396
21,0.1028831689846195
22,0.030026005609356102
23,0.1043732720048311
24,0.1305850814818861
25,0.0575635585334758
26,0.03911403223684855
27,0.08587353642390319
28,0.33709680237920114
29,0.06600996444830165
30,0.045482047295341096
31,0.15707530701922598
32,0.0461365831026712
33,0.1247951532780386
34,0.0888625499151158
35,0.07814881903718804
36,0.0956810336635217
37,0.3611553112234893
38,0.08736963080745985
39,0.0750244608852279
40,0.1254317952368275
41,0.0948078877663878
42,0.09341475887936676
43,0.07458972526781946
44,0.07095788402143036
45,0.0473820428324576
46,0.04947931405648545
47,0.0934528916760354
48,0.0950512327473445
49,0.077203892105062
50,0.08401666332236189
51,0.03035891217348825
52,0.08294397077503679
53,0.0633970116210901
54,0.04186616160654265
55,0.3955049534702615
56,0.06809930050045124
57,0.3044358716940454
58,0.05632986060064945
59,0.0807115194100719
60,0.0925050920866187
61,0.0889686230376925
62,0.060766999493774704
63,0.0648580866758603
64,0.3413738672616363
65,0.12545494913083055
66,0.0602255069810661
67,0.08308690471964035
68,0.0444556178666035
69,0.084928652221536
70,0.10255664247137936
71,0.08679416668493856
72,0.0775140813761636
73,0.15054427233877204
74,0.042472524171548
75,0.3328409310689066
76,0.1248479126334473
77,0.095181108261709
78,0.0741705488504329
79,0.11444453347575614
80,0.1166842424884286
81,0.0727333178295374
82,0.03461982191203365
83,0.31295402444282827
84,0.06580420701515596
85,0.0793562961533607
86,0.055573726176135846
87,0.08611780089447879
88,0.0612671873038195
89,0.0898322489442288
90,0.08415402453864095
91,0.08332875113209864
92,0.048831736217867044
93,0.07389692888391515
94,0.07329470919418535
95,0.12588042677016276
96,0.10637797334807605
97,0.1117065751726298
98,0.39902956270405077
99,0.1136694638792691
100,0.1209070185770428
101,0.06530024744756541
102,0.07290941467350005
103,0.11114165534962919
104,0.11995387974300731
105,0.09257183274205785
106,0.05495911927590125
107,0.07936438159964976
108,0.0899295878785705
109,0.14786732774182504
110,0.14327334496711525
111,0.09390675722092914
112,0.06057441704440425
113,0.09812346399376425
114,0.06437242741646751
115,0.08030425087227541
116,0.0703223648452356
117,0.05083232528853445
118,0.1009977272616848
119,0.09909856887458385
120,0.4102129109987628
121,0.0693878269751478
122,0.09228393348774419
123,0.04890778646891795
124,0.10055253493858066
125,0.0688463145029165
126,0.0872241367302716
127,0.0779411025495098
128,0.03247648201618205
129,0.06584345940887851
130,0.10427463449407655
131,0.09975902437476325
132,0.1149051990488549
133,0.1043313508691297
134,0.05118504517772285
135,0.0398860170290304
136,0.39968248117617167
137,0.0815067935983417
138,0.1233979034837715
139,0.02892556874680975
140,0.0995376614087993
141,0.1015341880296454
142,0.06591686149325554
143,0.06699177019086869
144,0.1416790323184702
145,0.0483793633455882
146,0.1340613772171848
147,0.0580964643318807
148,0.054404710771367354
149,0.047740451699005704
150,0.17278319368849165
151,0.09705036859410446
152,0.0525588062810148
153,0.20989918309692857
154,0.1208480352689637
155,0.08176028588822709
156,0.05089339273196805
157,0.1186570910896211
158,0.0976333153399559
159,0.0971797719085352
160,0.0927985360100812
161,0.05997560909680805
162,0.2023942049410432
163,0.06839965561193476
164,0.042504139174983094
165,0.04074385521707415
166,0.06677543688759674
167,0.0428648017659201
168,0.30701976130075115
169,0.09300864971537035
170,0.059644725500493004
171,0.12318896744175126
172,0.06368292489264975
173,0.07502011862677765
174,0.052593173955588
175,0.08180792085164505
176,0.1446530678169764
177,0.1170161065162433
178,0.0850302044199813
179,0.0748697177523404
180,0.07330687060388436
181,0.0883546739747877
182,0.1110393159444431
183,0.08932084939995044
184,0.07412619694389261
185,0.04789043870021945
186,0.1273815236553511
187,0.09780085682785565
188,0.10144493454992864
189,0.0621991795585283
190,0.20350989290654126
191,0.1610713655431063
192,0.12633277347294905
193,0.08045525731493236
194,0.0892131691646562
195,0.13045075306486015
196,0.15883671429779733
197,0.08465648011371349
198,0.08073888250947256
199,0.1055361586936677
200,0.0691848434175073
