Timepoint Sample,Experiment,Parent Culture,Reactor/Plate/Flask Number,Timepoint (#),Timepoint (h),Sample volume (mL),OD,D-glucose [g/L],acetic acid [g/L],citric acid [g/L],ethanol [g/L],formic acid [g/L],lactate [g/L],pyruvic acid [g/L],succinic acid [g/L]
DDB_PD_045_AMBR_R01__S0,DDB_PD_045_AMBR,DDB_PD_045_AMBR_SDT169-001_R01_Main_,R01,S0,0.0,2,0.255,24.411469980652498,0.0,0.0,0.0,0.0,0.0,0.0,0.0
DDB_PD_045_AMBR_R01__S1,DDB_PD_045_AMBR,DDB_PD_045_AMBR_SDT169-001_R01_Main_,R01,S1,9.019164545,4,5.84,18.2223718082846,1.0905696990870202,0.0,0.0,0.0,0.5574165656562831,0.13899078714970098,0.0
DDB_PD_045_AMBR_R01__S2,DDB_PD_045_AMBR,DDB_PD_045_AMBR_SDT169-001_R01_Main_,R01,S2,12.01868068,2,11.9,9.94574927431311,1.98105868885493,0.0,0.0,0.0,0.8308005401692551,0.22941743330662598,0.0
DDB_PD_045_AMBR_R01__S3,DDB_PD_045_AMBR,DDB_PD_045_AMBR_SDT169-001_R01_Main_,R01,S3,16.61137837,2,22.7,0.0,2.93155122013448,0.0,0.0,0.0,0.0,0.0,0.0
DDB_PD_045_AMBR_R01__S4,DDB_PD_045_AMBR,DDB_PD_045_AMBR_SDT169-001_R01_Main_,R01,S4,25.61476442,2,76.75,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.28556811282439704
DDB_PD_045_AMBR_R01__S5,DDB_PD_045_AMBR,DDB_PD_045_AMBR_SDT169-001_R01_Main_,R01,S5,31.61245751,4,133.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.26076328276934396
DDB_PD_045_AMBR_R01__S6,DDB_PD_045_AMBR,DDB_PD_045_AMBR_SDT169-001_R01_Main_,R01,S6,33.61190804,2,153.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.308413912605155
DDB_PD_045_AMBR_R01__S7,DDB_PD_045_AMBR,DDB_PD_045_AMBR_SDT169-001_R01_Main_,R01,S7,36.60896465,2,185.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.205912926942311
DDB_PD_045_AMBR_R01__S8,DDB_PD_045_AMBR,DDB_PD_045_AMBR_SDT169-001_R01_Main_,R01,S8,40.6138364,4,187.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.143523779290928
DDB_PD_045_AMBR_R02__S0,DDB_PD_045_AMBR,DDB_PD_045_AMBR_SDT169-001_R02_Main_,R02,S0,0.0,2,0.255,25.5138307649851,0.0,0.0,0.0,0.0,0.0,0.0,0.0
DDB_PD_045_AMBR_R02__S1,DDB_PD_045_AMBR,DDB_PD_045_AMBR_SDT169-001_R02_Main_,R02,S1,9.038969628,4,5.17,19.765573102796402,1.17000664497209,0.0,0.0,0.0,0.598004810420079,0.0,0.0
DDB_PD_045_AMBR_R02__S2,DDB_PD_045_AMBR,DDB_PD_045_AMBR_SDT169-001_R02_Main_,R02,S2,12.03723489,2,12.6,9.365628807225999,2.02055665088609,0.0,0.0,0.0,0.842897146015899,0.194308136705724,0.0
DDB_PD_045_AMBR_R02__S3,DDB_PD_045_AMBR,DDB_PD_045_AMBR_SDT169-001_R02_Main_,R02,S3,16.40733059,2,23.35,0.0,2.8011354663345402,0.0,0.0,0.0,0.0,0.0,0.0
DDB_PD_045_AMBR_R02__S4,DDB_PD_045_AMBR,DDB_PD_045_AMBR_SDT169-001_R02_Main_,R02,S4,25.40852974,2,73.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.279785043375308
DDB_PD_045_AMBR_R02__S5,DDB_PD_045_AMBR,DDB_PD_045_AMBR_SDT169-001_R02_Main_,R02,S5,31.40855678,4,131.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.267781168188391
DDB_PD_045_AMBR_R02__S6,DDB_PD_045_AMBR,DDB_PD_045_AMBR_SDT169-001_R02_Main_,R02,S6,33.40867476,2,149.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.23077337701567402
DDB_PD_045_AMBR_R02__S7,DDB_PD_045_AMBR,DDB_PD_045_AMBR_SDT169-001_R02_Main_,R02,S7,36.48276714,2,193.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
DDB_PD_045_AMBR_R02__S8,DDB_PD_045_AMBR,DDB_PD_045_AMBR_SDT169-001_R02_Main_,R02,S8,40.40964443,4,201.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.17855416482792702
DDB_PD_045_AMBR_R05__S0,DDB_PD_045_AMBR,DDB_PD_045_AMBR_SDT172-001_R05_Main_,R05,S0,0.0,2,0.231,22.470038213953497,0.0,0.0,0.0,0.0,0.0,0.0,0.0
DDB_PD_045_AMBR_R05__S1,DDB_PD_045_AMBR,DDB_PD_045_AMBR_SDT172-001_R05_Main_,R05,S1,9.036173526,4,4.56,17.124314079771402,0.48294179601633297,0.0,0.0,0.0,0.40321217130652703,0.0,0.0
DDB_PD_045_AMBR_R05__S2,DDB_PD_045_AMBR,DDB_PD_045_AMBR_SDT172-001_R05_Main_,R05,S2,12.03398398,2,13.08,11.0792123297791,1.01759976480248,0.0,0.0,0.0,0.654963883634446,0.118425776320849,0.0
DDB_PD_045_AMBR_R05__S3,DDB_PD_045_AMBR,DDB_PD_045_AMBR_SDT172-001_R05_Main_,R05,S3,15.29990947,2,31.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
DDB_PD_045_AMBR_R05__S4,DDB_PD_045_AMBR,DDB_PD_045_AMBR_SDT172-001_R05_Main_,R05,S4,24.30128521,2,84.65,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.337250698993554
DDB_PD_045_AMBR_R05__S5,DDB_PD_045_AMBR,DDB_PD_045_AMBR_SDT172-001_R05_Main_,R05,S5,30.3394714,4,141.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.39519897992255604
DDB_PD_045_AMBR_R05__S6,DDB_PD_045_AMBR,DDB_PD_045_AMBR_SDT172-001_R05_Main_,R05,S6,32.3018818,2,167.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.324166963396901
DDB_PD_045_AMBR_R05__S7,DDB_PD_045_AMBR,DDB_PD_045_AMBR_SDT172-001_R05_Main_,R05,S7,35.3012536,2,200.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
DDB_PD_045_AMBR_R05__S8,DDB_PD_045_AMBR,DDB_PD_045_AMBR_SDT172-001_R05_Main_,R05,S8,39.333489,4,223.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
DDB_PD_045_AMBR_R06__S0,DDB_PD_045_AMBR,DDB_PD_045_AMBR_SDT172-001_R06_Main_,R06,S0,0.0,2,0.251,20.5272873372476,0.0,0.0,0.0,0.0,0.0,0.0,0.0
DDB_PD_045_AMBR_R06__S1,DDB_PD_045_AMBR,DDB_PD_045_AMBR_SDT172-001_R06_Main_,R06,S1,9.055331389,4,5.01,16.3962035453408,0.48539008311770704,0.0,0.0,0.0,0.385405610368707,0.0,0.0
DDB_PD_045_AMBR_R06__S2,DDB_PD_045_AMBR,DDB_PD_045_AMBR_SDT172-001_R06_Main_,R06,S2,12.05303093,2,13.64,8.58783700243397,0.938381250667782,0.0,0.0,0.0,0.565669720359437,0.0,0.0
DDB_PD_045_AMBR_R06__S3,DDB_PD_045_AMBR,DDB_PD_045_AMBR_SDT172-001_R06_Main_,R06,S3,15.10837282,2,30.8,0.0,0.7978389923692241,0.0,0.0,0.0,0.0,0.0,0.0
DDB_PD_045_AMBR_R06__S4,DDB_PD_045_AMBR,DDB_PD_045_AMBR_SDT172-001_R06_Main_,R06,S4,24.10864354,2,88.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.381590106131764
DDB_PD_045_AMBR_R06__S5,DDB_PD_045_AMBR,DDB_PD_045_AMBR_SDT172-001_R06_Main_,R06,S5,30.1116032,4,137.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.466782122274743
DDB_PD_045_AMBR_R06__S6,DDB_PD_045_AMBR,DDB_PD_045_AMBR_SDT172-001_R06_Main_,R06,S6,32.15130109,2,168.7,0.0,0.205694943047944,0.0,0.0,0.0,0.0,0.0,0.371092663431716
DDB_PD_045_AMBR_R06__S7,DDB_PD_045_AMBR,DDB_PD_045_AMBR_SDT172-001_R06_Main_,R06,S7,35.10974531,2,197.0,0.0,0.245430109542412,0.0,0.0,0.0,0.0,0.0,0.0
DDB_PD_045_AMBR_R06__S8,DDB_PD_045_AMBR,DDB_PD_045_AMBR_SDT172-001_R06_Main_,R06,S8,39.12906837,4,236.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
DDB_PD_045_AMBR_R07__S0,DDB_PD_045_AMBR,DDB_PD_045_AMBR_SDT173-001_R07_Main_,R07,S0,0.0,2,0.228,23.4809431617222,0.0,0.0,0.0,0.0,0.0,0.0,0.0
DDB_PD_045_AMBR_R07__S1,DDB_PD_045_AMBR,DDB_PD_045_AMBR_SDT173-001_R07_Main_,R07,S1,9.052824338999999,4,5.44,18.7727839553468,0.557211473681199,0.0,0.0,0.0,0.5441086631487859,0.0,0.0
DDB_PD_045_AMBR_R07__S2,DDB_PD_045_AMBR,DDB_PD_045_AMBR_SDT173-001_R07_Main_,R07,S2,12.05991712,2,14.74,10.287788534512302,0.984624183267867,0.0,0.241136528117442,0.0,0.7371879622866561,0.135813279979346,0.0
DDB_PD_045_AMBR_R07__S3,DDB_PD_045_AMBR,DDB_PD_045_AMBR_SDT173-001_R07_Main_,R07,S3,14.81575937,2,31.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
DDB_PD_045_AMBR_R07__S4,DDB_PD_045_AMBR,DDB_PD_045_AMBR_SDT173-001_R07_Main_,R07,S4,23.81712881,2,85.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.323551067308781
DDB_PD_045_AMBR_R07__S5,DDB_PD_045_AMBR,DDB_PD_045_AMBR_SDT173-001_R07_Main_,R07,S5,29.83001301,4,147.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
DDB_PD_045_AMBR_R07__S6,DDB_PD_045_AMBR,DDB_PD_045_AMBR_SDT173-001_R07_Main_,R07,S6,31.87179277,2,162.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
DDB_PD_045_AMBR_R07__S7,DDB_PD_045_AMBR,DDB_PD_045_AMBR_SDT173-001_R07_Main_,R07,S7,34.81701792,2,193.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
DDB_PD_045_AMBR_R07__S8,DDB_PD_045_AMBR,DDB_PD_045_AMBR_SDT173-001_R07_Main_,R07,S8,38.84774944,4,230.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
DDB_PD_045_AMBR_R08__S0,DDB_PD_045_AMBR,DDB_PD_045_AMBR_SDT173-001_R08_Main_,R08,S0,0.0,2,0.261,26.3742673602882,0.0,0.0,0.0,0.0,0.0,0.0,0.0
DDB_PD_045_AMBR_R08__S1,DDB_PD_045_AMBR,DDB_PD_045_AMBR_SDT173-001_R08_Main_,R08,S1,9.073573295,4,5.66,21.0534995605026,0.691261631304807,0.0,0.0,0.0,0.603568683608104,0.0,0.0
DDB_PD_045_AMBR_R08__S2,DDB_PD_045_AMBR,DDB_PD_045_AMBR_SDT173-001_R08_Main_,R08,S2,12.07930166,2,16.0,9.16375880888178,1.0691626880708198,0.0,0.242333701639591,0.0,0.767936364146939,0.0513413708112752,0.0
DDB_PD_045_AMBR_R08__S3,DDB_PD_045_AMBR,DDB_PD_045_AMBR_SDT173-001_R08_Main_,R08,S3,14.83513734,2,31.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
DDB_PD_045_AMBR_R08__S4,DDB_PD_045_AMBR,DDB_PD_045_AMBR_SDT173-001_R08_Main_,R08,S4,23.83686464,2,84.25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.360208540517791
DDB_PD_045_AMBR_R08__S5,DDB_PD_045_AMBR,DDB_PD_045_AMBR_SDT173-001_R08_Main_,R08,S5,29.84988994,4,144.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.433811618674203
DDB_PD_045_AMBR_R08__S6,DDB_PD_045_AMBR,DDB_PD_045_AMBR_SDT173-001_R08_Main_,R08,S6,31.89291036,2,154.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
DDB_PD_045_AMBR_R08__S7,DDB_PD_045_AMBR,DDB_PD_045_AMBR_SDT173-001_R08_Main_,R08,S7,34.8366426,2,213.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
DDB_PD_045_AMBR_R08__S8,DDB_PD_045_AMBR,DDB_PD_045_AMBR_SDT173-001_R08_Main_,R08,S8,38.86733837,4,232.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
DDB_PD_045_AMBR_R11__S0,DDB_PD_045_AMBR,DDB_PD_045_AMBR_SDT175-001_R11_Main_,R11,S0,0.0,2,0.275,22.109680042992103,0.0,0.0,0.0,0.0,0.0,0.0,0.0
