Timepoint Sample,Experiment,Parent Culture,Reactor/Plate/Flask Number,Timepoint (#),Timepoint (h),Sample volume (mL),OD,D-glucose [g/L],acetic acid [g/L],citric acid [g/L],ethanol [g/L],formic acid [g/L],lactate [g/L],pyruvic acid [g/L],succinic acid [g/L],co [µg/L],cu [µg/L],fe [µg/L],k [mg/L],mg [mg/L],mn [µg/L],mo [µg/L],na [mg/L],s [mg/L],zn [µg/L]
DDB_PD_066_AMBR_R13__S10,DDB_PD_066_AMBR,DDB_PD_066_AMBR_DDB7-006_R13_Main_,R13,S10,32.46784969,2.0,158.7,0.0,0.1423635900556565,0.5528714839464101,0.0,0.0,0.0,0.0,0.4558550017919965,455.224594,134.5895939,27752.84684,4808.427753,107.7206059,73.9906753,588.9511876,0.0,2049.990789,4074.26139
DDB_PD_066_AMBR_R15__S00,DDB_PD_066_AMBR,DDB_PD_066_AMBR_SDT177-001_R15_Main_,R15,S00,0.0,1.5,0.206,13.2209764774495,0.0,0.9396264585091001,0.0,0.0,0.0,0.0,0.0,493.1757562,459.3467174,40873.34143,5361.975866,26.26914676,356.9789749,796.3364303,32.37082611,2112.510709,5843.041215
DDB_PD_066_AMBR_R15__S01,DDB_PD_066_AMBR,DDB_PD_066_AMBR_SDT177-001_R15_Main_,R15,S01,3.037024273,1.5,0.372,12.92632662749305,0.056289299375938,0.92634925515734,0.0,0.0,0.0,0.0,0.0,497.3340586,469.4283066,41112.78021,5206.239235,0.0,345.6147014,799.0481796,30.93472731,2139.179874,5905.620427
DDB_PD_066_AMBR_R15__S02,DDB_PD_066_AMBR,DDB_PD_066_AMBR_SDT177-001_R15_Main_,R15,S02,6.036281565,1.5,0.846,12.757418872330499,0.1258299982153315,0.944978141068205,0.0,0.0,0.078038537995433,0.0,0.0,494.6500718,465.8590039,40357.00154,5263.057637,0.0,349.1442371,777.6125022,37.67390996,2148.253355,5907.40223
DDB_PD_066_AMBR_R15__S03,DDB_PD_066_AMBR,DDB_PD_066_AMBR_SDT177-001_R15_Main_,R15,S03,9.035269561,3.5,2.85,11.28132049358755,0.283958520558673,0.9733144437989449,0.0,0.32143312025085446,0.4514033527842555,0.0,0.04884436448410975,485.8591241,459.6769506,39976.73779,5106.470453,0.0,307.4101041,784.7214938,36.80423716,2101.130704,5776.467635
DDB_PD_066_AMBR_R15__S04,DDB_PD_066_AMBR,DDB_PD_066_AMBR_SDT177-001_R15_Main_,R15,S04,12.05829886,1.5,7.43,8.460399585463,0.457999088860438,0.9245637528038799,0.14627065987299048,0.49212235641165053,0.9275053096613051,0.2559109148738355,0.10102841114599351,496.6564315,462.4289764,40347.05815,5383.440005,0.0,334.3881108,795.8037921,22.87753464,2186.774743,5908.785469
DDB_PD_066_AMBR_R15__S05,DDB_PD_066_AMBR,DDB_PD_066_AMBR_SDT177-001_R15_Main_,R15,S05,17.227144,1.5,44.6,0.0,0.1303821079371995,0.8974373650705649,0.0,0.0,0.0,0.0,0.1041570831576685,499.9866043,468.5149603,41699.65341,5365.109267,25.56837676,355.2591266,801.3977597,21.12703014,2154.714053,5871.031969
DDB_PD_066_AMBR_R15__S06,DDB_PD_066_AMBR,DDB_PD_066_AMBR_SDT177-001_R15_Main_,R15,S06,20.22871648,1.5,73.4,0.0,0.06355657525076999,0.84686953873094,0.0,0.0,0.0,0.0,0.19744089860397748,483.1418744,459.1249774,41528.59318,5298.566364,0.0,246.4319077,795.2982651,19.23803388,2173.33583,5885.815444
DDB_PD_066_AMBR_R15__S07,DDB_PD_066_AMBR,DDB_PD_066_AMBR_SDT177-001_R15_Main_,R15,S07,23.22702862,1.5,100.4,0.0,0.13108971120965648,0.777485335668225,0.0,0.0,0.0,0.0,0.3097728309239625,503.3495124,468.8638672,41807.89845,5458.994139,0.0,354.7221205,803.5726754,18.66877642,2171.907036,6057.951802
DDB_PD_066_AMBR_R15__S08,DDB_PD_066_AMBR,DDB_PD_066_AMBR_SDT177-001_R15_Main_,R15,S08,26.22672374,1.5,122.5,0.0,0.16078643503983603,0.729981334505455,0.0,0.0,0.0,0.0,0.45691308562247795,457.6817707,95.45013604,24468.18215,5023.32508,38.9322401,86.67418718,604.5007402,0.0,2128.61289,4135.681463
DDB_PD_066_AMBR_R15__S09,DDB_PD_066_AMBR,DDB_PD_066_AMBR_SDT177-001_R15_Main_,R15,S09,29.22977606,1.5,135.1,0.0,0.0,0.6731547710278251,0.0,0.0,0.0,0.0,0.451149114595766,439.9923193,235.297967,27467.10183,4819.630423,102.9629476,87.78653952,592.0861235,0.0,2101.315902,4190.909196
DDB_PD_066_AMBR_R15__S10,DDB_PD_066_AMBR,DDB_PD_066_AMBR_SDT177-001_R15_Main_,R15,S10,32.23290551,2.0,152.2,0.0,0.0,0.587786324591405,0.0,0.0,0.0,0.0,0.47851708726104697,455.4623511,224.8000941,25827.10631,4949.952096,58.11024265,90.66148628,603.2114619,0.0,2128.295452,4328.292883
DDB_PD_066_AMBR_R16__S00,DDB_PD_066_AMBR,DDB_PD_066_AMBR_SDT177-001_R16_Main_,R16,S00,0.0,1.5,0.23,13.277862657619298,0.0,0.9471021528385749,0.0,0.0,0.0,0.0,0.0,505.7227677,478.0247693,41744.2756,5451.497486,27.91864714,365.1097564,802.9544602,18.40441786,2183.496142,5986.010033
DDB_PD_066_AMBR_R16__S01,DDB_PD_066_AMBR,DDB_PD_066_AMBR_SDT177-001_R16_Main_,R16,S01,3.056729753,1.5,0.422,13.03857273001265,0.070411105229181,0.9417749542257701,0.0,0.0,0.0,0.0,0.0,487.5925837,463.346149,39325.204,5334.821054,0.0,294.1880147,798.8340363,20.12906113,2186.987008,5822.974846
DDB_PD_066_AMBR_R16__S02,DDB_PD_066_AMBR,DDB_PD_066_AMBR_SDT177-001_R16_Main_,R16,S02,6.055954557000001,1.5,0.91,12.558945903847201,0.127089162394302,0.94207325387085,0.0,0.0,0.1037327155969675,0.0,0.0,493.5865176,463.2499952,41568.67858,5281.360045,19.75391492,354.5643542,793.1081973,18.68036333,2170.910106,5985.242272
DDB_PD_066_AMBR_R16__S03,DDB_PD_066_AMBR,DDB_PD_066_AMBR_SDT177-001_R16_Main_,R16,S03,9.054954165,3.5,3.15,11.17563687318925,0.28885564518755247,0.9829371847964099,0.0,0.18513122541490348,0.48529353302723,0.1451088164150015,0.0,476.7148472,464.8583517,40126.41242,5226.689706,0.0,249.0440399,796.379243,18.79574373,2143.085372,5826.146728
DDB_PD_066_AMBR_R16__S04,DDB_PD_066_AMBR,DDB_PD_066_AMBR_SDT177-001_R16_Main_,R16,S04,12.07801405,1.5,8.07,8.25161549083555,0.437139579052992,0.9292829589526901,0.09942506182611299,0.47270864863440754,0.949963003480945,0.3364715046090745,0.1019299559952915,500.4375819,469.8673785,41517.32972,5237.960174,24.14911793,371.2708575,799.6341886,23.69626938,2184.128917,5979.770794
DDB_PD_066_AMBR_R16__S05,DDB_PD_066_AMBR,DDB_PD_066_AMBR_SDT177-001_R16_Main_,R16,S05,16.93522524,1.5,44.5,0.0,0.230375264665912,0.89601620974763,0.0,0.0,0.0,0.0,0.099801308028315,488.335692,462.8297573,40870.90111,5280.090714,0.0,330.0785067,771.1920645,20.27916041,2111.974131,5831.285536
DDB_PD_066_AMBR_R16__S06,DDB_PD_066_AMBR,DDB_PD_066_AMBR_SDT177-001_R16_Main_,R16,S06,19.94067749,1.5,76.8,0.0,0.0566863968004075,0.84120916930504,0.0,0.0,0.0,0.0,0.20615350535285099,499.1774124,460.9756524,40653.98182,5329.844796,0.0,360.5791086,791.2914095,30.64836553,2170.956065,5945.568104
DDB_PD_066_AMBR_R16__S07,DDB_PD_066_AMBR,DDB_PD_066_AMBR_SDT177-001_R16_Main_,R16,S07,22.94019098,1.5,98.5,0.0,0.0,0.7712612060420949,0.0,0.0,0.0,0.0,0.3115032894011015,497.4696659,472.9029471,42192.86858,5468.418137,0.0,314.929509,809.5575679,31.37092086,2241.166833,5956.54452
DDB_PD_066_AMBR_R16__S08,DDB_PD_066_AMBR,DDB_PD_066_AMBR_SDT177-001_R16_Main_,R16,S08,25.94007115,1.5,125.8,0.0,0.17168931569776802,0.714017289991295,0.0,0.0,0.0,0.0,0.44710084491782903,455.5838531,98.25862645,24123.26569,4839.719302,39.9972335,71.47208637,599.8657095,0.0,2077.03471,4161.396733
DDB_PD_066_AMBR_R16__S09,DDB_PD_066_AMBR,DDB_PD_066_AMBR_SDT177-001_R16_Main_,R16,S09,28.94028648,1.5,141.7,0.0,0.160366252903779,0.663435300581235,0.0,0.0,0.0,0.0,0.518279962331475,448.9920922,100.2366997,25673.804,4960.480272,73.76023179,66.22970168,580.006421,0.0,2100.779043,4080.461785
DDB_PD_066_AMBR_R16__S10,DDB_PD_066_AMBR,DDB_PD_066_AMBR_SDT177-001_R16_Main_,R16,S10,31.93880119,2.0,167.4,0.0,0.152814555611764,0.59607157580449,0.0,0.0,0.0,0.0,0.543610932979355,448.9722428,92.34778492,21378.03676,5172.90943,36.65599951,64.75754497,216.7109169,0.0,2172.240227,3655.490663
DDB_PD_066_AMBR_R17__S00,DDB_PD_066_AMBR,DDB_PD_066_AMBR_SDT178-001_R17_Main_,R17,S00,0.0,1.5,0.224,13.45367260564415,0.0,0.9601638350646351,0.0,0.0,0.0,0.0,0.0,495.9555649,456.470957,41245.31808,5351.972884,0.0,334.8545846,787.6945558,0.0,2186.179962,5886.340759
DDB_PD_066_AMBR_R17__S01,DDB_PD_066_AMBR,DDB_PD_066_AMBR_SDT178-001_R17_Main_,R17,S01,3.076939141,1.5,0.412,13.17100033218005,0.083583645456049,0.9509645390119801,0.0,0.0,0.0,0.0,0.0,498.3644507,466.65272,41716.92795,5508.807919,28.77965574,379.3044203,791.3348812,0.0,2194.648344,5850.534067
DDB_PD_066_AMBR_R17__S02,DDB_PD_066_AMBR,DDB_PD_066_AMBR_SDT178-001_R17_Main_,R17,S02,6.076126444,1.5,1.04,12.0098547048868,0.1571166858454405,0.938139060275255,0.0,0.0,0.166849713618333,0.2232720506717045,0.0,447.0404324,429.5956017,37835.85731,5264.9601,0.0,223.2001199,739.3729485,0.0,2223.856182,5372.749627
DDB_PD_066_AMBR_R17__S03,DDB_PD_066_AMBR,DDB_PD_066_AMBR_SDT178-001_R17_Main_,R17,S03,9.075075991,3.5,2.82,10.294505552516,0.263619764296207,0.9391974135679549,0.0,0.0,0.755737855441435,0.465189851409844,0.0,491.6244289,458.7915697,40564.33686,5174.253365,0.0,348.7600472,774.6502137,0.0,2181.955877,5812.210653
DDB_PD_066_AMBR_R17__S04,DDB_PD_066_AMBR,DDB_PD_066_AMBR_SDT178-001_R17_Main_,R17,S04,12.09829262,1.5,6.5,8.24952947525035,0.50843828565032,0.9395152649979099,0.1210964062745,0.0,1.2516012130499448,0.28518755992585954,0.11624708898570149,494.1557133,455.5570542,41257.81813,5536.886289,32.94283163,367.5676465,783.9161069,0.0,2191.690018,5820.014174
DDB_PD_066_AMBR_R17__S05,DDB_PD_066_AMBR,DDB_PD_066_AMBR_SDT178-001_R17_Main_,R17,S05,20.9942311,1.5,36.6,0.0,0.0,0.9721480621440249,0.0,0.0,0.0,0.0,0.0790237820892075,482.1464609,454.1765674,41523.69145,5470.653777,0.0,317.8719212,809.5496944,0.0,2193.528441,5982.142168
DDB_PD_066_AMBR_R17__S06,DDB_PD_066_AMBR,DDB_PD_066_AMBR_SDT178-001_R17_Main_,R17,S06,23.99617146,1.5,70.7,0.0,0.0572826927656635,0.9384263303864,0.0,0.0,0.0,0.0,0.219872737948624,488.4641544,456.4224608,40996.61223,5449.703868,26.87035734,357.5406825,793.5130678,0.0,2202.041052,5815.188027
DDB_PD_066_AMBR_R17__S07,DDB_PD_066_AMBR,DDB_PD_066_AMBR_SDT178-001_R17_Main_,R17,S07,26.99556761,1.5,96.5,0.0,0.0989065532445065,0.90860729974255,0.0,0.0,0.0,0.0,0.3576043008524355,485.4673962,462.1080286,40957.35834,5379.873481,0.0,257.5063061,782.0506802,0.0,2184.227457,5803.744226
DDB_PD_066_AMBR_R17__S08,DDB_PD_066_AMBR,DDB_PD_066_AMBR_SDT178-001_R17_Main_,R17,S08,29.99388362,1.5,130.2,0.0,0.12457914032966699,0.8985548772179199,0.0,0.0,0.0,0.0,0.4656412275145525,455.4266084,82.02617694,22018.2951,5004.445686,38.09536934,70.28772985,210.5322421,0.0,2062.96904,3663.666412
DDB_PD_066_AMBR_R17__S09,DDB_PD_066_AMBR,DDB_PD_066_AMBR_SDT178-001_R17_Main_,R17,S09,32.99639746,1.5,151.6,0.0,0.135165085419237,0.80984135304857,0.0,0.0,0.0,0.0,0.4614898056866115,464.4198694,154.9571792,21383.23655,4822.861116,0.0,86.42475433,494.1030095,0.0,2024.126728,4101.284888
DDB_PD_066_AMBR_R17__S10,DDB_PD_066_AMBR,DDB_PD_066_AMBR_SDT178-001_R17_Main_,R17,S10,35.99494851,2.0,181.3,0.0,0.1366644104159545,0.74491267732905,0.0,0.0,0.0,0.0,0.524814534970905,448.6298942,252.0268684,24030.18783,4821.60159,65.92037523,78.52815625,577.4636566,0.0,1944.782428,4023.552445
DDB_PD_066_AMBR_R18__S00,DDB_PD_066_AMBR,DDB_PD_066_AMBR_SDT178-001_R18_Main_,R18,S00,0.0,1.5,0.244,13.0694204591309,0.0,0.9316591750631199,0.0,0.0,0.0,0.0,0.0,465.5041629,436.9438081,36910.69788,5344.318703,27.36263477,332.1672574,726.6190593,18.82216583,2203.541262,5537.973339
DDB_PD_066_AMBR_R18__S01,DDB_PD_066_AMBR,DDB_PD_066_AMBR_SDT178-001_R18_Main_,R18,S01,3.107690488,1.5,0.368,12.989372615012249,0.0693492446721925,0.93433693514837,0.0,0.0,0.0,0.0,0.0,484.2508712,445.7833361,40295.05674,5445.374063,0.0,337.9726545,772.7240067,18.47759358,2226.262269,5798.918084
DDB_PD_066_AMBR_R18__S02,DDB_PD_066_AMBR,DDB_PD_066_AMBR_SDT178-001_R18_Main_,R18,S02,6.096859636,1.5,0.938,12.192541197499448,0.145167833453592,0.93448695351576,0.0,0.0,0.09989515943427049,0.0,0.0,488.5116469,454.7616671,40871.48268,5470.938512,16.80173773,362.6867706,789.3980452,27.75308717,2282.058779,5871.970103
DDB_PD_066_AMBR_R18__S03,DDB_PD_066_AMBR,DDB_PD_066_AMBR_SDT178-001_R18_Main_,R18,S03,9.105838454,3.5,2.57,10.6025127398848,0.2858078503309215,0.9267488312847599,0.0,0.0,0.514335565067975,0.2809399273596615,0.0451159297707141,483.5533056,443.9459414,40340.51065,5388.69724,0.0,310.2006005,769.4582999,25.47237506,2212.476256,5753.3489
DDB_PD_066_AMBR_R18__S04,DDB_PD_066_AMBR,DDB_PD_066_AMBR_SDT178-001_R18_Main_,R18,S04,12.11902548,1.5,6.14,8.30482177342165,0.514893076402665,0.93277891749951,0.16001632260222848,0.38362446870040345,1.2099655083575849,0.288318416239744,0.10763081864336549,477.7732796,403.0229761,39807.79156,5569.514254,20.77802424,325.4809888,765.781019,0.0,2306.097834,5711.079374
DDB_PD_066_AMBR_R18__S05,DDB_PD_066_AMBR,DDB_PD_066_AMBR_SDT178-001_R18_Main_,R18,S05,20.5440914,1.5,36.2,0.0,0.0,0.95429121717565,0.0,0.0,0.0,0.0,0.1224874250536475,492.2960148,454.3288336,41327.52489,5442.570814,48.85789035,364.3796037,780.4923669,0.0,2262.990941,5878.418782
DDB_PD_066_AMBR_R18__S06,DDB_PD_066_AMBR,DDB_PD_066_AMBR_SDT178-001_R18_Main_,R18,S06,23.51387358,1.5,72.2,0.0,0.04496231139869225,0.9305717157951849,0.0,0.0,0.0,0.0,0.2483176966466935,479.1893527,411.4598601,41085.71941,5381.544395,19.50656432,270.7111941,770.358119,0.0,2228.930068,5768.092187
DDB_PD_066_AMBR_R18__S07,DDB_PD_066_AMBR,DDB_PD_066_AMBR_SDT178-001_R18_Main_,R18,S07,26.54573783,1.5,102.2,0.0,0.09052477183587701,0.910031288721075,0.0,0.0,0.0,0.0,0.37090785740135446,492.2273304,427.5037051,41304.52079,5540.70332,28.04005755,364.2320458,780.3878811,0.0,2318.479902,5872.172847
DDB_PD_066_AMBR_R18__S08,DDB_PD_066_AMBR,DDB_PD_066_AMBR_SDT178-001_R18_Main_,R18,S08,29.50706213,1.5,126.7,0.0,0.129632408040283,0.870112622946455,0.0,0.0,0.0,0.0,0.485524814919078,434.3450469,128.3531577,22993.55744,4462.031227,102.6439406,45.65524887,511.4515153,0.0,1964.909167,3480.54816
DDB_PD_066_AMBR_R18__S09,DDB_PD_066_AMBR,DDB_PD_066_AMBR_SDT178-001_R18_Main_,R18,S09,32.60731701,1.5,154.3,0.0,0.158166782631391,0.813967510690415,0.0,0.0,0.0,0.0,0.552243430745455,,,,,,,,,,
DDB_PD_066_AMBR_R18__S10,DDB_PD_066_AMBR,DDB_PD_066_AMBR_SDT178-001_R18_Main_,R18,S10,35.50786879,2.0,184.2,0.0,0.1507737070656275,0.72713261540938,0.0,0.0,0.0,0.0,0.58302921317066,435.612556,127.5144356,22625.23715,4542.767486,105.9995233,45.56842753,506.8496152,0.0,1982.663966,3436.176465
DDB_PD_066_AMBR_R19__S00,DDB_PD_066_AMBR,DDB_PD_066_AMBR_SDT179-001_R19_Main_,R19,S00,0.0,1.5,0.24,13.0792378957135,0.0,0.929984651517005,0.0,0.0,0.0,0.0,0.0,485.3901896,397.5785829,40786.84784,5401.652114,49.5826776,349.9456477,763.0564837,0.0,2207.151072,5767.951208
DDB_PD_066_AMBR_R19__S01,DDB_PD_066_AMBR,DDB_PD_066_AMBR_SDT179-001_R19_Main_,R19,S01,3.12789352,1.5,0.426,13.087564307266,0.0,0.94334688975362,0.0,0.0,0.0,0.0,0.0,478.3550502,345.2059378,40114.66334,5500.370792,19.18826745,314.9863185,756.1159733,0.0,2291.024714,5768.96722
DDB_PD_066_AMBR_R19__S02,DDB_PD_066_AMBR,DDB_PD_066_AMBR_SDT179-001_R19_Main_,R19,S02,6.117022717999999,1.5,1.016,12.1553207285136,0.125805939045661,0.949523354188925,0.0,0.0,0.239019810082048,0.0,0.0,491.9316851,414.1856989,41237.36936,5315.068159,45.72687769,359.6132527,788.8054088,0.0,2232.490755,5836.851823
DDB_PD_066_AMBR_R19__S03,DDB_PD_066_AMBR,DDB_PD_066_AMBR_SDT179-001_R19_Main_,R19,S03,9.126042426,3.5,2.77,10.524601169112252,0.22219981609323597,0.936563398116675,0.0,0.234319159004734,0.69248179559077,0.3681217158505885,0.0,467.5340583,420.6092277,40371.99076,5527.188444,16.2478009,256.1380698,766.038725,0.0,2209.12118,5728.51311
DDB_PD_066_AMBR_R19__S04,DDB_PD_066_AMBR,DDB_PD_066_AMBR_SDT179-001_R19_Main_,R19,S04,12.13920915,1.5,7.25,8.0941782274997,0.4293022593588145,0.926287171595235,0.0,0.38948147203954847,1.244821031936465,0.20131543465569052,0.093921550186682,483.8103688,418.7991108,40690.07985,5446.52659,40.03163154,353.6369516,773.0171787,0.0,2173.138998,5771.221371
DDB_PD_066_AMBR_R19__S05,DDB_PD_066_AMBR,DDB_PD_066_AMBR_SDT179-001_R19_Main_,R19,S05,17.33732633,1.5,38.7,0.0,0.231822339186349,0.874615847187885,0.0,0.0,0.0,0.0,0.1037172159899215,485.0810722,427.0830443,40666.36702,5519.803622,15.77413772,349.3084113,763.8714093,0.0,2229.761427,5822.881918
DDB_PD_066_AMBR_R19__S06,DDB_PD_066_AMBR,DDB_PD_066_AMBR_SDT179-001_R19_Main_,R19,S06,20.3386523,1.5,68.2,0.0,0.050209113292073504,0.8129621952785849,0.0,0.0,0.0,0.0,0.1896939507103505,481.9581565,362.2146949,40631.03653,5607.438166,32.38231721,364.6288773,779.2292146,25.9133613,2248.744038,5809.129637
DDB_PD_066_AMBR_R19__S07,DDB_PD_066_AMBR,DDB_PD_066_AMBR_SDT179-001_R19_Main_,R19,S07,23.33724928,1.5,92.4,0.0,0.10645334341547799,0.751124303747325,0.0,0.0,0.0,0.0,0.372187350214559,483.1264093,381.58485,41116.0017,5720.765755,34.26376429,319.8517684,771.7835115,25.51391875,2291.019723,5854.980538
DDB_PD_066_AMBR_R19__S08,DDB_PD_066_AMBR,DDB_PD_066_AMBR_SDT179-001_R19_Main_,R19,S08,26.33693231,1.5,116.2,0.0,0.137632179819044,0.708992075198275,0.0,0.0,0.0,0.0,0.465089811912158,442.9941179,138.0440084,21246.8568,4493.403839,41.73204495,65.89698268,516.3156799,0.0,1919.505741,3501.531005
DDB_PD_066_AMBR_R19__S09,DDB_PD_066_AMBR,DDB_PD_066_AMBR_SDT179-001_R19_Main_,R19,S09,29.33975559,1.5,133.4,0.0,0.1346797037659545,0.6472043769673851,0.0,0.0,0.0,0.0,0.42137082082299154,441.2827466,221.5523705,23724.94622,4442.391953,110.7321912,51.7803952,524.0225394,0.0,1965.401964,3718.038248
DDB_PD_066_AMBR_R19__S10,DDB_PD_066_AMBR,DDB_PD_066_AMBR_SDT179-001_R19_Main_,R19,S10,32.34313176,2.0,156.4,0.0,0.126729002356807,0.57495634531003,0.0,0.0,0.0,0.0,0.34165642844637645,435.4467996,236.4431939,22192.58706,4528.196027,64.09825687,68.88407561,511.9524682,0.0,2017.802728,3686.183614
DDB_PD_066_AMBR_R20__S00,DDB_PD_066_AMBR,DDB_PD_066_AMBR_SDT179-001_R20_Main_,R20,S00,0.0,1.5,0.252,13.142691491278049,0.0,0.9358494446928,0.0,0.0,0.0,0.0,0.0,479.0254655,315.3144034,38608.91423,5401.040454,33.05610004,283.7308203,744.8733431,0.0,2167.41126,5711.060132
DDB_PD_066_AMBR_R20__S01,DDB_PD_066_AMBR,DDB_PD_066_AMBR_SDT179-001_R20_Main_,R20,S01,3.14896496,1.5,0.408,12.9617350462884,0.0,0.9361778352134251,0.0,0.0,0.0,0.0,0.0,486.5047688,387.6984518,40929.89524,5343.106601,48.56002273,355.2917394,762.6011015,0.0,2146.885686,5803.255418
DDB_PD_066_AMBR_R20__S02,DDB_PD_066_AMBR,DDB_PD_066_AMBR_SDT179-001_R20_Main_,R20,S02,6.138045345,1.5,0.95,12.515730237722899,0.11322569654211001,0.933544669177625,0.0,0.0,0.1362260609605415,0.0,0.0,480.404005,278.1130375,40253.60809,5292.479887,38.49063647,278.6638257,748.7061877,0.0,2217.15646,5759.555342
DDB_PD_066_AMBR_R20__S03,DDB_PD_066_AMBR,DDB_PD_066_AMBR_SDT179-001_R20_Main_,R20,S03,9.147174825,3.5,2.42,10.8466302862613,0.236836726540717,0.9330168306654401,0.0,0.0,0.517817058227495,0.0,0.0,472.4367679,253.901974,39408.16655,5347.119911,37.68569149,272.6555385,736.7595414,0.0,2119.585235,5605.142348
DDB_PD_066_AMBR_R20__S04,DDB_PD_066_AMBR,DDB_PD_066_AMBR_SDT179-001_R20_Main_,R20,S04,12.1602462,1.5,6.13,8.50489294925255,0.44093018132365047,0.928289873996655,0.12184062563770749,0.4144231594684305,1.22300406363423,0.262319134078758,0.088183269099396,479.2315125,215.3414759,40069.45959,5272.00885,47.88107854,242.0323076,771.7484901,0.0,2138.575758,5730.93621
DDB_PD_066_AMBR_R20__S05,DDB_PD_066_AMBR,DDB_PD_066_AMBR_SDT179-001_R20_Main_,R20,S05,18.22606934,1.5,40.1,0.0,0.204070367285531,0.8802094243691599,0.0,0.0,0.0,0.0,0.10932078407840701,482.2639713,202.5585255,40444.4715,5339.772442,35.82784398,281.1601371,751.6297639,0.0,2144.850724,5669.744471
