Timepoint Sample,Experiment,Parent Culture,Reactor/Plate/Flask Number,Timepoint (#),Timepoint (h),Sample volume (mL),OD,D-glucose [g/L],acetic acid [g/L],citric acid [g/L],ethanol [g/L],formic acid [g/L],lactate [g/L],pyruvic acid [g/L],succinic acid [g/L],co [µg/L],cu [µg/L],fe [µg/L],k [mg/L],mg [mg/L],mn [µg/L],mo [µg/L],na [mg/L],s [mg/L],zn [µg/L]
DDB_PD_066_AMBR_R20__S06,DDB_PD_066_AMBR,DDB_PD_066_AMBR_SDT179-001_R20_Main_,R20,S06,21.22725108,1.5,65.6,0.0,0.055334851560447505,0.8271220712772449,0.0,0.0,0.0,0.0,0.182758576688441,486.3430358,246.519864,40602.79461,5249.932696,43.21726511,244.8637635,768.147706,0.0,2168.136105,5750.892032
DDB_PD_066_AMBR_R20__S07,DDB_PD_066_AMBR,DDB_PD_066_AMBR_SDT179-001_R20_Main_,R20,S07,24.22895183,1.5,91.8,0.0,0.110058627158923,0.74331499982109,0.0,0.0,0.0,0.0,0.301080772215082,481.2042027,311.3717142,40297.83457,5323.948302,39.91632815,289.7585229,761.7375692,0.0,2186.881583,5748.644512
DDB_PD_066_AMBR_R20__S08,DDB_PD_066_AMBR,DDB_PD_066_AMBR_SDT179-001_R20_Main_,R20,S08,27.22361299,1.5,113.0,0.0,0.1143013079092895,0.69584716664552,0.0,0.0,0.0,0.0,0.46935132075431046,430.2777074,76.33302097,20653.54765,4434.943858,46.08283475,51.62722045,508.0813243,0.0,1931.153486,3488.961836
DDB_PD_066_AMBR_R20__S09,DDB_PD_066_AMBR,DDB_PD_066_AMBR_SDT179-001_R20_Main_,R20,S09,30.22689459,1.5,133.4,0.0,0.1210769531453615,0.637812663609975,0.0,0.0,0.0,0.0,0.40184537773731954,430.4426666,70.08244284,21736.77838,4337.934425,75.80422579,42.20857603,509.2651449,0.0,1925.912008,3442.630329
DDB_PD_066_AMBR_R20__S10,DDB_PD_066_AMBR,DDB_PD_066_AMBR_SDT179-001_R20_Main_,R20,S10,33.22601877,2.0,160.1,0.0,0.0,0.5709314563004599,0.0,0.0,0.0,0.0,0.27108221683149647,416.1619877,80.91798963,17904.68272,4341.064945,38.78004221,42.61012714,166.3822429,0.0,1879.357327,2927.384899
DDB_PD_066_AMBR_R21__S00,DDB_PD_066_AMBR,DDB_PD_066_AMBR_SDT180-001_R21_Main_,R21,S00,0.0,1.5,0.28,13.148592484876549,0.0,0.93708659840107,0.0,0.0,0.0,0.0,0.0,479.5834635,233.9536512,39978.85975,5413.715489,46.65692852,330.6969357,756.6630535,0.0,2185.50704,5670.210532
DDB_PD_066_AMBR_R21__S01,DDB_PD_066_AMBR,DDB_PD_066_AMBR_SDT180-001_R21_Main_,R21,S01,3.168975227,1.5,0.552,13.00778127070825,0.0,0.93409786031952,0.0,0.0,0.0,0.0,0.0,482.8745423,246.0825923,40962.94152,5205.017751,24.6644745,337.3424374,760.7935331,0.0,2112.227954,5805.241087
DDB_PD_066_AMBR_R21__S02,DDB_PD_066_AMBR,DDB_PD_066_AMBR_SDT180-001_R21_Main_,R21,S02,6.157991823,1.5,1.064,13.11973536036245,0.0,0.97418036481683,0.0,0.12618429859706498,0.076807866069541,0.0,0.0,472.2543008,134.6319461,39568.26013,5423.332469,31.99955067,281.5191756,743.7494945,18.7788455,2149.662832,5653.504965
DDB_PD_066_AMBR_R21__S03,DDB_PD_066_AMBR,DDB_PD_066_AMBR_SDT180-001_R21_Main_,R21,S03,9.167218966,3.5,2.38,11.3624241933374,0.151960774320619,0.92806855096097,0.0,0.2495418402013485,0.261844310661674,0.0,0.03778125918029325,476.2216025,164.0150801,40338.46001,5358.343537,42.64111085,253.013243,774.6690612,19.44624263,2145.679739,5719.337745
DDB_PD_066_AMBR_R21__S04,DDB_PD_066_AMBR,DDB_PD_066_AMBR_SDT180-001_R21_Main_,R21,S04,12.1802732,1.5,4.87,9.6889258319073,0.20188577148001452,0.9296187446179099,0.0,0.3976386179336375,0.64999550485478,0.28594447422054853,0.0,480.6908512,183.8342567,38689.55999,5267.792129,30.18044585,293.3190445,708.1100995,0.0,2142.156383,5256.794106
DDB_PD_066_AMBR_R21__S05,DDB_PD_066_AMBR,DDB_PD_066_AMBR_SDT180-001_R21_Main_,R21,S05,19.53057747,1.5,39.8,0.0,0.0,0.837246222322515,0.0,0.0,0.0,0.0,0.0367618458797039,465.5762602,204.4102925,34600.10759,5330.664291,22.14160743,259.3630141,719.533939,0.0,2064.48189,5234.521626
DDB_PD_066_AMBR_R21__S06,DDB_PD_066_AMBR,DDB_PD_066_AMBR_SDT180-001_R21_Main_,R21,S06,22.53283318,1.5,58.3,0.0,0.0,0.72762534906467,0.0,0.0,0.0,0.0,0.06223448364763699,496.5483107,175.4087084,39263.95282,5313.5338,28.63631213,301.5189654,713.5262331,0.0,2144.132918,5353.857917
DDB_PD_066_AMBR_R21__S07,DDB_PD_066_AMBR,DDB_PD_066_AMBR_SDT180-001_R21_Main_,R21,S07,25.53205019,1.5,99.0,0.0,0.0,0.6737947287075451,0.0,0.0,0.0,0.0,0.1017002821104605,491.5729547,156.8103886,39689.1566,5430.005444,27.52592375,312.5645903,697.7265755,0.0,2267.086863,5354.330616
DDB_PD_066_AMBR_R21__S08,DDB_PD_066_AMBR,DDB_PD_066_AMBR_SDT180-001_R21_Main_,R21,S08,28.53137633,1.5,115.0,0.0,0.0,0.6518002819429549,0.0,0.0,0.0,0.0,0.12861970898588548,412.3231409,74.48295779,18291.46885,4379.223125,42.37900429,45.76747763,165.3561083,0.0,1862.150623,2969.938036
DDB_PD_066_AMBR_R21__S09,DDB_PD_066_AMBR,DDB_PD_066_AMBR_SDT180-001_R21_Main_,R21,S09,31.53043343,1.5,153.4,0.0,0.0,0.561637206598295,0.0,0.0,0.0,0.0,0.11625369215850151,421.2039324,133.6119891,18097.83467,4727.412683,14.07236398,73.07651734,344.1447984,0.0,1972.950476,3165.832808
DDB_PD_066_AMBR_R21__S10,DDB_PD_066_AMBR,DDB_PD_066_AMBR_SDT180-001_R21_Main_,R21,S10,34.53118602,2.0,178.6,0.0,0.0,0.4244546281645725,0.0,0.0,0.0,0.0,0.0,429.1329346,193.0281108,20884.49527,4487.548837,87.99277168,54.98520368,386.4523766,0.0,1946.40297,3242.137287
DDB_PD_066_AMBR_R22__S00,DDB_PD_066_AMBR,DDB_PD_066_AMBR_SDT180-001_R22_Main_,R22,S00,0.0,1.5,0.3,13.2465199451755,0.0,0.944741225065175,0.0,0.0,0.0,0.0,0.0,489.123897,244.5892462,35375.21021,5263.392394,14.97550532,236.3295247,747.2391176,0.0,2110.666998,5483.385205
DDB_PD_066_AMBR_R22__S01,DDB_PD_066_AMBR,DDB_PD_066_AMBR_SDT180-001_R22_Main_,R22,S01,3.190007437,1.5,0.56,12.957509976057299,0.0,0.92897020257302,0.0,0.0,0.0,0.0,0.0,477.8222604,155.759221,35044.37761,5184.134638,10.85654809,248.3822513,737.9545262,0.0,2105.413172,5309.463876
DDB_PD_066_AMBR_R22__S02,DDB_PD_066_AMBR,DDB_PD_066_AMBR_SDT180-001_R22_Main_,R22,S02,6.17906726,1.5,0.972,13.112065897583449,0.0,0.96194724687577,0.0,0.0,0.0,0.0,0.0,486.6674092,183.3406836,37734.44026,4990.591789,23.51758489,283.9943059,717.7221248,0.0,2071.147549,5287.120245
DDB_PD_066_AMBR_R22__S03,DDB_PD_066_AMBR,DDB_PD_066_AMBR_SDT180-001_R22_Main_,R22,S03,9.188242832,3.5,2.2,11.893174936686199,0.147538618786581,0.93149499342584,0.0,0.2297811876142625,0.1770045241530185,0.0,0.03971361020523935,479.131782,173.9316521,38670.17916,5051.170116,28.89664046,283.3972761,725.9757863,0.0,2038.419622,5318.968786
DDB_PD_066_AMBR_R22__S04,DDB_PD_066_AMBR,DDB_PD_066_AMBR_SDT180-001_R22_Main_,R22,S04,12.20141062,1.5,4.51,9.9789623979179,0.2283376931954605,0.91233519486215,0.13185657790087202,0.427293528263912,0.47405398440752855,0.0,0.0753371737807525,487.5340125,178.6833496,39484.39317,5252.04587,29.11276142,284.6740814,698.3513953,0.0,2103.976782,5435.986576
DDB_PD_066_AMBR_R22__S05,DDB_PD_066_AMBR,DDB_PD_066_AMBR_SDT180-001_R22_Main_,R22,S05,19.9080344,1.5,38.6,0.0,0.0,0.834300029955345,0.0,0.0,0.0,0.0,0.036661243524616145,495.6622404,165.0122126,39144.85653,5301.438009,30.63239659,288.3216403,681.0812501,0.0,2121.144962,5406.572667
DDB_PD_066_AMBR_R22__S06,DDB_PD_066_AMBR,DDB_PD_066_AMBR_SDT180-001_R22_Main_,R22,S06,22.90867723,1.5,65.1,0.0,0.0,0.8038154615740201,0.0,0.0,0.0,0.0,0.078984571141323,493.7332963,189.1949696,33566.94004,5302.265393,0.0,213.1216953,694.5667776,18.99524201,2146.838194,5285.766105
DDB_PD_066_AMBR_R22__S07,DDB_PD_066_AMBR,DDB_PD_066_AMBR_SDT180-001_R22_Main_,R22,S07,25.90875048,1.5,96.1,0.0,0.0,0.731852075170695,0.0,0.0,0.0,0.0,0.1047754550465105,501.6267676,170.7727478,39965.12902,5050.954422,30.3638766,325.1286033,759.5011727,0.0,2110.752062,5408.030385
DDB_PD_066_AMBR_R22__S08,DDB_PD_066_AMBR,DDB_PD_066_AMBR_SDT180-001_R22_Main_,R22,S08,28.90880497,1.5,120.3,0.0,0.0,0.738290866521915,0.0,0.0,0.0,0.0,0.127108075260151,418.2842064,115.3830308,18740.37342,3986.000139,109.1222965,28.5881082,419.501916,0.0,1845.781667,2786.992523
DDB_PD_066_AMBR_R22__S09,DDB_PD_066_AMBR,DDB_PD_066_AMBR_SDT180-001_R22_Main_,R22,S09,31.90745762,1.5,147.2,0.0,0.0,0.6283024855658149,0.0,0.0,0.0,0.0,0.0,320.1917784,20.91732921,16110.05197,3357.290912,253.3518558,112.3318069,352.1837271,0.0,1735.312594,1884.398933
DDB_PD_066_AMBR_R22__S10,DDB_PD_066_AMBR,DDB_PD_066_AMBR_SDT180-001_R22_Main_,R22,S10,34.90861738,2.0,176.5,0.0,0.0,0.51970143992266,0.0,0.2713788503406095,0.0,0.0,0.0869865671610985,416.9404196,96.50228967,18571.15857,4084.901842,133.7366824,33.31746691,410.3445016,0.0,1816.645915,2634.63016
DDB_PD_066_AMBR_R23__S00,DDB_PD_066_AMBR,DDB_PD_066_AMBR_SDT189-001_R23_Main_,R23,S00,0.0,1.5,0.212,13.120944490468549,0.0,0.935041515857695,0.0,0.0,0.0,0.0,0.0,483.5733449,148.3875666,37142.70915,5175.29664,54.19767435,205.1653909,730.4811543,0.0,2061.166041,5167.994882
DDB_PD_066_AMBR_R23__S01,DDB_PD_066_AMBR,DDB_PD_066_AMBR_SDT189-001_R23_Main_,R23,S01,3.210566213,1.5,0.458,13.02177825004035,0.0639908684155,0.939447249206755,0.0,0.0,0.0,0.0,0.0,451.2668048,226.1377918,29817.10546,5035.697026,34.68037412,159.5576379,672.7301757,0.0,1990.080635,4749.547939
DDB_PD_066_AMBR_R23__S02,DDB_PD_066_AMBR,DDB_PD_066_AMBR_SDT189-001_R23_Main_,R23,S02,6.199648358999999,1.5,1.008,12.1581322235072,0.146769868220239,0.954663665939085,0.0,0.0,0.19801979702887149,0.0,0.0,476.3212393,140.5070254,34629.8632,5241.238471,51.48227218,205.3978034,722.9398617,0.0,2044.875125,5087.573835
DDB_PD_066_AMBR_R23__S03,DDB_PD_066_AMBR,DDB_PD_066_AMBR_SDT189-001_R23_Main_,R23,S03,9.208819681,3.5,3.05,10.005556591361351,0.3028328262469115,0.9242476905647851,0.1374967959451785,0.4672809670439365,0.717528737659095,0.35929959680660495,0.053438297361609,477.371849,136.4869977,33437.94691,5110.987095,36.56050007,212.5190179,652.910308,0.0,2053.886296,5015.910837
DDB_PD_066_AMBR_R23__S04,DDB_PD_066_AMBR,DDB_PD_066_AMBR_SDT189-001_R23_Main_,R23,S04,12.22195719,1.5,7.68,7.06995840464005,0.637046657208325,0.93538064782586,0.20080367825800552,0.816899109684535,1.2935649641878,0.3023047157251985,0.102366033647077,471.2420651,271.6280748,34499.20466,5136.386374,52.69058649,207.474567,719.6592996,0.0,2043.644735,5116.74641
DDB_PD_066_AMBR_R23__S05,DDB_PD_066_AMBR,DDB_PD_066_AMBR_SDT189-001_R23_Main_,R23,S05,17.06298801,1.5,37.4,0.0,0.43063474842257304,0.82798741029835,0.0,0.0,0.0,0.0,0.086486033494555,471.516805,254.2536181,34203.61995,5259.261965,51.67936663,237.1469216,702.6115641,0.0,2118.1701,5152.569159
DDB_PD_066_AMBR_R23__S06,DDB_PD_066_AMBR,DDB_PD_066_AMBR_SDT189-001_R23_Main_,R23,S06,20.06493564,1.5,68.8,0.0,0.0,0.83572478975888,0.0,0.0,0.0,0.0,0.2331583848547225,484.5309579,128.5705548,33930.75548,5157.870919,37.32974018,201.8750889,686.5291858,0.0,2109.186402,5137.908197
DDB_PD_066_AMBR_R23__S07,DDB_PD_066_AMBR,DDB_PD_066_AMBR_SDT189-001_R23_Main_,R23,S07,23.06318574,1.5,92.6,0.0,0.10115871701642,0.7529422950209851,0.0,0.0,0.0,0.0,0.34074594610737147,487.9565985,122.8112592,36790.4638,5457.146026,55.16398275,203.6862426,711.7106008,0.0,2158.300908,5118.222601
DDB_PD_066_AMBR_R23__S08,DDB_PD_066_AMBR,DDB_PD_066_AMBR_SDT189-001_R23_Main_,R23,S08,26.06323891,1.5,110.8,0.0,0.177335412141276,0.7349051634166449,0.0,0.0,0.0,0.0,0.42172786228028847,413.4074405,124.8879744,17881.91006,3961.610193,54.93592575,68.61134889,419.4506042,0.0,1843.04661,2637.731476
DDB_PD_066_AMBR_R23__S09,DDB_PD_066_AMBR,DDB_PD_066_AMBR_SDT189-001_R23_Main_,R23,S09,29.06564281,1.5,127.6,0.0,0.1624216068150005,0.649206337666235,0.0,0.0,0.0,0.0,0.3382129847324825,410.74687,221.4067158,19388.75272,3955.306375,120.6902248,33.93439179,419.2744011,0.0,1820.200638,2877.375282
DDB_PD_066_AMBR_R23__S10,DDB_PD_066_AMBR,DDB_PD_066_AMBR_SDT189-001_R23_Main_,R23,S10,32.0692915,2.0,150.1,0.0,0.1921637823984865,0.536251646202645,0.0,0.0,0.0,0.0,0.4429635509291825,417.1193242,211.940912,19465.40058,4094.746041,90.51585591,52.9423625,434.7635826,0.0,1894.871995,2917.442308
DDB_PD_066_AMBR_R24__S00,DDB_PD_066_AMBR,DDB_PD_066_AMBR_SDT189-001_R24_Main_,R24,S00,0.0,1.5,0.246,13.0140360211151,0.0,0.927152377483085,0.0,0.0,0.0,0.0,0.0,461.1863315,185.1558003,33425.98544,5156.805249,48.30597732,217.7229117,575.9867854,0.0,1981.097568,4870.807888
DDB_PD_066_AMBR_R24__S01,DDB_PD_066_AMBR,DDB_PD_066_AMBR_SDT189-001_R24_Main_,R24,S01,3.231827766,1.5,0.476,13.210094516161298,0.0,0.9547977562160399,0.0,0.0,0.0,0.0,0.0,496.9818323,166.8441138,35809.79367,5147.93932,50.81133352,231.9428556,576.4665689,0.0,2079.366982,5184.739053
DDB_PD_066_AMBR_R24__S02,DDB_PD_066_AMBR,DDB_PD_066_AMBR_SDT189-001_R24_Main_,R24,S02,6.220886519,1.5,0.986,12.4089378703236,0.14399717340305898,0.96478546139558,0.0,0.0,0.1725172667098085,0.0,0.0,469.068964,118.0350845,29934.21377,5227.798936,0.0,148.1269929,507.7588148,0.0,2078.359019,4909.888123
DDB_PD_066_AMBR_R24__S03,DDB_PD_066_AMBR,DDB_PD_066_AMBR_SDT189-001_R24_Main_,R24,S03,9.230079631,3.5,3.11,10.08846698142605,0.2947400040062175,0.93276206157492,0.12463144824973449,0.292917430452208,0.65439472479562,0.25420333827111796,0.0,486.5207849,195.4376559,34930.05186,5184.647549,55.92419603,215.7212653,720.9790206,0.0,2061.487168,5073.753459
DDB_PD_066_AMBR_R24__S04,DDB_PD_066_AMBR,DDB_PD_066_AMBR_SDT189-001_R24_Main_,R24,S04,12.24317339,1.5,7.33,7.57049238147915,0.5692682204218,0.935179338723905,0.1609534877262675,0.56185192091928,1.28262099236992,0.24638737290319498,0.0866715621297095,477.4105519,153.1546327,32479.14319,4986.74172,76.15691328,122.3984351,691.2025461,0.0,2029.15571,4805.08169
DDB_PD_066_AMBR_R24__S05,DDB_PD_066_AMBR,DDB_PD_066_AMBR_SDT189-001_R24_Main_,R24,S05,17.473645,1.5,38.6,0.0,0.154979198450543,0.881315656610995,0.0,0.0,0.0,0.0,0.0,434.9601724,205.8006482,25887.22361,4594.376176,29.74370573,120.2267416,600.3594392,0.0,1840.617893,4250.003287
DDB_PD_066_AMBR_R24__S06,DDB_PD_066_AMBR,DDB_PD_066_AMBR_SDT189-001_R24_Main_,R24,S06,20.51206413,1.5,67.8,0.0,0.053666335379293995,0.83620757670493,0.0,0.0,0.0,0.0,0.2168613630194195,478.7019571,161.9878264,32466.76046,4880.543698,75.45723664,122.3604813,681.5971414,0.0,1970.375975,4744.91795
DDB_PD_066_AMBR_R24__S07,DDB_PD_066_AMBR,DDB_PD_066_AMBR_SDT189-001_R24_Main_,R24,S07,23.46448741,1.5,91.4,0.0,0.0935952022295785,0.7346015019411,0.0,0.0,0.0,0.0,0.3673186033398515,474.2328882,219.1174549,30288.1546,5087.024125,73.19301395,146.8128503,679.3455638,0.0,2137.329663,4668.732346
DDB_PD_066_AMBR_R24__S08,DDB_PD_066_AMBR,DDB_PD_066_AMBR_SDT189-001_R24_Main_,R24,S08,26.5139133,1.5,107.3,0.0,0.1365255272227855,0.69935218542378,0.0,0.0,0.0,0.0,0.395153910452703,414.563806,66.97961538,17564.78938,4058.172873,54.97468718,41.50307104,409.1890417,0.0,1889.818549,2705.943415
DDB_PD_066_AMBR_R24__S09,DDB_PD_066_AMBR,DDB_PD_066_AMBR_SDT189-001_R24_Main_,R24,S09,29.47514017,1.5,126.0,0.0,0.128050244256227,0.63772963183323,0.0,0.0,0.0,0.0,0.352594368509096,414.1196216,72.87385386,18041.91111,3993.193558,81.46460363,32.30526777,414.4553618,0.0,1838.096025,2601.751427
DDB_PD_066_AMBR_R24__S10,DDB_PD_066_AMBR,DDB_PD_066_AMBR_SDT189-001_R24_Main_,R24,S10,32.46874158,2.0,149.7,0.0,0.11549731006884299,0.54519264801741,0.0,0.0,0.0,0.0,0.3727913093946015,403.9068095,81.01436365,14582.24579,4163.04883,33.35759117,27.09179961,158.3367817,0.0,1862.691976,2130.237543
