Timepoint Sample,Experiment,Parent Culture,Reactor/Plate/Flask Number,Timepoint (#),Timepoint (h),Sample volume (mL),OD,D-glucose [g/L],acetic acid [g/L],citric acid [g/L],ethanol [g/L],formic acid [g/L],lactate [g/L],pyruvic acid [g/L],succinic acid [g/L],co [µg/L],cu [µg/L],fe [µg/L],k [mg/L],mg [mg/L],mn [µg/L],mo [µg/L],na [mg/L],s [mg/L],zn [µg/L]
DDB_PD_060_AMBR_R08__S04,DDB_PD_060_AMBR,DDB_PD_060_AMBR_DDB35-001_R08_Main_,R08,S04,10.05510657,2,11.83,13.129126406988501,1.63420680042862,0.0,0.0,0.0,2.3562643230112,0.450163208133999,0.30445515594163497,119.5609708,50.14226494,3256.538067,5087.638654,28.49606391,0.0,177.3198479,67.86920966,2281.696919,5064.809964
DDB_PD_060_AMBR_R08__S05,DDB_PD_060_AMBR,DDB_PD_060_AMBR_DDB35-001_R08_Main_,R08,S05,12.06100683,2,25.3895,0.0,2.20657125651387,0.0,1.2047571019719001,0.0,1.88267841476538,0.22189703598528202,0.30354334478655,128.9238371,29.92031592,3766.236339,5068.274806,30.29032829,0.0,149.3136189,66.48034233,2475.55329,5025.009661
DDB_PD_060_AMBR_R08__S06,DDB_PD_060_AMBR,DDB_PD_060_AMBR_DDB35-001_R08_Main_,R08,S06,13.14269599,2,28.325,0.0,0.597707480756716,0.0,0.970053659953516,0.0,0.0,0.0,0.0,124.2054093,37.51415627,2843.559669,4838.839803,21.83692043,24.05030771,131.5491819,0.0,2210.433078,4219.605191
DDB_PD_060_AMBR_R08__S07,DDB_PD_060_AMBR,DDB_PD_060_AMBR_DDB35-001_R08_Main_,R08,S07,16.14573003,2,51.925,0.0,0.0,0.0,0.998694287844128,0.0,0.0,0.0,0.26304112107829297,126.7588588,14.5458585,4930.718393,4782.020863,25.87494177,6.994935736,151.6937457,0.0,2296.226534,4166.282972
DDB_PD_060_AMBR_R08__S08,DDB_PD_060_AMBR,DDB_PD_060_AMBR_DDB35-001_R08_Main_,R08,S08,19.14529748,2,75.075,0.0,0.0,0.0,0.959461777656287,0.0,0.0,0.0,0.407635986726041,133.5654137,12.0253229,8971.885458,4317.464969,32.80201941,5.079898058,159.9754543,0.0,2037.223427,3992.638555
DDB_PD_060_AMBR_R08__S09,DDB_PD_060_AMBR,DDB_PD_060_AMBR_DDB35-001_R08_Main_,R08,S09,22.14463645,2,114.3,0.0,0.0,0.0,1.09084443584006,0.0,0.0,0.0,0.432695232271133,150.0720428,11.63206117,6882.545286,5072.663318,36.4868026,4.48097484,156.7588478,166.6781164,2527.511485,3660.805691
DDB_PD_060_AMBR_R08__S10,DDB_PD_060_AMBR,DDB_PD_060_AMBR_DDB35-001_R08_Main_,R08,S10,25.14403407,2,136.0,0.0,0.0,0.0,1.10496427678178,0.0,0.0,0.0,0.0,156.305868,0.0,5631.56656,4293.323132,23.26711185,3.316333572,126.9662561,68.24155854,2099.040689,3006.886715
DDB_PD_060_AMBR_R08__S11,DDB_PD_060_AMBR,DDB_PD_060_AMBR_DDB35-001_R08_Main_,R08,S11,28.14514165,2,176.4,0.0,0.0,0.0,1.4456034424731001,0.0,0.0,0.0,0.0,172.0945751,0.0,5282.161535,3776.835914,29.77618803,6.904865413,110.1263626,0.0,1999.065656,2259.661065
DDB_PD_060_AMBR_R08__S12,DDB_PD_060_AMBR,DDB_PD_060_AMBR_DDB35-001_R08_Main_,R08,S12,31.14565861,2,218.3,0.0,0.0,0.0,1.72693593698681,0.0,0.0,0.0,0.0,205.6447308,0.0,4982.334269,3641.645985,28.96204247,43.05467702,90.61106028,0.0,2145.191853,2510.901712
DDB_PD_060_AMBR_R08__S13,DDB_PD_060_AMBR,DDB_PD_060_AMBR_DDB35-001_R08_Main_,R08,S13,34.14556674,2,227.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.401576300263379,178.6699452,0.0,2538.090044,2554.970711,57.00314126,36.13052563,45.42353558,0.0,1508.047771,568.3616078
DDB_PD_060_AMBR_R08__S14,DDB_PD_060_AMBR,DDB_PD_060_AMBR_DDB35-001_R08_Main_,R08,S14,37.14601959,2,243.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,196.6221604,0.0,705.7400855,2243.417825,156.441842,28.20642775,35.96789981,0.0,1470.28716,106.1137295
DDB_PD_060_AMBR_R09__S01,DDB_PD_060_AMBR,DDB_PD_060_AMBR_DDB35-001_R09_Main_,R09,S01,0.0,2,0.23,27.7952181206538,0.0,2.0063317074989,0.0,0.0,0.0,0.0,0.0,138.01078,156.8871514,8675.092249,6296.397042,63.00231706,105.3370595,223.0247903,143.3097464,2793.121425,176.139865
DDB_PD_060_AMBR_R09__S02,DDB_PD_060_AMBR,DDB_PD_060_AMBR_DDB35-001_R09_Main_,R09,S02,4.080700982,2,1.213,25.6809094006304,0.303602861088709,1.95629196928674,0.0,0.0,0.0,0.577857948337305,0.0,135.81138,150.4738464,8505.167721,5280.398411,59.86990128,104.6760453,212.4307419,77.76996163,2282.282011,191.8687912
DDB_PD_060_AMBR_R09__S03,DDB_PD_060_AMBR,DDB_PD_060_AMBR_DDB35-001_R09_Main_,R09,S03,8.085670342,2,4.865,19.1769713447013,0.883939393122662,1.95945290983948,0.0,0.0,1.18017610369415,0.569241482816954,0.0,133.5892459,124.9650185,8179.218223,5287.743446,56.13665678,82.07638224,207.0948348,67.59707234,2295.919187,123.8452928
DDB_PD_060_AMBR_R09__S04,DDB_PD_060_AMBR,DDB_PD_060_AMBR_DDB35-001_R09_Main_,R09,S04,10.07459796,2,10.74,13.8685961626695,1.44589777507663,2.01666060900921,0.0,0.0,2.12823328915161,0.40545584505918997,0.233844908487142,138.1175897,81.62464328,8014.497963,5213.40239,49.52210694,32.92318927,203.4075044,69.58555874,2168.364822,62.55029063
DDB_PD_060_AMBR_R09__S05,DDB_PD_060_AMBR,DDB_PD_060_AMBR_DDB35-001_R09_Main_,R09,S05,12.08169322,2,21.2386,0.0,2.0596856160305297,2.26851452749926,1.09113422649562,0.0,2.61931790110021,0.244390196837132,0.339013283921395,141.4432696,36.18334136,7609.551959,5171.253941,44.91534932,21.56491902,194.3162361,67.59114381,2363.406467,0.0
DDB_PD_060_AMBR_R09__S06,DDB_PD_060_AMBR,DDB_PD_060_AMBR_DDB35-001_R09_Main_,R09,S06,13.53702104,2,26.575,0.0,0.696080022551076,1.9207247343035299,0.862470101899892,0.0,0.0,0.0,0.24353394810940499,125.3049234,41.45871057,6592.545116,4796.46917,35.01037688,80.27992068,183.535242,0.0,2148.312934,0.0
DDB_PD_060_AMBR_R09__S07,DDB_PD_060_AMBR,DDB_PD_060_AMBR_DDB35-001_R09_Main_,R09,S07,16.53958474,2,52.2,0.0,0.0,1.91016247200958,0.93453531745742,0.0,0.0,0.0,0.258569219967573,123.655604,24.86860533,5769.934658,4618.762706,55.82252817,73.87511624,170.6422646,0.0,2119.78451,0.0
DDB_PD_060_AMBR_R09__S08,DDB_PD_060_AMBR,DDB_PD_060_AMBR_DDB35-001_R09_Main_,R09,S08,19.53928964,2,73.075,0.0,0.0,1.73098620631718,0.842669659716087,0.0,0.0,0.0,0.355394082382926,129.5266267,11.0288657,4865.779727,4235.575911,77.37431387,87.73679963,165.8771048,0.0,1931.373493,0.0
DDB_PD_060_AMBR_R09__S09,DDB_PD_060_AMBR,DDB_PD_060_AMBR_DDB35-001_R09_Main_,R09,S09,22.53801185,2,106.1,0.0,0.0,1.7614613631839602,1.17630329976268,0.0,0.0,0.0,0.515487472523272,134.2878312,13.27838796,3533.502015,5133.605453,82.54948442,98.00116378,145.017285,158.0894787,2328.490901,43.453313
DDB_PD_060_AMBR_R09__S10,DDB_PD_060_AMBR,DDB_PD_060_AMBR_DDB35-001_R09_Main_,R09,S10,25.53758461,2,131.65,0.0,0.0,1.5930580942388302,1.19739448247928,0.0,0.0,0.0,0.393916545349445,141.6581424,32.4977559,1827.906368,4349.134171,73.03340562,108.3456465,127.1525736,67.43817253,2174.599496,0.0
DDB_PD_060_AMBR_R09__S11,DDB_PD_060_AMBR,DDB_PD_060_AMBR_DDB35-001_R09_Main_,R09,S11,28.5385312,2,164.1,0.0,0.0,1.4354757476945401,1.42328628431843,0.0,0.0,0.0,0.228889318939964,160.490235,38.05664066,174.7321738,3808.406771,94.20663151,117.4396578,81.66765173,0.0,2136.543615,0.0
DDB_PD_060_AMBR_R09__S12,DDB_PD_060_AMBR,DDB_PD_060_AMBR_DDB35-001_R09_Main_,R09,S12,31.53857925,2,218.0,0.0,0.0,1.18739819035278,1.72594241766995,0.0,0.0,0.0,0.0,191.994286,37.88833226,127.1982413,3810.958324,87.66012543,128.412326,55.79696724,0.0,2110.050421,20.43693488
DDB_PD_060_AMBR_R09__S13,DDB_PD_060_AMBR,DDB_PD_060_AMBR_DDB35-001_R09_Main_,R09,S13,34.53940626,2,200.8,0.0,0.0,1.0230155925778202,0.0,0.0,0.0,0.0,0.451459655881287,156.7844415,0.0,73.47557982,2703.041112,175.287961,73.45101391,30.87690838,0.0,1550.474395,0.0
DDB_PD_060_AMBR_R09__S14,DDB_PD_060_AMBR,DDB_PD_060_AMBR_DDB35-001_R09_Main_,R09,S14,37.54035956,2,244.5,0.0,0.0,0.936148464562127,0.0,0.0,0.0,0.0,0.373157635164577,159.3885206,0.0,64.39019142,2330.209366,200.0013178,39.0398576,28.57578799,0.0,1424.930379,0.0
DDB_PD_060_AMBR_R10__S01,DDB_PD_060_AMBR,DDB_PD_060_AMBR_DDB35-001_R10_Main_,R10,S01,0.0,2,0.285,28.7819867736833,0.0,2.03871688146092,0.0,0.0,0.0,0.0,0.0,476.6689224,470.9496348,31050.6248,6323.361865,63.01252864,376.4361328,764.3054526,166.6751416,2675.13647,543.0258508
DDB_PD_060_AMBR_R10__S02,DDB_PD_060_AMBR,DDB_PD_060_AMBR_DDB35-001_R10_Main_,R10,S02,4.101329038,2,1.281,26.246222990884,0.31562858129795596,1.9652365384789299,0.0,0.0,0.0,0.630680121430761,0.0,474.2975587,456.6310104,30182.732,5323.289711,57.74011977,365.7253489,727.0399036,96.02061205,2313.153347,499.491104
DDB_PD_060_AMBR_R10__S03,DDB_PD_060_AMBR,DDB_PD_060_AMBR_DDB35-001_R10_Main_,R10,S03,8.105135288,2,5.21,19.572665574432598,1.0207730585523,1.9780076948716299,0.0,0.0,1.22201881191458,0.587993498232429,0.0,475.9574356,388.1231131,30078.05692,5144.571115,53.07516611,318.545389,740.9808924,85.08079001,2260.219519,471.9880123
DDB_PD_060_AMBR_R10__S04,DDB_PD_060_AMBR,DDB_PD_060_AMBR_DDB35-001_R10_Main_,R10,S04,10.09406754,2,11.1,13.414756822597699,1.4552016830938699,1.9719975846937299,0.0,0.0,2.14045371913183,0.350309208333256,0.235235044575609,476.9301103,214.395125,29680.19513,5080.884694,48.59596975,144.9973136,736.9965313,86.25775237,2281.543276,429.4329235
DDB_PD_060_AMBR_R10__S05,DDB_PD_060_AMBR,DDB_PD_060_AMBR_DDB35-001_R10_Main_,R10,S05,12.10239096,2,24.1432,0.0,2.20714023359967,2.2602550090852,1.25774140984802,0.0,2.49088416590142,0.263379486217783,0.361429999879492,517.4686315,94.74080033,30984.49221,5232.345719,41.53549118,89.48699514,760.276326,86.39807982,2421.620592,285.6793577
DDB_PD_060_AMBR_R10__S06,DDB_PD_060_AMBR,DDB_PD_060_AMBR_DDB35-001_R10_Main_,R10,S06,13.26331677,2,27.225,0.0,0.731655137590046,1.91663754512631,0.944109036444195,0.0,0.0,0.0,0.206034461783078,463.7311921,136.5221569,27991.49242,4801.226278,32.21693426,325.023259,696.2144747,78.6446983,2232.050137,90.7237128
DDB_PD_060_AMBR_R10__S07,DDB_PD_060_AMBR,DDB_PD_060_AMBR_DDB35-001_R10_Main_,R10,S07,16.26566288,2,51.175,0.0,0.0,1.9273210055672099,1.14180368018688,0.0,0.0,0.0,0.335585078582914,453.9756257,142.31999,26434.84586,4392.277484,53.68431712,246.5278794,677.7253952,70.88796159,2035.905504,0.0
DDB_PD_060_AMBR_R10__S08,DDB_PD_060_AMBR,DDB_PD_060_AMBR_DDB35-001_R10_Main_,R10,S08,19.26610037,2,74.275,0.0,0.0,1.81360941599545,1.0507987177706,0.0,0.0,0.0,0.480562409405231,429.3083203,82.33997484,24356.00174,4239.886173,78.99288784,198.0676015,635.0013091,63.40463058,1988.070346,0.0
DDB_PD_060_AMBR_R10__S09,DDB_PD_060_AMBR,DDB_PD_060_AMBR_DDB35-001_R10_Main_,R10,S09,22.2650816,2,103.65,0.0,0.0,1.76458724472055,1.31241151024861,0.0,0.0,0.0,0.573527581969701,391.5681384,45.44604103,21112.43221,5282.936473,93.06319765,144.727682,594.1200339,170.2583681,2501.219274,0.0
DDB_PD_060_AMBR_R10__S10,DDB_PD_060_AMBR,DDB_PD_060_AMBR_DDB35-001_R10_Main_,R10,S10,25.26456607,2,134.15,0.0,0.0,1.70666433875281,1.36653850105664,0.0,0.0,0.0,0.296021452948967,349.3485233,96.88074978,18038.12886,4343.925471,142.2818636,121.2053955,518.907273,82.29537865,2151.331371,55.83862627
DDB_PD_060_AMBR_R11__S01,DDB_PD_060_AMBR,DDB_PD_060_AMBR_DDB35-001_R11_Main_,R11,S01,0.0,2,0.28,27.895738468967203,0.0,2.01570124912769,0.0,0.0,0.0,0.0,0.0,481.0026488,457.1232587,40423.19661,6553.438628,62.79457806,365.2371156,755.2576343,178.5597538,2457.096745,5849.609542
DDB_PD_060_AMBR_R11__S02,DDB_PD_060_AMBR,DDB_PD_060_AMBR_DDB35-001_R11_Main_,R11,S02,4.121785083,2,1.304,25.3969358787418,0.332430333957269,1.90745826383779,0.0,0.0,0.0,0.517069825734957,0.0,470.3491279,447.9421006,40241.49868,5452.79433,56.33493823,363.9291164,745.534247,96.5907481,2338.617382,5843.70648
DDB_PD_060_AMBR_R11__S03,DDB_PD_060_AMBR,DDB_PD_060_AMBR_DDB35-001_R11_Main_,R11,S03,8.124221892000001,2,4.915,19.2840848018589,0.9298195322249619,1.95456636941968,0.0,0.0,1.14301184482438,0.529711382434491,0.0,467.6995775,385.0040054,39470.63912,5270.394681,53.78160836,301.584245,732.2955355,87.55480317,2252.819995,5738.616274
DDB_PD_060_AMBR_R11__S04,DDB_PD_060_AMBR,DDB_PD_060_AMBR_DDB35-001_R11_Main_,R11,S04,10.11316016,2,10.35,13.684047202740802,1.3640563220911601,1.94166565333869,0.0,0.0,1.8737020519955299,0.363332853037724,0.0,464.4577143,235.4112611,38950.85758,5145.341799,48.24774361,135.2827447,722.9381785,82.90621731,2335.192747,5729.305875
DDB_PD_060_AMBR_R11__S05,DDB_PD_060_AMBR,DDB_PD_060_AMBR_DDB35-001_R11_Main_,R11,S05,12.12274664,2,21.8463,0.0,1.95990194910888,2.0754779337112,1.52874020581163,0.0,2.43772997467084,0.12033750997071299,0.28466088566092,492.9164028,102.9456734,40376.4588,5085.162603,43.13472092,74.70717399,751.501009,83.12979763,2411.473245,5916.526913
DDB_PD_060_AMBR_R11__S06,DDB_PD_060_AMBR,DDB_PD_060_AMBR_DDB35-001_R11_Main_,R11,S06,13.55532176,2,29.125,0.0,0.632681777672129,1.8535999440155801,1.28652617030498,0.0,0.0,0.0,0.187710154197603,456.1983465,128.8955229,37229.35575,4606.044343,30.67134743,293.4758799,690.1586108,70.61064443,2240.222705,5196.738861
DDB_PD_060_AMBR_R11__S07,DDB_PD_060_AMBR,DDB_PD_060_AMBR_DDB35-001_R11_Main_,R11,S07,16.55872246,2,51.6,0.0,0.0,1.9103713871179901,1.3651462084445,0.0,0.0,0.0,0.301063436664404,440.9725743,140.0940472,34820.6234,4457.246515,54.78206879,191.7725848,658.2838638,69.14062572,2190.192541,4827.413504
DDB_PD_060_AMBR_R11__S08,DDB_PD_060_AMBR,DDB_PD_060_AMBR_DDB35-001_R11_Main_,R11,S08,19.55864737,2,72.275,0.0,0.0,1.8491026408157398,1.2822080753711098,0.0,0.0,0.0,0.48666938074264,440.2087013,79.79331132,33048.31665,4336.149497,79.14161958,140.4834223,641.7052573,63.9937597,2083.2786,4551.610261
