Timepoint Sample,Experiment,Parent Culture,Reactor/Plate/Flask Number,Timepoint (#),Timepoint (h),Sample volume (mL),OD,D-glucose [g/L],acetic acid [g/L],citric acid [g/L],ethanol [g/L],formic acid [g/L],lactate [g/L],potassium dihydrogen phosphate [g/L],pyruvic acid [g/L],succinic acid [g/L]
DDB_PD_005_AMBR_R01__S10,DDB_PD_005_AMBR,DDB_PD_005_AMBR_DDB7-002_R01_Main_,R01,S10,29.46748938,1.5,134.5,0.0,0.0,0.10781806553699799,0.0,0.0,0.0,5.486283616421081,0.0,0.0
DDB_PD_005_AMBR_R02__S00,DDB_PD_005_AMBR,DDB_PD_005_AMBR_DDB7-002_R02_Main_,R02,S00,0.053490292,1.0,0.268,28.8788438387214,0.0,0.0,0.0,0.0,0.0,12.716829266410098,0.0,0.0
DDB_PD_005_AMBR_R02__S01,DDB_PD_005_AMBR,DDB_PD_005_AMBR_DDB7-002_R02_Main_,R02,S01,3.064975501,1.0,0.656,21.5522155907103,0.050600779388740705,0.0,0.0,0.0,0.0,9.65488461626957,0.0,0.0
DDB_PD_005_AMBR_R02__S02,DDB_PD_005_AMBR,DDB_PD_005_AMBR_DDB7-002_R02_Main_,R02,S02,6.044697162,2.5,1.86,23.679536510975197,0.0,0.0,0.17531835523103698,0.0,0.0,9.76843526857842,0.0,0.0
DDB_PD_005_AMBR_R02__S03,DDB_PD_005_AMBR,DDB_PD_005_AMBR_DDB7-002_R02_Main_,R02,S03,9.034716422,1.0,5.51,15.8982985542697,0.346797979391483,0.0,0.147276388419388,0.0,0.67204067001585,10.6387114676458,0.112163190231607,0.0
DDB_PD_005_AMBR_R02__S04,DDB_PD_005_AMBR,DDB_PD_005_AMBR_DDB7-002_R02_Main_,R02,S04,12.03745012,1.0,15.02,7.66438719466822,0.87252766810906,0.0,0.233601715027209,0.0,0.0,9.34408088993168,0.184111669045459,0.0
DDB_PD_005_AMBR_R02__S05,DDB_PD_005_AMBR,DDB_PD_005_AMBR_DDB7-002_R02_Main_,R02,S05,14.40881754,1.0,25.66,0.0,0.0,0.0,0.131648132041079,0.0,0.0,10.4751722192408,0.0,0.0
DDB_PD_005_AMBR_R02__S06,DDB_PD_005_AMBR,DDB_PD_005_AMBR_DDB7-002_R02_Main_,R02,S06,17.40941188,1.0,41.3,0.0,0.0,0.0,0.0,0.0,0.0,9.35814114898453,0.0,0.0
DDB_PD_005_AMBR_R02__S07,DDB_PD_005_AMBR,DDB_PD_005_AMBR_DDB7-002_R02_Main_,R02,S07,20.4310254,1.5,59.8,0.0,0.0,0.0862848738818319,0.0,0.0,0.0,10.200387135282101,0.0113223882465985,0.0
DDB_PD_005_AMBR_R02__S08,DDB_PD_005_AMBR,DDB_PD_005_AMBR_DDB7-002_R02_Main_,R02,S08,23.41010332,1.0,74.2,0.101553481385809,0.0,0.08728516030477651,0.0,0.0,0.0,7.83996192703885,0.00916153716530973,0.0
DDB_PD_005_AMBR_R02__S09,DDB_PD_005_AMBR,DDB_PD_005_AMBR_DDB7-002_R02_Main_,R02,S09,26.40958094,1.0,98.3,0.0,0.0,0.0,0.0,0.0,0.0,7.3485316204669004,0.0035096492566917097,0.0
DDB_PD_005_AMBR_R02__S10,DDB_PD_005_AMBR,DDB_PD_005_AMBR_DDB7-002_R02_Main_,R02,S10,29.40938757,1.5,128.2,0.13745304575255402,0.0,0.0,0.0,0.0,0.0,5.798406244349939,0.007277106911778391,0.0
DDB_PD_005_AMBR_R03__S00,DDB_PD_005_AMBR,DDB_PD_005_AMBR_DDB12-001_R03_Main_,R03,S00,0.070743927,1.0,0.268,29.8831005567965,0.0,0.0,0.13614161419609,0.0,0.0,13.2224391796363,0.0,0.0
DDB_PD_005_AMBR_R03__S01,DDB_PD_005_AMBR,DDB_PD_005_AMBR_DDB12-001_R03_Main_,R03,S01,3.082238245,1.0,0.658,24.537922045628,0.0603917065806608,0.0,0.0,0.0,0.0,11.1735863395384,0.0,0.0
DDB_PD_005_AMBR_R03__S02,DDB_PD_005_AMBR,DDB_PD_005_AMBR_DDB12-001_R03_Main_,R03,S02,6.071009012,2.5,1.888,21.0880372695428,0.144236068084542,0.0,0.0,0.0,0.0,10.9300324488675,0.0,0.0
DDB_PD_005_AMBR_R03__S03,DDB_PD_005_AMBR,DDB_PD_005_AMBR_DDB12-001_R03_Main_,R03,S03,9.053241298,1.0,5.61,16.4751533026007,0.339875712797234,0.0,0.0,0.0,0.578550774115983,10.6035711413866,0.124211999096061,0.0
DDB_PD_005_AMBR_R03__S04,DDB_PD_005_AMBR,DDB_PD_005_AMBR_DDB12-001_R03_Main_,R03,S04,12.05588966,1.0,14.78,8.03925066695492,0.887949944619849,0.0,0.0,0.0,1.11912299918174,9.50250590728453,0.17289858440051298,0.0
DDB_PD_005_AMBR_R03__S05,DDB_PD_005_AMBR,DDB_PD_005_AMBR_DDB12-001_R03_Main_,R03,S05,17.49693432,1.0,27.6,0.0,0.0,0.0,0.100288386765265,0.0,0.0,10.4335784875863,0.0,0.0
DDB_PD_005_AMBR_R03__S06,DDB_PD_005_AMBR,DDB_PD_005_AMBR_DDB12-001_R03_Main_,R03,S06,20.5071335,1.0,42.5,0.0,0.0,0.0,0.0,0.0,0.0,9.498955738910539,0.0,0.0
DDB_PD_005_AMBR_R03__S07,DDB_PD_005_AMBR,DDB_PD_005_AMBR_DDB12-001_R03_Main_,R03,S07,23.49723765,1.5,54.575,0.0,0.0,0.07178554964274131,0.0902518918434151,0.0,0.0,8.869755233579049,0.0,0.0
DDB_PD_005_AMBR_R03__S08,DDB_PD_005_AMBR,DDB_PD_005_AMBR_DDB12-001_R03_Main_,R03,S08,26.49608991,1.0,67.4,0.0,0.0,0.0,0.0,0.0,0.0,7.93082369957925,0.0,0.0
DDB_PD_005_AMBR_R03__S09,DDB_PD_005_AMBR,DDB_PD_005_AMBR_DDB12-001_R03_Main_,R03,S09,29.51686097,1.0,94.55,0.0,0.0,0.10567978222341,0.0,0.0,0.0,6.67733682337473,0.0,0.0
DDB_PD_005_AMBR_R03__S10,DDB_PD_005_AMBR,DDB_PD_005_AMBR_DDB12-001_R03_Main_,R03,S10,32.50368428,1.5,121.2,0.0,0.0,0.15437545419398702,0.0,0.0,0.0,5.0775700137095905,0.0,0.0
DDB_PD_005_AMBR_R04__S00,DDB_PD_005_AMBR,DDB_PD_005_AMBR_DDB12-001_R04_Main_,R04,S00,0.08808685,1.0,0.278,30.381372372734102,0.0,0.0,0.0,0.0,0.0,9.55381691443334,0.0,0.0
DDB_PD_005_AMBR_R04__S01,DDB_PD_005_AMBR,DDB_PD_005_AMBR_DDB12-001_R04_Main_,R04,S01,3.099571207,1.0,0.678,25.852263514945,0.0987843313351057,0.0,0.0,0.0,0.0,9.6045409762141,0.0,0.0
DDB_PD_005_AMBR_R04__S02,DDB_PD_005_AMBR,DDB_PD_005_AMBR_DDB12-001_R04_Main_,R04,S02,6.097327816,2.5,1.954,23.187918926951202,0.144108683053506,0.0,0.170575394487969,0.0,0.0,9.76332756772231,0.0,0.0
DDB_PD_005_AMBR_R04__S03,DDB_PD_005_AMBR,DDB_PD_005_AMBR_DDB12-001_R04_Main_,R04,S03,9.07180349,1.0,5.58,17.1559380659308,0.48164465694833797,0.0,0.0,0.0,0.589964063102354,10.2690618970173,0.111593691987414,0.0
DDB_PD_005_AMBR_R04__S04,DDB_PD_005_AMBR,DDB_PD_005_AMBR_DDB12-001_R04_Main_,R04,S04,12.07448184,1.0,14.87,8.6385256272722,0.9768637391213281,0.0,0.0,0.0,1.16201731861423,9.28994072928455,0.234434906165296,0.0
DDB_PD_005_AMBR_R04__S05,DDB_PD_005_AMBR,DDB_PD_005_AMBR_DDB12-001_R04_Main_,R04,S05,14.76977588,1.0,30.08,0.0,0.0,0.0,0.0,0.0,0.0,9.85223241894744,0.0,0.0
DDB_PD_005_AMBR_R04__S06,DDB_PD_005_AMBR,DDB_PD_005_AMBR_DDB12-001_R04_Main_,R04,S06,17.77105667,1.0,44.45,0.298970955856723,0.0,0.0552324634231073,0.0962995969263239,0.0,0.0,9.625881404571391,0.0,0.0
DDB_PD_005_AMBR_R04__S07,DDB_PD_005_AMBR,DDB_PD_005_AMBR_DDB12-001_R04_Main_,R04,S07,20.77059305,1.5,59.75,0.0,0.0,0.0,0.0,0.0,0.0,9.33794006272336,0.008921193181255,0.0
DDB_PD_005_AMBR_R04__S08,DDB_PD_005_AMBR,DDB_PD_005_AMBR_DDB12-001_R04_Main_,R04,S08,23.77027238,1.0,72.8,0.0,0.0,0.0,0.0,0.0,0.0,8.24277215450132,0.0,0.0
DDB_PD_005_AMBR_R04__S09,DDB_PD_005_AMBR,DDB_PD_005_AMBR_DDB12-001_R04_Main_,R04,S09,26.77064311,1.0,98.15,0.0,0.0,0.0790906226359176,0.0,0.0,0.0,6.28026453577303,0.0,0.0
DDB_PD_005_AMBR_R04__S10,DDB_PD_005_AMBR,DDB_PD_005_AMBR_DDB12-001_R04_Main_,R04,S10,29.77539685,1.5,132.3,0.0,0.0,0.0,0.0,0.0,0.0,4.86347428064803,0.0,0.0
DDB_PD_005_AMBR_R05__S00,DDB_PD_005_AMBR,DDB_PD_005_AMBR_DDB15-001_R05_Main_,R05,S00,0.027810555,1.0,0.286,29.269402109159103,0.0,0.0,0.10378108699806901,0.0,0.0,9.5355873114524,0.0,0.0
DDB_PD_005_AMBR_R05__S01,DDB_PD_005_AMBR,DDB_PD_005_AMBR_DDB15-001_R05_Main_,R05,S01,3.019526957,1.0,0.614,22.0004636861109,0.0455811948098105,0.0,0.0,0.0,0.0,9.77969431035072,0.0,0.0
DDB_PD_005_AMBR_R05__S02,DDB_PD_005_AMBR,DDB_PD_005_AMBR_DDB15-001_R05_Main_,R05,S02,6.020387099,2.5,1.792,20.8705146069616,0.130480252509315,0.0,0.130254493031931,0.0,0.0,9.741654667394311,0.0,0.0
DDB_PD_005_AMBR_R05__S03,DDB_PD_005_AMBR,DDB_PD_005_AMBR_DDB15-001_R05_Main_,R05,S03,9.017149868999999,1.0,5.915,16.4367767953625,0.460400671577516,0.0,0.15078916164203598,0.0,0.563669092352842,10.5396462986508,0.14873689783518798,0.0
DDB_PD_005_AMBR_R05__S04,DDB_PD_005_AMBR,DDB_PD_005_AMBR_DDB15-001_R05_Main_,R05,S04,12.02066974,1.0,18.97,5.31091492533501,0.641237670537459,0.0,0.153676804609551,0.0,1.10624670795958,9.02715764095399,0.22001437638849702,0.0
DDB_PD_005_AMBR_R05__S05,DDB_PD_005_AMBR,DDB_PD_005_AMBR_DDB15-001_R05_Main_,R05,S05,13.5476048,1.0,29.3,0.0,0.0,0.035617865786645,0.0,0.0,0.0,9.94303395492637,0.0,0.0
DDB_PD_005_AMBR_R05__S06,DDB_PD_005_AMBR,DDB_PD_005_AMBR_DDB15-001_R05_Main_,R05,S06,16.54752227,1.0,39.9,0.0,0.0,0.0,0.0,0.0,0.0,9.32154380236112,0.0,0.0
DDB_PD_005_AMBR_R05__S07,DDB_PD_005_AMBR,DDB_PD_005_AMBR_DDB15-001_R05_Main_,R05,S07,19.57336267,1.5,60.525,0.0,0.0,0.0,0.0,0.0,0.0,9.06388378113611,0.0113728760808069,0.0
DDB_PD_005_AMBR_R05__S08,DDB_PD_005_AMBR,DDB_PD_005_AMBR_DDB15-001_R05_Main_,R05,S08,22.55900259,1.0,71.4,0.0,0.0,0.0,0.0,0.0,0.0,8.31241972462271,0.010631487556533,0.0
DDB_PD_005_AMBR_R05__S09,DDB_PD_005_AMBR,DDB_PD_005_AMBR_DDB15-001_R05_Main_,R05,S09,25.5477523,1.0,94.15,0.0,0.0,0.0,0.0,0.0,0.0,6.04614087339478,0.0,0.0
DDB_PD_005_AMBR_R05__S10,DDB_PD_005_AMBR,DDB_PD_005_AMBR_DDB15-001_R05_Main_,R05,S10,28.55356193,1.5,130.95,0.0,0.0,0.138406701730658,0.0,0.0,0.0,5.59333945674342,0.00618511030799,0.0
DDB_PD_005_AMBR_R06__S00,DDB_PD_005_AMBR,DDB_PD_005_AMBR_DDB15-001_R06_Main_,R06,S00,0.04610019,1.0,0.268,21.7296853960347,0.0,0.0,0.0,0.0,0.0,9.519747315242451,0.0,0.0
DDB_PD_005_AMBR_R06__S01,DDB_PD_005_AMBR,DDB_PD_005_AMBR_DDB15-001_R06_Main_,R06,S01,3.037803395,1.0,0.628,24.4407741941364,0.0351361116681019,0.0,0.181776122820753,0.0,0.0,11.0451892230282,0.0,0.0
DDB_PD_005_AMBR_R06__S02,DDB_PD_005_AMBR,DDB_PD_005_AMBR_DDB15-001_R06_Main_,R06,S02,6.047805432000001,2.5,1.76,21.2953494243134,0.159853729210307,0.0,0.130111114533048,0.0,0.0,9.9054434358165,0.0,0.0
DDB_PD_005_AMBR_R06__S03,DDB_PD_005_AMBR,DDB_PD_005_AMBR_DDB15-001_R06_Main_,R06,S03,9.035424444,1.0,5.735,17.8188791309998,0.325188333936385,0.0,0.117579833730623,0.0,0.50670942524786,10.4535716463233,0.135298851159556,0.0
DDB_PD_005_AMBR_R06__S04,DDB_PD_005_AMBR,DDB_PD_005_AMBR_DDB15-001_R06_Main_,R06,S04,12.04023384,1.0,17.91,6.73016430506478,0.42889310720652696,0.0,0.15290256071558,0.0,0.0,9.240640379513941,0.256449396002337,0.0
DDB_PD_005_AMBR_R06__S05,DDB_PD_005_AMBR,DDB_PD_005_AMBR_DDB15-001_R06_Main_,R06,S05,13.65050587,1.0,28.48,0.0,0.0,0.036214582978385895,0.0,0.0,0.0,10.0486184206416,0.0,0.0
DDB_PD_005_AMBR_R06__S06,DDB_PD_005_AMBR,DDB_PD_005_AMBR_DDB15-001_R06_Main_,R06,S06,16.65035948,1.0,43.1,0.0,0.0,0.0,0.0,0.0,0.0,9.32886114149059,0.0,0.0
DDB_PD_005_AMBR_R06__S07,DDB_PD_005_AMBR,DDB_PD_005_AMBR_DDB15-001_R06_Main_,R06,S07,19.65133238,1.5,60.825,0.0,0.0,0.0,0.0,0.0,0.0,10.1750587199646,0.010981575159558398,0.0
DDB_PD_005_AMBR_R06__S08,DDB_PD_005_AMBR,DDB_PD_005_AMBR_DDB15-001_R06_Main_,R06,S08,22.65164499,1.0,75.35,0.0,0.0,0.0,0.0,0.0,0.0,8.182925687949199,0.0,0.0
DDB_PD_005_AMBR_R06__S09,DDB_PD_005_AMBR,DDB_PD_005_AMBR_DDB15-001_R06_Main_,R06,S09,25.65048243,1.0,98.75,0.0,0.0,0.0,0.0,0.0,0.0,7.04612026830312,0.00715531183540653,0.0
DDB_PD_005_AMBR_R06__S10,DDB_PD_005_AMBR,DDB_PD_005_AMBR_DDB15-001_R06_Main_,R06,S10,28.65455875,1.5,128.45,0.0,0.0,0.120908912306952,0.0,0.0,0.0,4.8044437760526995,0.0,0.08346677361963871
DDB_PD_005_AMBR_R07__S00,DDB_PD_005_AMBR,DDB_PD_005_AMBR_DDB16-001_R07_Main_,R07,S00,0.104998007,1.0,0.272,21.6725746952911,0.0,0.0,0.181148124995643,0.0,0.0,9.566079400252951,0.004989452037226781,0.0
DDB_PD_005_AMBR_R07__S01,DDB_PD_005_AMBR,DDB_PD_005_AMBR_DDB16-001_R07_Main_,R07,S01,3.117204622,1.0,0.6,24.0991218173073,0.0736560789420748,0.0,0.0,0.0,0.0,9.65374308446619,0.0,0.0
DDB_PD_005_AMBR_R07__S02,DDB_PD_005_AMBR,DDB_PD_005_AMBR_DDB16-001_R07_Main_,R07,S02,6.12334583,2.5,1.652,20.7930711882014,0.135715795440441,0.0,0.108598604560556,0.0,0.0,10.2653385451058,0.0,0.0
DDB_PD_005_AMBR_R07__S03,DDB_PD_005_AMBR,DDB_PD_005_AMBR_DDB16-001_R07_Main_,R07,S03,9.089997288,1.0,4.68,17.3388955217868,0.336173725240031,0.0,0.0,0.0,0.493347428577509,10.3539444618992,0.16568088976912398,0.0
DDB_PD_005_AMBR_R07__S04,DDB_PD_005_AMBR,DDB_PD_005_AMBR_DDB16-001_R07_Main_,R07,S04,12.09260507,1.0,11.62,11.1138833361494,0.581183676161081,0.0,0.163971380829392,0.0,1.2147200881309899,10.6307156316728,0.244531217131143,0.0
DDB_PD_005_AMBR_R07__S05,DDB_PD_005_AMBR,DDB_PD_005_AMBR_DDB16-001_R07_Main_,R07,S05,15.32989194,1.0,25.28,0.0,0.578367222686813,0.0,0.0,0.0,0.0,10.9058195288271,0.0,0.0
DDB_PD_005_AMBR_R07__S06,DDB_PD_005_AMBR,DDB_PD_005_AMBR_DDB16-001_R07_Main_,R07,S06,18.33053161,1.0,40.15,0.0,0.0,0.0,0.0,0.0,0.0,9.53429387426487,0.0,0.0
DDB_PD_005_AMBR_R07__S07,DDB_PD_005_AMBR,DDB_PD_005_AMBR_DDB16-001_R07_Main_,R07,S07,21.33292139,1.5,55.25,0.0,0.0,0.07076659887283429,0.0,0.0,0.0,10.3888148749175,0.009758077741582601,0.0
DDB_PD_005_AMBR_R07__S08,DDB_PD_005_AMBR,DDB_PD_005_AMBR_DDB16-001_R07_Main_,R07,S08,24.3317077,1.0,70.8,0.135592088607349,0.106249781555624,0.0,0.0,0.0,0.0,7.58516525966359,0.0,0.0
DDB_PD_005_AMBR_R07__S09,DDB_PD_005_AMBR,DDB_PD_005_AMBR_DDB16-001_R07_Main_,R07,S09,27.33144059,1.0,95.45,0.0,0.0,0.105042756864142,0.0,0.0,0.0,7.12089796513001,0.0,0.0
DDB_PD_005_AMBR_R07__S10,DDB_PD_005_AMBR,DDB_PD_005_AMBR_DDB16-001_R07_Main_,R07,S10,30.33136598,1.5,123.15,0.0,0.0,0.133333170495621,0.0,0.0,0.0,5.10712444082227,0.00897061489781286,0.0
DDB_PD_005_AMBR_R08__S00,DDB_PD_005_AMBR,DDB_PD_005_AMBR_DDB16-001_R08_Main_,R08,S00,0.123880365,1.0,0.272,27.725395136587498,0.009155378928769919,0.0,0.145438276063701,0.0,0.0,9.36119289139257,0.0,0.0
DDB_PD_005_AMBR_R08__S01,DDB_PD_005_AMBR,DDB_PD_005_AMBR_DDB16-001_R08_Main_,R08,S01,3.137208003,1.0,0.624,24.7980061451236,0.0741532293048282,0.0,0.0,0.0,0.0,11.1563329994775,0.0,0.0
DDB_PD_005_AMBR_R08__S02,DDB_PD_005_AMBR,DDB_PD_005_AMBR_DDB16-001_R08_Main_,R08,S02,6.151192161,2.5,1.754,21.976359052750396,0.190891925249326,0.0,0.0,0.0,0.0,10.2871365723048,0.0,0.0
DDB_PD_005_AMBR_R08__S03,DDB_PD_005_AMBR,DDB_PD_005_AMBR_DDB16-001_R08_Main_,R08,S03,9.110116974,1.0,5.035,18.2958350672445,0.61043287527025,0.0,0.0,0.0,0.49744796299696803,10.506611152565299,0.106150760134363,0.0
DDB_PD_005_AMBR_R08__S04,DDB_PD_005_AMBR,DDB_PD_005_AMBR_DDB16-001_R08_Main_,R08,S04,12.11268641,1.0,13.63,7.7766024715363,1.19938694560559,0.0,0.0,0.0,1.29914131782333,9.41127280855681,0.200654052256696,0.0
DDB_PD_005_AMBR_R08__S05,DDB_PD_005_AMBR,DDB_PD_005_AMBR_DDB16-001_R08_Main_,R08,S05,14.78716476,1.0,26.82,0.432640740030468,0.654452130024198,0.0,0.0,0.0,0.0,10.8304878023274,0.0,0.0
DDB_PD_005_AMBR_R08__S06,DDB_PD_005_AMBR,DDB_PD_005_AMBR_DDB16-001_R08_Main_,R08,S06,17.78832955,1.0,42.7,0.0,0.0,0.0,0.0,0.0,0.0,9.72499332485589,0.0,0.0
DDB_PD_005_AMBR_R08__S07,DDB_PD_005_AMBR,DDB_PD_005_AMBR_DDB16-001_R08_Main_,R08,S07,20.79380426,1.5,60.25,0.0,0.0,0.0,0.0,0.0,0.0,10.0834334178161,0.00761220718053373,0.0
DDB_PD_005_AMBR_R08__S08,DDB_PD_005_AMBR,DDB_PD_005_AMBR_DDB16-001_R08_Main_,R08,S08,23.78640587,1.0,73.1,0.0,0.0,0.0856664276364211,0.0,0.0,0.0,7.44032739524217,0.0091328158222029,0.0
DDB_PD_005_AMBR_R08__S09,DDB_PD_005_AMBR,DDB_PD_005_AMBR_DDB16-001_R08_Main_,R08,S09,26.78664941,1.0,92.1,0.0,0.0,0.09497053167198069,0.0,0.0,0.0,6.26216706192522,0.00937679720239537,0.0
DDB_PD_005_AMBR_R08__S10,DDB_PD_005_AMBR,DDB_PD_005_AMBR_DDB16-001_R08_Main_,R08,S10,29.80059522,1.5,128.6,0.0,0.0,0.0,0.0,0.0,0.0,5.57376787125576,0.0,0.0
