Timepoint Sample,Experiment,Parent Culture,Reactor/Plate/Flask Number,Timepoint (#),Timepoint (h),Sample volume (mL),OD,D-glucose [g/L],acetic acid [g/L],citric acid [g/L],ethanol [g/L],formic acid [g/L],lactate [g/L],pyruvic acid [g/L],succinic acid [g/L],co [µg/L],cu [µg/L],fe [µg/L],k [mg/L],mg [mg/L],mn [µg/L],mo [µg/L],na [mg/L],s [mg/L],zn [µg/L]
DDB_PD_067_AMBR_R14__S06,DDB_PD_067_AMBR,DDB_PD_067_AMBR_SDT170-002_R14_Main_,R14,S06,19.97459131,1.5,,0.0,0.200382628540519,0.9952242157049,0.0,0.0,0.0,0.0,0.263255622004429,538.6497866,150.498718,41729.96676,5304.046022,60.95406244,225.1363438,717.7811603,41.87114542,2572.735172,5441.025506
DDB_PD_067_AMBR_R14__S07,DDB_PD_067_AMBR,DDB_PD_067_AMBR_SDT170-002_R14_Main_,R14,S07,23.3234228,1.5,,0.0,0.257867285382755,1.038244206502115,0.0,0.584873679699165,0.0,0.0,0.28663237788033047,532.0531371,147.6186755,40091.50805,5020.238342,79.27950574,179.5682663,643.9497049,32.92359029,2379.747672,4796.225251
DDB_PD_067_AMBR_R14__S08,DDB_PD_067_AMBR,DDB_PD_067_AMBR_SDT170-002_R14_Main_,R14,S08,25.97946689,1.5,,0.0,0.364899280749826,1.12296172945065,0.0,0.0,0.108296111242381,0.0,0.683881328802315,388.520912,93.17911362,27245.50553,4349.544847,80.96113229,102.0312312,448.0389245,23.03120969,2096.794184,3130.449607
DDB_PD_067_AMBR_R14__S09,DDB_PD_067_AMBR,DDB_PD_067_AMBR_SDT170-002_R14_Main_,R14,S09,28.97486173,2.0,,0.0,0.389561689804468,0.9948041281269849,0.0,0.0,0.1451086405826515,0.0,0.6183420558569099,370.9466223,55.35564129,22147.53106,4110.735288,81.37363512,62.55302923,399.3254148,18.42640779,1994.185046,2544.840837
DDB_PD_067_AMBR_R14__S10,DDB_PD_067_AMBR,DDB_PD_067_AMBR_SDT170-002_R14_Main_,R14,S10,31.97613748,2.5,,0.0,0.3456232634447435,0.68634487547683,0.0,0.0,0.0,0.0,0.8738347242157001,326.4541341,56.83412485,16517.26074,3454.168502,86.51740764,40.82090586,332.2627079,0.0,1823.682109,1680.411554
DDB_PD_067_AMBR_R15__S00,DDB_PD_067_AMBR,DDB_PD_067_AMBR_SDT199-001_R15_Main_,R15,S00,0.0,1.5,,22.755204885141,0.12262548303328401,1.541535637332245,0.0,0.0,0.0,0.31287631292435697,0.0,483.0088999,439.617121,43319.85671,5399.135407,8.546051906,404.1857946,777.5912954,51.18630176,2624.87527,5966.702104
DDB_PD_067_AMBR_R15__S01,DDB_PD_067_AMBR,DDB_PD_067_AMBR_SDT199-001_R15_Main_,R15,S01,3.065768887,1.5,,21.750326555442896,0.06792189943014751,1.4749603413932348,0.0,0.0,0.0,0.2754097184988535,0.0,496.8881765,429.2152565,43905.41359,5199.64787,10.24227221,399.3286628,759.2119321,48.11806561,2528.093069,6107.900494
DDB_PD_067_AMBR_R15__S02,DDB_PD_067_AMBR,DDB_PD_067_AMBR_SDT199-001_R15_Main_,R15,S02,6.057818875,1.5,,21.86386556592165,0.1817232829198255,1.4604113886609449,0.0,0.0,0.0,0.310325460742621,0.0,523.1985931,463.1773327,46741.16251,5419.870935,13.54400641,410.1815615,827.3178504,58.67477673,2616.479395,6382.855471
DDB_PD_067_AMBR_R15__S03,DDB_PD_067_AMBR,DDB_PD_067_AMBR_SDT199-001_R15_Main_,R15,S03,9.055239598,1.5,,20.261722640646397,0.3117083945346415,1.4444328288593549,0.0,0.0,0.1176705120946015,0.0,0.0,516.8103945,441.9144035,46820.47878,5486.616379,16.53335249,429.4298845,807.6693922,53.59207601,2601.137457,6376.996963
DDB_PD_067_AMBR_R15__S04,DDB_PD_067_AMBR,DDB_PD_067_AMBR_SDT199-001_R15_Main_,R15,S04,12.05537926,3.5,,17.508927790028398,0.530395942531825,1.367504725317465,0.1294102300438365,0.0,0.5333021246723451,0.66048297668723,0.069028616171033,495.4954605,205.6657082,45128.0344,5566.582751,59.74188325,303.6711689,759.2037763,57.84033634,2657.16358,5908.694148
DDB_PD_067_AMBR_R15__S05,DDB_PD_067_AMBR,DDB_PD_067_AMBR_SDT199-001_R15_Main_,R15,S05,24.01852978,1.5,,14.2680638536416,0.8329542592205499,1.2870098730154949,0.14151347570241601,0.0,1.1398187547143699,0.0,0.115694126829923,462.5250165,213.4430769,39240.12299,5064.725198,31.32273865,238.8271507,643.2965993,48.52923492,2458.892909,5002.180177
DDB_PD_067_AMBR_R15__S06,DDB_PD_067_AMBR,DDB_PD_067_AMBR_SDT199-001_R15_Main_,R15,S06,28.94661913,1.5,,0.0,2.775810617618605,1.0305015683779,0.156313659605681,1.13436565127046,2.067188426876415,0.127749889444066,0.32786390331781495,519.268434,198.4515238,39476.07826,5289.237201,46.48054936,164.03279,668.6278443,50.60169264,2765.759879,5104.156642
DDB_PD_067_AMBR_R15__S07,DDB_PD_067_AMBR,DDB_PD_067_AMBR_SDT199-001_R15_Main_,R15,S07,31.94781859,1.5,,0.0,0.3227711227426435,0.89215959523747,0.0,0.0,0.0,0.0,0.281493119213845,472.518123,185.7412282,33077.0115,4607.511616,47.44173215,129.3097422,554.1751531,48.12960771,2265.645815,4123.882871
DDB_PD_067_AMBR_R15__S08,DDB_PD_067_AMBR,DDB_PD_067_AMBR_SDT199-001_R15_Main_,R15,S08,34.94773499,1.5,,0.0,0.3213395040466485,0.4433037496116695,0.0,0.0,0.0,0.0,0.640056252262125,385.0857314,99.43158805,24179.25605,3994.99302,51.71109465,72.40709263,417.4706091,28.94144681,2008.71548,3217.322566
DDB_PD_067_AMBR_R15__S09,DDB_PD_067_AMBR,DDB_PD_067_AMBR_SDT199-001_R15_Main_,R15,S09,37.94809654,1.5,,0.0,0.4492787671803945,0.0,0.0,0.0,0.0,0.0,1.000997116432935,355.2426671,99.64500006,20044.98296,3612.459263,60.45805464,52.37930258,367.6552211,23.16626451,1925.732833,2429.307
DDB_PD_067_AMBR_R15__S10,DDB_PD_067_AMBR,DDB_PD_067_AMBR_SDT199-001_R15_Main_,R15,S10,40.94920046,2.0,,0.0,0.555948455037825,0.0,0.0,0.0,0.0,0.0,1.27905793167965,331.8064795,84.22430902,15124.95095,3150.581861,55.3962136,33.9196592,313.3887562,16.68866683,1865.390614,1692.407266
DDB_PD_067_AMBR_R15__S11,DDB_PD_067_AMBR,DDB_PD_067_AMBR_SDT199-001_R15_Main_,R15,S11,43.94861181,2.5,,0.0,0.572907657223375,0.0,0.0,0.0,0.10320672880460599,0.0,1.4368760380637149,,,,,,,,,,
DDB_PD_067_AMBR_R16__S00,DDB_PD_067_AMBR,DDB_PD_067_AMBR_SDT199-001_R16_Main_,R16,S00,0.0,1.5,,21.91898544408525,0.050799056813694496,1.48266057117033,0.0,0.0,0.0,0.30399192374201,0.0,486.4114218,441.6969688,44178.13259,5409.511665,15.57098216,423.3495976,782.4900279,53.30898292,2573.11039,6023.952904
DDB_PD_067_AMBR_R16__S01,DDB_PD_067_AMBR,DDB_PD_067_AMBR_SDT199-001_R16_Main_,R16,S01,3.086575835,1.5,,0.0,0.476079720769626,0.0,0.0,0.0,0.0,0.0,1.19074221543925,466.2731858,413.4007289,41728.37452,4992.107749,14.52548723,387.99059,746.7250352,44.98759968,2408.88121,5763.842116
DDB_PD_067_AMBR_R16__S02,DDB_PD_067_AMBR,DDB_PD_067_AMBR_SDT199-001_R16_Main_,R16,S02,6.078671616,1.5,,24.00010723412985,0.071743727220706,1.57982415644838,0.0,0.0,0.0,0.2719693148722495,0.0,489.0113561,429.2659328,44398.04596,5420.13851,17.13830928,422.9863636,775.0644083,48.26886858,2577.156917,6010.447059
DDB_PD_067_AMBR_R16__S03,DDB_PD_067_AMBR,DDB_PD_067_AMBR_SDT199-001_R16_Main_,R16,S03,9.074800511,1.5,,22.980460421300947,0.154639032690394,1.58472844346246,0.0,0.0,0.0,0.55001456832154,0.0,480.3583863,417.7251073,42951.3641,5429.96332,18.19110082,409.5667749,765.971771,54.83833771,2514.211913,5862.279894
DDB_PD_067_AMBR_R16__S04,DDB_PD_067_AMBR,DDB_PD_067_AMBR_SDT199-001_R16_Main_,R16,S04,12.07515403,3.5,,21.2354034349984,0.32166066402965204,1.56290646456812,0.0,0.0,0.1898006958395115,0.0,0.0,510.9167154,433.7129398,46284.76534,5685.748649,23.98675457,438.2908211,796.3302168,56.65218848,2710.012575,6227.80115
DDB_PD_067_AMBR_R16__S05,DDB_PD_067_AMBR,DDB_PD_067_AMBR_SDT199-001_R16_Main_,R16,S05,24.03919306,1.5,,16.81927330615725,0.5492514301671,1.41823852364955,0.16061129219519898,0.0,1.04181523167553,0.5208045398079251,0.0661736339286965,480.4742952,234.5386248,43283.70756,5640.124319,66.12289085,323.0595355,742.5786376,59.68229205,2755.809635,5730.663783
DDB_PD_067_AMBR_R16__S06,DDB_PD_067_AMBR,DDB_PD_067_AMBR_SDT199-001_R16_Main_,R16,S06,29.39126821,1.5,,14.076088690268548,0.915763159242995,1.465127523425175,0.1444510528519485,0.0,1.942429044581695,0.0,0.177177597987688,488.9561096,281.826362,41649.0416,5173.968936,34.32409947,243.7832169,679.3892375,49.52574819,2506.903535,5327.966582
DDB_PD_067_AMBR_R16__S07,DDB_PD_067_AMBR,DDB_PD_067_AMBR_SDT199-001_R16_Main_,R16,S07,32.39155969,1.5,,0.0,0.0713150221626585,1.145834808166465,0.0,0.0,0.0,0.0,0.0,509.5630186,211.5243382,40445.31518,5068.065731,58.68948923,204.2463651,665.1228093,46.45583427,2552.16712,5041.823552
DDB_PD_067_AMBR_R16__S08,DDB_PD_067_AMBR,DDB_PD_067_AMBR_SDT199-001_R16_Main_,R16,S08,35.39153219,1.5,,0.0,0.094178189247805,1.1412016785669001,0.0,0.0,0.0,0.0,0.388544176902066,425.4457383,157.0157234,28620.70524,4570.959105,66.72776447,119.4587817,480.4897647,45.41527143,2336.594353,3682.845551
DDB_PD_067_AMBR_R16__S09,DDB_PD_067_AMBR,DDB_PD_067_AMBR_SDT199-001_R16_Main_,R16,S09,38.39240937,1.5,,0.0,0.2126517982640665,1.1848853131682,0.0,0.0,0.0,0.0,0.611051012350465,378.5253421,110.7581932,23531.79599,4026.021668,56.15171957,78.52478539,419.1677963,28.56564671,2098.796018,3061.712634
DDB_PD_067_AMBR_R16__S10,DDB_PD_067_AMBR,DDB_PD_067_AMBR_SDT199-001_R16_Main_,R16,S10,41.393116,2.0,,0.0,0.295638113033463,1.19736785592228,0.0,0.0,0.0551969553213595,0.0,0.9404280543148851,357.6842913,99.22240179,19729.97305,3627.617127,66.67385047,55.19711386,364.6536599,22.84616176,1944.800351,2463.209938
DDB_PD_067_AMBR_R16__S11,DDB_PD_067_AMBR,DDB_PD_067_AMBR_SDT199-001_R16_Main_,R16,S11,44.39335665,2.5,,0.0,0.33359556981559746,1.11866499440403,0.0,0.0,0.0,0.0,0.9670956154780901,,,,,,,,,,
DDB_PD_067_AMBR_R17__S00,DDB_PD_067_AMBR,DDB_PD_067_AMBR_SDT200-001_R17_Main_,R17,S00,0.0,1.5,,0.0,0.348062617274144,0.6647024029511001,0.1051787835809945,0.0,0.0,0.0,0.9939793985704649,331.1001421,83.77426066,15155.18401,3158.674137,69.31141738,32.0851665,318.4675328,15.98911835,1820.7745,1722.062795
DDB_PD_067_AMBR_R17__S01,DDB_PD_067_AMBR,DDB_PD_067_AMBR_SDT200-001_R17_Main_,R17,S01,3.104955539,1.5,,22.45856896018895,0.1390908358900275,1.525527009969235,0.0,0.0,0.0,0.389486557896749,0.0,480.575899,427.6606777,42711.13061,5381.915443,52.27831837,443.1980183,747.6523216,54.87312141,2628.398556,6011.934796
DDB_PD_067_AMBR_R17__S02,DDB_PD_067_AMBR,DDB_PD_067_AMBR_SDT200-001_R17_Main_,R17,S02,6.096865921,1.5,,21.351141785378548,0.237149324669195,1.4677176761135848,0.0,0.0,0.0,0.3965160490049765,0.0,482.0090427,429.1318462,43337.7655,5241.534036,52.71993576,452.9723418,758.1408695,52.32049863,2538.061322,5908.240969
DDB_PD_067_AMBR_R17__S03,DDB_PD_067_AMBR,DDB_PD_067_AMBR_SDT200-001_R17_Main_,R17,S03,9.091840566,1.5,,20.229781018627698,0.3529393087253435,1.366223406688095,0.0,0.257453562933294,0.0,0.0,0.04197249114388325,549.9309894,474.6817796,48825.7204,5515.135418,63.35981687,482.2575814,864.6370023,65.76279553,2567.866707,6493.980512
DDB_PD_067_AMBR_R17__S04,DDB_PD_067_AMBR,DDB_PD_067_AMBR_SDT200-001_R17_Main_,R17,S04,12.09220322,3.5,,19.25263377416105,0.486066174684964,1.4317334830544102,0.0,0.3729417424463155,0.0,0.0,0.0788021557866595,503.3245464,382.1849233,44387.75637,5471.100745,63.23849554,445.3751894,795.2353791,57.91113588,2729.434933,6142.367346
DDB_PD_067_AMBR_R17__S05,DDB_PD_067_AMBR,DDB_PD_067_AMBR_SDT200-001_R17_Main_,R17,S05,19.83380934,1.5,,6.52942331920255,1.053627773055595,1.213174918737705,0.2887559910038655,1.19754142406862,0.86377802192141,0.0,0.1931902023552865,513.3610437,233.7837931,45467.07967,5294.797299,61.7174379,428.5792267,799.8888603,55.17912068,2686.102856,6168.233706
DDB_PD_067_AMBR_R17__S06,DDB_PD_067_AMBR,DDB_PD_067_AMBR_SDT200-001_R17_Main_,R17,S06,24.14638814,1.5,,0.0,0.19712117007815302,0.9973212179797599,0.0,0.0,0.0,0.0,0.15959963296538648,480.0490038,112.6784013,42464.02206,5054.105888,57.62531839,322.025412,713.8690203,63.23558691,2462.154051,5451.456347
DDB_PD_067_AMBR_R17__S07,DDB_PD_067_AMBR,DDB_PD_067_AMBR_SDT200-001_R17_Main_,R17,S07,27.12202164,1.5,,0.0,0.2396022730389545,1.0550910117522851,0.0,0.4619846110086915,0.0,0.0,0.2707517602860605,474.7654528,225.3107226,33762.03791,5021.992855,0.0,161.213929,673.2315992,48.02818066,2371.339719,4985.748798
DDB_PD_067_AMBR_R17__S08,DDB_PD_067_AMBR,DDB_PD_067_AMBR_SDT200-001_R17_Main_,R17,S08,30.11947235,1.5,,0.0,0.31744534921316847,1.103501802857705,0.0,0.0,0.0,0.0,0.432814353355521,512.8032586,252.6297021,31973.50867,5021.794891,14.99170669,172.8734554,659.9376734,56.94295196,2405.782661,4869.25635
DDB_PD_067_AMBR_R17__S09,DDB_PD_067_AMBR,DDB_PD_067_AMBR_SDT200-001_R17_Main_,R17,S09,33.11993259,1.5,,0.0,0.3951917564415375,1.1259291770385151,0.0,0.0,0.0,0.0,0.67616545949453,433.7678021,213.9252229,18515.57317,4979.563924,18.44490492,100.2947806,564.9009245,47.98268914,2502.683199,3996.610635
DDB_PD_067_AMBR_R17__S10,DDB_PD_067_AMBR,DDB_PD_067_AMBR_SDT200-001_R17_Main_,R17,S10,36.11333773,2.0,,0.0,0.39250608269445153,0.9373241327758051,0.0,0.0,0.0,0.0,0.8861998941738849,382.2304316,140.0498264,14133.30119,4447.016516,33.43445108,84.14360563,462.5404392,35.28527678,2189.739249,3130.035717
DDB_PD_067_AMBR_R17__S11,DDB_PD_067_AMBR,DDB_PD_067_AMBR_SDT200-001_R17_Main_,R17,S11,39.1475895,2.5,,0.0,0.4229309182530805,0.571762952566955,0.0,0.0,0.0,0.0,1.261754500126615,353.7387654,130.1878582,13433.57927,4058.139702,48.85810866,83.67021696,397.2973253,28.16795151,2032.276132,2374.653797
DDB_PD_067_AMBR_R18__S00,DDB_PD_067_AMBR,DDB_PD_067_AMBR_SDT200-001_R18_Main_,R18,S00,0.0,1.5,,0.0,0.445865382228304,0.0,0.0,0.0,0.0,0.0,1.1204210375233201,329.2183878,112.309728,11867.3886,3704.617197,55.02463134,82.24604994,352.4377611,23.29325684,1948.113693,1554.635162
DDB_PD_067_AMBR_R18__S01,DDB_PD_067_AMBR,DDB_PD_067_AMBR_SDT200-001_R18_Main_,R18,S01,3.126296454,1.5,,22.03816648961405,0.09872890151092349,1.496395336230305,0.0,0.0,0.0,0.264891031780066,0.0,475.7488111,421.131305,42523.27612,5154.771526,27.17774319,432.6194789,757.2227515,51.97864005,2587.373295,5891.951134
DDB_PD_067_AMBR_R18__S02,DDB_PD_067_AMBR,DDB_PD_067_AMBR_SDT200-001_R18_Main_,R18,S02,6.118063987,1.5,,19.155663866458397,0.249725855705416,1.331105044486245,0.0,0.295213128088803,0.1192766219135675,0.0,0.0,476.2311022,429.7138806,43273.94123,5340.644086,32.52929618,429.8481407,754.8853433,54.557948,2606.754072,5912.741409
DDB_PD_067_AMBR_R18__S03,DDB_PD_067_AMBR,DDB_PD_067_AMBR_SDT200-001_R18_Main_,R18,S03,9.111840428999999,1.5,,16.91835193013765,0.35602622482873103,1.34248801177689,0.0,0.0,0.4851978070218285,0.0,0.0,537.1972052,468.1446402,48022.80345,5585.291221,50.23474316,496.7154418,830.9652274,67.94639893,2825.362735,6475.77945
DDB_PD_067_AMBR_R18__S04,DDB_PD_067_AMBR,DDB_PD_067_AMBR_SDT200-001_R18_Main_,R18,S04,12.11220735,3.5,,13.50613692402275,0.62742387353909,1.354936193835525,0.1038098155889795,0.0,1.6621986001515552,0.49265126632683254,0.1539916356345,492.8160456,358.4940775,44393.43557,5331.704432,58.21538302,439.2236688,789.7582437,55.10541334,2421.459366,6075.752855
DDB_PD_067_AMBR_R18__S05,DDB_PD_067_AMBR,DDB_PD_067_AMBR_SDT200-001_R18_Main_,R18,S05,19.86416985,1.5,,0.0,0.203912186462176,1.19537594449054,0.0,0.0,0.0,0.0,0.2005344376826265,521.9528864,237.1541544,47022.83325,5487.207261,61.69492775,458.013446,815.155081,58.63388293,2564.403004,6551.752018
DDB_PD_067_AMBR_R18__S06,DDB_PD_067_AMBR,DDB_PD_067_AMBR_SDT200-001_R18_Main_,R18,S06,24.1011724,1.5,,0.0,0.0,0.8041115750676051,0.0,0.0,0.0,0.0,0.0,481.030214,131.0002038,42201.93147,5338.967939,62.88307964,324.1282332,712.9331888,60.7535685,2653.474685,5586.120666
DDB_PD_067_AMBR_R18__S07,DDB_PD_067_AMBR,DDB_PD_067_AMBR_SDT200-001_R18_Main_,R18,S07,27.07660831,1.5,,0.0,0.1634584511221595,1.050458913049325,0.0,0.0,0.0,0.0,0.53568085098522,488.5451131,226.0097355,34330.2737,5036.224427,0.0,196.1496892,678.8334985,50.31664912,2462.571063,5114.03644
DDB_PD_067_AMBR_R18__S08,DDB_PD_067_AMBR,DDB_PD_067_AMBR_SDT200-001_R18_Main_,R18,S08,30.073847,1.5,,0.0,0.19964958726700202,1.17687833408421,0.0,0.0,0.0,0.0,0.90812243619003,443.8192816,181.9358629,27344.99646,5150.667273,15.33704545,137.2415262,561.1034878,58.65780532,2547.949064,4240.508769
DDB_PD_067_AMBR_R18__S09,DDB_PD_067_AMBR,DDB_PD_067_AMBR_SDT200-001_R18_Main_,R18,S09,33.07425278,1.5,,0.0,0.1841880385409615,1.11309672086943,0.0,0.0,0.120212940987043,0.0,1.037484593345005,427.6175826,187.6425005,21310.99535,4855.387003,22.93649103,113.2141685,542.8184613,46.31609545,2400.538789,3981.346887
DDB_PD_067_AMBR_R18__S10,DDB_PD_067_AMBR,DDB_PD_067_AMBR_SDT200-001_R18_Main_,R18,S10,36.07416123,2.0,,0.0,0.16956069863656198,0.8648392139400101,0.0,0.0,0.13906062425974,0.0,1.11426781573044,378.6725644,125.8845514,14333.35777,4280.074971,34.82812706,86.93628407,454.860759,32.69211928,2160.032572,3047.003846
DDB_PD_067_AMBR_R18__S11,DDB_PD_067_AMBR,DDB_PD_067_AMBR_SDT200-001_R18_Main_,R18,S11,39.07530167,2.5,,24.21312570781965,0.0,1.633393104233585,0.0,0.0,0.0,0.512958522767365,0.0,,,,,,,,,,
DDB_PD_067_AMBR_R19__S00,DDB_PD_067_AMBR,DDB_PD_067_AMBR_SDT201-001_R19_Main_,R19,S00,0.0,1.5,,0.0,0.55274280583265,0.0,0.0,0.0,0.0,0.0,1.359120729923805,354.6300557,113.9326699,13330.93644,4016.521166,49.48181733,76.58042538,403.0236074,26.15745061,1941.973063,2240.2383
DDB_PD_067_AMBR_R19__S01,DDB_PD_067_AMBR,DDB_PD_067_AMBR_SDT201-001_R19_Main_,R19,S01,3.146095015,1.5,,23.642620888231498,0.118223255929023,1.5713111116312901,0.0,0.0,0.0,0.646982867545315,0.0,331.4451222,102.7098124,12204.0034,3700.055159,54.34919462,75.60869195,351.0976395,24.19929739,1813.390874,1664.883044
DDB_PD_067_AMBR_R19__S02,DDB_PD_067_AMBR,DDB_PD_067_AMBR_SDT201-001_R19_Main_,R19,S02,6.137796541,1.5,,21.86937724181195,0.0,1.468542786464825,0.0,0.0,0.0,0.2723282152405905,0.0,478.4207744,424.7645313,42902.40201,5083.354045,13.8205111,410.159126,774.9489207,47.93684283,2443.456975,5988.978822
