Timepoint Sample,Experiment,Parent Culture,Reactor/Plate/Flask Number,Timepoint (#),Timepoint (h),Sample volume (mL),OD,D-glucose [g/L],acetic acid [g/L],citric acid [g/L],ethanol [g/L],formic acid [g/L],lactate [g/L],pyruvic acid [g/L],succinic acid [g/L],co [µg/L],cu [µg/L],fe [µg/L],k [mg/L],mg [mg/L],mn [µg/L],mo [µg/L],na [mg/L],s [mg/L],zn [µg/L]
DDB_PD_073_AMBR_R02__S04,DDB_PD_073_AMBR,DDB_PD_073_AMBR_DDB35-001_R02_Main_,R02,S04,20.35143607,1.5,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3358076231312365,123.9341045,43.91889752,1736.251536,4318.304332,24.0915533,97.03685932,62.15266841,57.67190488,1956.552658,0.0
DDB_PD_073_AMBR_R02__S05,DDB_PD_073_AMBR,DDB_PD_073_AMBR_DDB35-001_R02_Main_,R02,S05,26.35051436,1.5,,0.0,0.0914766190427915,0.018633688730119998,0.0,0.0,0.0,0.0,0.417403805462975,146.9687487,48.94803609,100.74299,3315.645457,32.6694642,105.0860089,30.80821021,75.45241648,1717.225856,0.0
DDB_PD_073_AMBR_R02__S06,DDB_PD_073_AMBR,DDB_PD_073_AMBR_DDB35-001_R02_Main_,R02,S06,29.46455854,2.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3085914297411545,149.9746964,39.21490988,70.55398287,3286.23989,69.24875005,93.77560577,16.41407693,47.0170855,1914.308301,0.0
DDB_PD_073_AMBR_R03__S00,DDB_PD_073_AMBR,DDB_PD_073_AMBR_DDB35-001_R03_Main_,R03,S00,0.0,1.5,,24.963727191691948,0.0,1.7463254041088598,0.0,0.0,0.0,0.0,0.0,423.869318,384.6132338,37565.3715,4865.145755,47.05167285,345.9956648,668.1096316,81.91157163,2229.750426,5282.458823
DDB_PD_073_AMBR_R03__S01,DDB_PD_073_AMBR,DDB_PD_073_AMBR_DDB35-001_R03_Main_,R03,S01,6.055718806000001,1.5,,22.2969234780553,0.302559691099355,1.690362654428145,0.0,0.0,0.4084664624148,0.0,0.0,431.4607411,367.2628755,38593.86221,4130.070634,55.20748868,329.6840808,692.4794927,101.7695171,1903.991519,5325.687203
DDB_PD_073_AMBR_R03__S02,DDB_PD_073_AMBR,DDB_PD_073_AMBR_DDB35-001_R03_Main_,R03,S02,12.05807049,1.5,,10.66212847516555,0.9613877636637249,1.703931482493935,0.188877643902102,1.044284322015965,0.9173181170891249,0.36169111613662996,0.1748576686277915,433.2174379,132.0467076,37674.76261,4983.592102,41.66090631,218.30204,666.7595711,80.69772227,2049.424334,5144.60169
DDB_PD_073_AMBR_R03__S03,DDB_PD_073_AMBR,DDB_PD_073_AMBR_DDB35-001_R03_Main_,R03,S03,14.81866825,1.5,,0.0,0.28515086643770604,1.616326945515965,0.0,0.0,0.0,0.0,0.142251137070331,442.6284655,269.0237395,37374.76342,4135.792696,30.01886994,250.082167,654.7367582,107.4398012,1978.799696,5037.094084
DDB_PD_073_AMBR_R03__S04,DDB_PD_073_AMBR,DDB_PD_073_AMBR_DDB35-001_R03_Main_,R03,S04,20.66482868,1.5,,0.0,0.1322595618054565,1.383887807333935,0.0,0.0,0.0,0.0,0.3468795787511405,427.2940043,195.9673825,32831.84865,4509.210308,70.90562013,115.3589031,620.0078371,74.92276621,2053.001534,4421.257882
DDB_PD_073_AMBR_R03__S05,DDB_PD_073_AMBR,DDB_PD_073_AMBR_DDB35-001_R03_Main_,R03,S05,26.75775535,1.5,,0.0,0.111441842490445,1.15369805970013,0.0,0.0,0.0,0.0,0.40123819716491804,411.4782884,147.1270382,25011.10236,3530.915418,60.87284505,45.15410433,534.1040139,94.48274737,1777.421956,3273.782666
DDB_PD_073_AMBR_R03__S06,DDB_PD_073_AMBR,DDB_PD_073_AMBR_DDB35-001_R03_Main_,R03,S06,29.614564,2.0,,0.0,0.0709055650129165,1.05235009175689,0.0,0.0,0.0,0.0,0.317538035851038,390.5454377,116.7065151,21356.68266,3307.193552,94.57678002,29.85001709,470.1793699,60.04509602,1891.279624,2423.650817
DDB_PD_073_AMBR_R04__S00,DDB_PD_073_AMBR,DDB_PD_073_AMBR_DDB35-001_R04_Main_,R04,S00,0.0,1.5,,24.914432524872254,0.0,1.74210206664417,0.0,0.0,0.0,0.0,0.0,450.693943,408.4767467,41933.82443,4968.959559,9.055988497,285.517439,728.2655739,84.38495706,2350.373907,5681.452188
DDB_PD_073_AMBR_R04__S01,DDB_PD_073_AMBR,DDB_PD_073_AMBR_DDB35-001_R04_Main_,R04,S01,6.07464069,1.5,,22.537214115858202,0.34373471611231,1.71178797510658,0.0,0.290574089938488,0.3109094677726225,0.0,0.048922261004933645,452.9027875,403.9882324,42115.6237,4401.022122,21.06094851,278.4154124,734.4402386,105.2516705,1853.610434,5640.193618
DDB_PD_073_AMBR_R04__S02,DDB_PD_073_AMBR,DDB_PD_073_AMBR_DDB35-001_R04_Main_,R04,S02,12.07804976,1.5,,9.883527411927549,1.2867526613840699,1.6717940977897499,0.0,1.056773515231995,0.919412934995905,0.0,0.21738487980447302,437.4024957,173.498078,38617.23285,4415.874318,29.57879274,211.3231869,650.0032085,78.06779413,2156.508461,5207.403311
DDB_PD_073_AMBR_R04__S03,DDB_PD_073_AMBR,DDB_PD_073_AMBR_DDB35-001_R04_Main_,R04,S03,14.48626386,1.5,,0.0,0.74867637681354,1.607460297455665,0.0,0.0,0.0,0.0,0.1251301894180455,457.2534617,246.3366269,39067.19312,3960.968485,13.2727759,277.4501594,639.5205771,101.4665845,1938.67221,5245.434958
DDB_PD_073_AMBR_R04__S04,DDB_PD_073_AMBR,DDB_PD_073_AMBR_DDB35-001_R04_Main_,R04,S04,20.37857925,1.5,,0.0,0.0,1.450983058860055,0.0,0.0,0.0,0.0,0.341501703148463,428.7963565,231.1822078,32385.24138,4478.591975,21.13502418,172.5010645,628.0478865,74.15876735,2025.522818,4414.174588
DDB_PD_073_AMBR_R04__S05,DDB_PD_073_AMBR,DDB_PD_073_AMBR_DDB35-001_R04_Main_,R04,S05,26.37782556,1.5,,0.0,0.1072913005945055,1.235189329818315,0.0,0.0,0.0,0.0,0.50708722871409,415.4359763,192.4898505,23355.51927,3561.845599,24.21270146,81.24200985,528.6538086,93.26314371,1759.216203,3339.880771
DDB_PD_073_AMBR_R04__S06,DDB_PD_073_AMBR,DDB_PD_073_AMBR_DDB35-001_R04_Main_,R04,S06,29.48336526,2.0,,0.0,0.0,1.14232723798875,0.0,0.0,0.0,0.0,0.3968291393405695,386.5038354,223.5487081,18934.78605,3095.031523,19.94361866,78.25827987,438.6999543,87.6715746,1646.028185,2439.424888
